"","Country","Year","GC_Top Marginal Rates"
"1003","AUT",1977,0.15
"1004","AUT",1978,0.15
"1005","AUT",1979,0.15
"1006","AUT",1980,0.15
"1007","AUT",1981,0.15
"1008","AUT",1982,0.15
"1009","AUT",1983,0.15
"1010","AUT",1984,0.15
"1011","AUT",1985,0.15
"1012","AUT",1986,0.15
"1013","AUT",1987,0.15
"1014","AUT",1988,0.15
"1015","AUT",1989,0.15
"1016","AUT",1990,0.15
"1017","AUT",1991,0.15
"1018","AUT",1992,0.15
"1019","AUT",1993,0.15
"1020","AUT",1994,0.15
"1021","AUT",1995,0.15
"1022","AUT",1996,0.15
"1023","AUT",1997,0.15
"1024","AUT",1998,0.15
"1025","AUT",1999,0.15
"1026","AUT",2000,0.15
"1027","AUT",2001,0.15
"1028","AUT",2002,0.15
"1029","AUT",2003,0.15
"1030","AUT",2004,0.15
"1031","AUT",2005,0.15
"1032","AUT",2006,0.15
"1033","AUT",2007,0.15
"1034","AUT",2008,0.15
"1035","AUT",2009,0
"1036","AUT",2010,0
"1037","AUT",2011,0
"1038","AUT",2012,0
"1039","AUT",2013,0
"1040","AUT",2014,0
"1041","AUT",2015,0
"1042","AUT",2016,0
"1043","AUT",2017,0
"1044","AUT",2018,0
"1045","AUT",2019,0
"1046","AUT",2020,0
"1047","AUT",2021,0
"1048","ECU",1989,0.05
"1049","ECU",2006,0.05
"1050","ECU",2007,0.05
"1051","ECU",2008,0.05
"1052","ECU",2009,0.35
"1053","ECU",2010,0.35
"1054","ECU",2011,0.35
"1055","ECU",2012,0.35
"1056","ECU",2013,0.35
"1057","ECU",2014,0.35
"1058","ECU",2015,0.35
"1059","ECU",2016,0.35
"1060","ECU",2017,0.35
"1061","ECU",2018,0.35
"1062","ECU",2019,0.35
"1063","ECU",2020,0.35
"1064","CHL",2006,0.25
"1065","CHL",2007,0.25
"1066","CHL",2008,0.25
"1067","CHL",2009,0.25
"1068","CHL",2010,0.25
"1069","CHL",2011,0.25
"1070","CHL",2012,0.25
"1071","CHL",2013,0.25
"1072","CHL",2014,0.25
"1073","CHL",2015,0.25
"1074","CHL",2016,0.25
"1075","CHL",2017,0.25
"1076","CHL",2018,0.25
"1077","CHL",2019,0.25
"1078","CHL",2020,0.25
"1079","CHL",2021,0.25
"1080","HUN",2006,0.21
"1081","HUN",2007,0.21
"1082","HUN",2008,0.21
"1083","HUN",2009,0.21
"1084","HUN",2010,0.4
"1085","HUN",2011,0.4
"1086","HUN",2012,0.4
"1087","HUN",2013,0.4
"1088","HUN",2014,0.18
"1089","HUN",2015,0.18
"1090","HUN",2016,0.18
"1091","HUN",2017,0.18
"1092","HUN",2018,0.18
"1093","HUN",2019,0.18
"1094","HUN",2020,0.18
"1095","HUN",2021,0.18
"1096","CAN",1965,0.54
"1097","CAN",1966,0.54
"1098","CAN",1967,0.54
"1099","CAN",1968,0.5
"1100","CAN",1969,0.5
"1101","CAN",1970,0.5
"1102","CAN",1971,0.5
"1103","CAN",1972,0
"1104","CAN",1973,0
"1105","CAN",1974,0
"1106","CAN",1975,0
"1107","CAN",1976,0
"1108","CAN",1977,0
"1109","CAN",1978,0
"1110","CAN",1979,0
"1111","CAN",1980,0
"1112","CAN",1981,0
"1113","CAN",1982,0
"1114","CAN",1983,0
"1115","CAN",1984,0
"1116","CAN",1985,0
"1117","CAN",1986,0
"1118","CAN",1987,0
"1119","CAN",1988,0
"1120","CAN",1989,0
"1121","CAN",1990,0
"1122","CAN",1991,0
"1123","CAN",1992,0
"1124","CAN",1993,0
"1125","CAN",1994,0
"1126","CAN",1995,0
"1127","CAN",1996,0
"1128","CAN",1997,0
"1129","CAN",1998,0
"1130","CAN",1999,0
"1131","CAN",2000,0
"1132","CAN",2001,0
"1133","CAN",2002,0
"1134","CAN",2003,0
"1135","CAN",2004,0
"1136","CAN",2005,0
"1137","CAN",2006,0
"1138","CAN",2007,0
"1139","CAN",2008,0
"1140","CAN",2009,0
"1141","CAN",2010,0
"1142","CAN",2011,0
"1143","CAN",2012,0
"1144","CAN",2013,0
"1145","CAN",2014,0
"1146","CAN",2015,0
"1147","CAN",2016,0
"1148","CAN",2017,0
"1149","CAN",2018,0
"1150","CAN",2019,0
"1151","CAN",2020,0
"1152","CAN",2021,0
"1153","ZAF",2006,0.2
"1154","ZAF",2007,0.2
"1155","ZAF",2008,0.2
"1156","ZAF",2009,0.2
"1157","ZAF",2010,0.2
"1158","ZAF",2011,0.2
"1159","ZAF",2012,0.2
"1160","ZAF",2013,0.2
"1161","ZAF",2014,0.2
"1162","ZAF",2015,0.2
"1163","ZAF",2016,0.2
"1164","ZAF",2017,0.2
"1165","ZAF",2018,0.25
"1166","ZAF",2019,0.25
"1167","ZAF",2020,0.25
"1168","ZAF",2021,0.25
"1169","COL",2007,0.34
"1170","COL",2008,0.33
"1171","COL",2009,0.33
"1172","COL",2010,0.33
"1173","COL",2011,0.33
"1174","COL",2012,0.33
"1175","COL",2013,0.1
"1176","COL",2014,0.1
"1177","COL",2015,0.1
"1178","COL",2016,0.1
"1179","COL",2017,0.1
"1180","COL",2018,0.1
"1181","COL",2019,0.1
"1182","COL",2020,0.1
"1183","PHL",2006,0.2
"1184","PHL",2007,0.2
"1185","PHL",2008,0.2
"1186","PHL",2009,0.2
"1187","PHL",2010,0.2
"1188","PHL",2011,0.2
"1189","PHL",2012,0.2
"1190","PHL",2013,0.2
"1191","PHL",2014,0.2
"1192","PHL",2015,0.2
"1193","PHL",2016,0.2
"1194","PHL",2017,0.2
"1195","PHL",2018,0.06
"1196","PHL",2019,0.06
"1197","PHL",2020,0.06
"1198","PHL",2021,0.06
"1199","GRC",2006,0.2
"1200","GRC",2007,0.2
"1201","GRC",2008,0.2
"1202","GRC",2009,0.2
"1203","GRC",2010,0.2
"1204","GRC",2011,0.1
"1205","GRC",2012,0.1
"1206","GRC",2013,0.1
"1207","GRC",2014,0.1
"1208","GRC",2015,0.1
"1209","GRC",2016,0.1
"1210","GRC",2017,0.1
"1211","GRC",2018,0.1
"1212","GRC",2019,0.1
"1213","GRC",2020,0.1
"1214","GRC",2021,0.1
"1215","POL",2006,0.2
"1216","POL",2007,0.2
"1217","POL",2008,0.2
"1218","POL",2009,0.2
"1219","POL",2010,0.2
"1220","POL",2011,0.2
"1221","POL",2014,0.07
"1222","POL",2015,0.07
"1223","POL",2016,0.07
"1224","POL",2017,0.07
"1225","POL",2018,0.07
"1226","POL",2019,0.07
"1227","POL",2020,0.07
"1228","POL",2021,0.07
"1229","CMR",2006,0.1
"1230","CMR",2007,0.1
"1231","CMR",2008,0.1
"1232","CMR",2009,0.1
"1233","CMR",2010,0.1
"1234","CMR",2011,0.1
"1235","CMR",2012,0.1
"1236","CMR",2013,0.1
"1237","CMR",2014,0.1
"1238","CMR",2015,0.1
"1239","CMR",2016,0.1
"1240","CMR",2017,0.1
"1241","CMR",2018,0.1
"1242","CMR",2019,0.1
"1243","CMR",2020,0.1
"1244","CMR",2021,0.1
"1245","ISL",2006,0.05
"1246","ISL",2007,0.05
"1247","ISL",2008,0.05
"1248","ISL",2009,0.05
"1249","ISL",2010,0.05
"1250","ISL",2011,0.1
"1251","ISL",2012,0.1
"1252","ISL",2013,0.1
"1253","ISL",2014,0.1
"1254","ISL",2015,0.1
"1255","ISL",2016,0.1
"1256","ISL",2017,0.1
"1257","ISL",2018,0.1
"1258","ISL",2019,0.1
"1259","ISL",2020,0.1
"1260","ISL",2021,0.1
"1261","BRA",2008,0.08
"1262","BRA",2009,0.08
"1263","BRA",2010,0.08
"1264","BRA",2011,0.08
"1265","BRA",2012,0.08
"1266","BRA",2013,0.08
"1267","BRA",2014,0.08
"1268","BRA",2015,0.08
"1269","BRA",2016,0.08
"1270","BRA",2017,0.08
"1271","BRA",2018,0.08
"1272","BRA",2019,0.08
"1273","BRA",2020,0.08
"1274","BRA",2021,0.08
"1275","GTM",2006,0.06
"1276","GTM",2007,0.06
"1277","GTM",2008,0.06
"1278","GTM",2009,0.06
"1279","GTM",2010,0.06
"1280","GTM",2011,0.06
"1281","GTM",2012,0.06
"1282","GTM",2013,0.06
"1283","GTM",2014,0.06
"1284","GTM",2015,0.06
"1285","GTM",2016,0.07
"1286","GTM",2017,0.07
"1287","GTM",2018,0.07
"1288","GTM",2019,0.07
"1289","GTM",2020,0.07
"1290","GTM",2021,0.07
"1291","TUR",2012,0.1
"1292","TUR",2013,0.1
"1293","TUR",2014,0.1
"1294","TUR",2015,0.1
"1295","TUR",2016,0.1
"1296","TUR",2017,0.1
"1297","TUR",2018,0.1
"1298","TUR",2019,0.1
"1299","TUR",2020,0.1
"1300","TUR",2021,0.1
"1301","NIC",2013,0.1
"1302","NIC",2014,0.1
"1303","NIC",2015,0.1
"1304","NIC",2016,0.1
"1305","NIC",2017,0.1
"1306","NIC",2018,0.1
"1307","NIC",2020,0.15
"1308","NIC",2021,0.15
"1309","ABW",2006,0.06
"1310","ABW",2007,0.06
"1311","ABW",2008,0.06
"1312","ABW",2009,0.06
"1313","ABW",2010,0.06
"1314","ABW",2011,0.06
"1315","ABW",2012,0.06
"1316","ABW",2013,0.06
"1317","ABW",2014,0.06
"1318","ABW",2015,0.06
"1319","ABW",2016,0.06
"1320","ABW",2017,0.06
"1321","ABW",2018,0.06
"1322","ABW",2019,0
"1323","ABW",2020,0
"1324","BWA",2008,0.05
"1325","BWA",2009,0.05
"1326","BWA",2010,0.05
"1327","BWA",2011,0.05
"1328","BWA",2012,0.05
"1329","BWA",2013,0.05
"1330","BWA",2014,0.05
"1331","BWA",2015,0.05
"1332","BWA",2016,0.05
"1333","BWA",2017,0.05
"1334","BWA",2018,0.05
"1335","BWA",2019,0.05
"1336","BWA",2020,0.05
"1337","BWA",2021,0.05
"1338","URY",2006,0.04
"1339","URY",2007,0.04
"1340","URY",2008,0.04
"1341","URY",2009,0.04
"1342","URY",2010,0.04
"1343","URY",2011,0.04
"1344","URY",2012,0.04
"1345","URY",2013,0.04
"1346","URY",2014,0.03
"1347","URY",2015,0.03
"1348","URY",2016,0.03
"1349","URY",2017,0.03
"1350","URY",2018,0.03
"1351","URY",2019,0.03
"1352","URY",2020,0.03
"1353","URY",2021,0.03
"1354","SEN",2006,0.03
"1355","SEN",2007,0.03
"1356","SEN",2008,0.03
"1357","SEN",2009,0.03
"1358","SEN",2010,0.03
"1359","SEN",2011,0.03
"1360","SEN",2012,0.03
"1361","SEN",2013,0.03
"1362","SEN",2014,0.03
"1363","SEN",2015,0.02
"1364","SEN",2016,0.02
"1365","SEN",2017,0.02
"1366","SEN",2018,0.02
"1367","SEN",2019,0.02
"1368","SEN",2020,0.02
"1369","SEN",2021,0.02
"1370","THA",1994,0
"1371","THA",1995,0
"1372","THA",1996,0
"1373","THA",1997,0
"1374","THA",1998,0
"1375","THA",1999,0
"1376","THA",2000,0
"1377","THA",2001,0
"1378","THA",2002,0
"1379","THA",2003,0
"1380","THA",2004,0
"1381","THA",2005,0
"1382","THA",2006,0
"1383","THA",2007,0
"1384","THA",2008,0
"1385","THA",2009,0
"1386","THA",2010,0
"1387","THA",2011,0
"1388","THA",2012,0
"1389","THA",2013,0
"1390","THA",2014,0
"1391","THA",2015,0
"1392","THA",2016,0.05
"1393","THA",2017,0.05
"1394","THA",2018,0.05
"1395","THA",2019,0.05
"1396","THA",2020,0.05
"1397","THA",2021,0.05
"1398","DZA",2006,0
"1399","DZA",2007,0
"1400","DZA",2008,0
"1401","DZA",2009,0
"1402","DZA",2010,0
"1403","DZA",2011,0
"1404","DZA",2012,0
"1405","DZA",2013,0.03
"1406","DZA",2014,0.03
"1407","DZA",2015,0.03
"1408","DZA",2016,0.03
"1409","DZA",2017,0.03
"1410","DZA",2018,0.03
"1411","DZA",2019,0.03
"1412","DZA",2020,0.03
"1413","DZA",2021,0.03
"1414","MDG",1993,0
"1415","MDG",1994,0
"1416","MDG",1995,0
"1417","MDG",1996,0
"1418","MDG",1997,0
"1419","MDG",1998,0
"1420","MDG",1999,0
"1421","MDG",2000,0
"1422","MDG",2001,0
"1423","MDG",2002,0
"1424","MDG",2003,0
"1425","MDG",2004,0
"1426","MDG",2005,0
"1427","MDG",2006,0
"1428","MDG",2007,0
"1429","MDG",2008,0.15
"1430","MDG",2009,0
"1431","MDG",2010,0
"1432","MDG",2011,0
"1433","MDG",2012,0
"1434","MDG",2013,0
"1435","MDG",2014,0
"1436","MDG",2015,0
"1437","MDG",2016,0
"1438","MDG",2017,0
"1439","MDG",2018,0
"1440","MDG",2019,0
"1441","MDG",2021,0
"1442","GNQ",2008,0.1
"1443","SGP",2007,0.1
"1444","SGP",2008,0
"1445","SGP",2009,0
"1446","SGP",2010,0
"1447","SGP",2011,0
"1448","SGP",2013,0
"1449","SGP",2014,0
"1450","SGP",2015,0
"1451","SGP",2016,0
"1452","SGP",2017,0
"1453","SGP",2018,0
"1454","SGP",2019,0
"1455","SGP",2020,0
"1456","SGP",2021,0
"1457","BOL",2008,0.01
"1458","BOL",2016,0.01
"1459","BOL",2017,0.01
"1460","BOL",2018,0.01
"1461","BOL",2019,0.01
"1462","BOL",2020,0.01
"1463","BOL",2021,0.01
"1464","MAR",1999,0
"1465","MAR",2000,0
"1466","MAR",2001,0
"1467","MAR",2002,0
"1468","MAR",2003,0
"1469","MAR",2004,0
"1470","MAR",2005,0
"1471","MAR",2006,0
"1472","MAR",2007,0
"1473","MAR",2008,0.06
"1474","MAR",2009,0
"1475","MAR",2010,0
"1476","MAR",2011,0
"1477","MAR",2012,0
"1478","MAR",2013,0
"1479","MAR",2014,0
"1480","MAR",2015,0
"1481","MAR",2016,0
"1482","MAR",2017,0
"1483","MAR",2018,0
"1484","MAR",2019,0
"1485","AFG",1973,0
"1486","AFG",1974,0
"1487","AFG",1975,0
"1488","AFG",1976,0
"1489","AFG",1977,0
"1490","AFG",1978,0
"1491","AFG",1979,0
"1492","AFG",1980,0
"1493","AFG",1981,0
"1494","AFG",1982,0
"1495","AFG",1983,0
"1496","AFG",1984,0
"1497","AFG",1985,0
"1498","AFG",1986,0
"1499","AFG",1987,0
"1500","AFG",1988,0
"1501","AFG",1989,0
"1502","AFG",1990,0
"1503","AFG",1991,0
"1504","AFG",1992,0
"1505","AFG",1993,0
"1506","AFG",1994,0
"1507","AFG",1995,0
"1508","AFG",1996,0
"1509","AFG",1997,0
"1510","AFG",1998,0
"1511","AFG",1999,0
"1512","AFG",2000,0
"1513","AFG",2001,0
"1514","AFG",2002,0
"1515","AFG",2003,0
"1516","AFG",2004,0
"1517","AFG",2005,0
"1518","AFG",2006,0
"1519","AFG",2007,0
"1520","AFG",2008,0
"1521","AFG",2009,0
"1522","AFG",2010,0
"1523","AFG",2011,0
"1524","AFG",2012,0
"1525","AFG",2013,0
"1526","AFG",2014,0
"1527","AFG",2015,0
"1528","AFG",2016,0
"1529","ALB",1990,0
"1530","ALB",1991,0
"1531","ALB",1992,0
"1532","ALB",1993,0
"1533","ALB",1994,0
"1534","ALB",1995,0
"1535","ALB",1996,0
"1536","ALB",1997,0
"1537","ALB",1998,0
"1538","ALB",1999,0
"1539","ALB",2000,0
"1540","ALB",2001,0
"1541","ALB",2002,0
"1542","ALB",2003,0
"1543","ALB",2004,0
"1544","ALB",2005,0
"1545","ALB",2006,0
"1546","ALB",2007,0
"1547","ALB",2008,0
"1548","ALB",2009,0
"1549","ALB",2010,0
"1550","ALB",2011,0
"1551","ALB",2012,0
"1552","ALB",2013,0
"1553","AND",1993,0
"1554","AND",1994,0
"1555","AND",1995,0
"1556","AND",1996,0
"1557","AND",1997,0
"1558","AND",1998,0
"1559","AND",1999,0
"1560","AND",2000,0
"1561","AND",2001,0
"1562","AND",2002,0
"1563","AND",2003,0
"1564","AND",2004,0
"1565","AND",2005,0
"1566","AND",2006,0
"1567","AND",2007,0
"1568","AND",2008,0
"1569","AND",2009,0
"1570","AND",2010,0
"1571","AND",2011,0
"1572","AND",2012,0
"1573","AND",2013,0
"1574","AND",2014,0
"1575","AND",2015,0
"1576","AND",2016,0
"1577","AND",2017,0
"1578","AND",2018,0
"1579","ATG",1991,0
"1580","ATG",1992,0
"1581","ATG",1993,0
"1582","ATG",1994,0
"1583","ATG",1995,0
"1584","ATG",1996,0
"1585","ATG",1997,0
"1586","ATG",1998,0
"1587","ATG",1999,0
"1588","ATG",2000,0
"1589","ATG",2001,0
"1590","ATG",2002,0
"1591","ATG",2003,0
"1592","ATG",2004,0
"1593","ATG",2005,0
"1594","ATG",2006,0
"1595","ATG",2007,0
"1596","ATG",2008,0
"1597","ATG",2009,0
"1598","ATG",2010,0
"1599","ATG",2011,0
"1600","ATG",2012,0
"1601","ATG",2013,0
"1602","ATG",2014,0
"1603","ATG",2015,0
"1604","ATG",2016,0
"1605","ATG",2017,0
"1606","ATG",2018,0
"1607","ATG",2019,0
"1608","ARG",1976,0
"1609","ARG",1977,0
"1610","ARG",1978,0
"1611","ARG",1979,0
"1612","ARG",1980,0
"1613","ARG",1981,0
"1614","ARG",1982,0
"1615","ARG",1983,0
"1616","ARG",1984,0
"1617","ARG",1985,0
"1618","ARG",1986,0
"1619","ARG",1987,0
"1620","ARG",1988,0
"1621","ARG",1989,0
"1622","ARG",1990,0
"1623","ARG",1991,0
"1624","ARG",1992,0
"1625","ARG",1993,0
"1626","ARG",1994,0
"1627","ARG",1995,0
"1628","ARG",1996,0
"1629","ARG",1997,0
"1630","ARG",1998,0
"1631","ARG",1999,0
"1632","ARG",2000,0
"1633","ARG",2001,0
"1634","ARG",2002,0
"1635","ARG",2003,0
"1636","ARG",2004,0
"1637","ARG",2005,0
"1638","ARG",2006,0
"1639","ARG",2007,0
"1640","ARG",2008,0
"1641","ARG",2009,0
"1642","ARG",2010,0
"1643","ARG",2011,0
"1644","ARG",2012,0
"1645","ARG",2013,0
"1646","ARG",2014,0
"1647","ARG",2015,0
"1648","ARG",2016,0
"1649","ARG",2017,0
"1650","ARG",2018,0
"1651","ARG",2019,0
"1652","ARG",2020,0
"1653","ARG",2021,0
"1654","ARM",1991,0
"1655","ARM",1992,0
"1656","ARM",1993,0
"1657","ARM",1994,0
"1658","ARM",1995,0
"1659","ARM",1996,0
"1660","ARM",1997,0
"1661","ARM",1998,0
"1662","ARM",1999,0
"1663","ARM",2000,0
"1664","ARM",2001,0
"1665","ARM",2002,0
"1666","ARM",2003,0
"1667","ARM",2004,0
"1668","ARM",2005,0
"1669","ARM",2006,0
"1670","ARM",2007,0
"1671","ARM",2008,0
"1672","ARM",2009,0
"1673","ARM",2010,0
"1674","ARM",2011,0
"1675","ARM",2012,0
"1676","ARM",2013,0
"1677","ARM",2014,0
"1678","ARM",2015,0
"1679","ARM",2016,0
"1680","ARM",2017,0
"1681","ARM",2018,0
"1682","ARM",2019,0
"1683","ARM",2020,0
"1684","ARM",2021,0
"1685","AUS",1980,0
"1686","AUS",1981,0
"1687","AUS",1982,0
"1688","AUS",1983,0
"1689","AUS",1984,0
"1690","AUS",1985,0
"1691","AUS",1986,0
"1692","AUS",1987,0
"1693","AUS",1988,0
"1694","AUS",1989,0
"1695","AUS",1990,0
"1696","AUS",1991,0
"1697","AUS",1992,0
"1698","AUS",1993,0
"1699","AUS",1994,0
"1700","AUS",1995,0
"1701","AUS",1996,0
"1702","AUS",1997,0
"1703","AUS",1998,0
"1704","AUS",1999,0
"1705","AUS",2000,0
"1706","AUS",2001,0
"1707","AUS",2002,0
"1708","AUS",2003,0
"1709","AUS",2004,0
"1710","AUS",2005,0
"1711","AUS",2006,0
"1712","AUS",2007,0
"1713","AUS",2008,0
"1714","AUS",2009,0
"1715","AUS",2010,0
"1716","AUS",2011,0
"1717","AUS",2012,0
"1718","AUS",2013,0
"1719","AUS",2014,0
"1720","AUS",2015,0
"1721","AUS",2016,0
"1722","AUS",2017,0
"1723","AUS",2018,0
"1724","AUS",2019,0
"1725","AUS",2020,0
"1726","AUS",2021,0
"1727","AZE",1991,0
"1728","AZE",1992,0
"1729","AZE",1993,0
"1730","AZE",1994,0
"1731","AZE",1995,0
"1732","AZE",1996,0
"1733","AZE",1997,0
"1734","AZE",1998,0
"1735","AZE",1999,0
"1736","AZE",2000,0
"1737","AZE",2001,0
"1738","AZE",2002,0
"1739","AZE",2003,0
"1740","AZE",2004,0
"1741","AZE",2005,0
"1742","AZE",2006,0
"1743","AZE",2007,0
"1744","AZE",2008,0
"1745","AZE",2009,0
"1746","AZE",2010,0
"1747","AZE",2011,0
"1748","AZE",2012,0
"1749","AZE",2013,0
"1750","AZE",2014,0
"1751","AZE",2015,0
"1752","AZE",2016,0
"1753","AZE",2017,0
"1754","AZE",2018,0
"1755","AZE",2019,0
"1756","AZE",2020,0
"1757","AZE",2021,0
"1758","BHS",1964,0
"1759","BHS",1965,0
"1760","BHS",1966,0
"1761","BHS",1967,0
"1762","BHS",1968,0
"1763","BHS",1969,0
"1764","BHS",1970,0
"1765","BHS",1971,0
"1766","BHS",1972,0
"1767","BHS",1973,0
"1768","BHS",1974,0
"1769","BHS",1975,0
"1770","BHS",1976,0
"1771","BHS",1977,0
"1772","BHS",1978,0
"1773","BHS",1979,0
"1774","BHS",1980,0
"1775","BHS",1981,0
"1776","BHS",1982,0
"1777","BHS",1983,0
"1778","BHS",1984,0
"1779","BHS",1985,0
"1780","BHS",1986,0
"1781","BHS",1987,0
"1782","BHS",1988,0
"1783","BHS",1989,0
"1784","BHS",1990,0
"1785","BHS",1991,0
"1786","BHS",1992,0
"1787","BHS",1993,0
"1788","BHS",1994,0
"1789","BHS",1995,0
"1790","BHS",1996,0
"1791","BHS",1997,0
"1792","BHS",1998,0
"1793","BHS",1999,0
"1794","BHS",2000,0
"1795","BHS",2001,0
"1796","BHS",2002,0
"1797","BHS",2003,0
"1798","BHS",2004,0
"1799","BHS",2005,0
"1800","BHS",2006,0
"1801","BHS",2007,0
"1802","BHS",2008,0
"1803","BHS",2009,0
"1804","BHS",2010,0
"1805","BHS",2011,0
"1806","BHS",2012,0
"1807","BHS",2013,0
"1808","BHS",2014,0
"1809","BHS",2015,0
"1810","BHS",2016,0
"1811","BHS",2017,0
"1812","BHS",2018,0
"1813","BHS",2019,0
"1814","BHS",2020,0
"1815","BHS",2021,0
"1816","BHR",1971,0
"1817","BHR",1972,0
"1818","BHR",1973,0
"1819","BHR",1974,0
"1820","BHR",1975,0
"1821","BHR",1976,0
"1822","BHR",1977,0
"1823","BHR",1978,0
"1824","BHR",1979,0
"1825","BHR",1980,0
"1826","BHR",1981,0
"1827","BHR",1982,0
"1828","BHR",1983,0
"1829","BHR",1984,0
"1830","BHR",1985,0
"1831","BHR",1986,0
"1832","BHR",1987,0
"1833","BHR",1988,0
"1834","BHR",1989,0
"1835","BHR",1990,0
"1836","BHR",1991,0
"1837","BHR",1992,0
"1838","BHR",1993,0
"1839","BHR",1994,0
"1840","BHR",1995,0
"1841","BHR",1996,0
"1842","BHR",1997,0
"1843","BHR",1998,0
"1844","BHR",1999,0
"1845","BHR",2000,0
"1846","BHR",2001,0
"1847","BHR",2002,0
"1848","BHR",2003,0
"1849","BHR",2004,0
"1850","BHR",2005,0
"1851","BHR",2006,0
"1852","BHR",2007,0
"1853","BHR",2008,0
"1854","BHR",2009,0
"1855","BHR",2010,0
"1856","BHR",2011,0
"1857","BHR",2012,0
"1858","BHR",2013,0
"1859","BHR",2014,0
"1860","BHR",2015,0
"1861","BHR",2016,0
"1862","BHR",2017,0
"1863","BHR",2018,0
"1864","BHR",2019,0
"1865","BHR",2020,0
"1866","BHR",2021,0
"1867","BGD",1982,0
"1868","BGD",1983,0
"1869","BGD",1984,0
"1870","BGD",1985,0
"1871","BGD",1986,0
"1872","BGD",1987,0
"1873","BGD",1988,0
"1874","BGD",1989,0
"1875","BGD",1990,0
"1876","BGD",1991,0
"1877","BRB",1990,0
"1878","BRB",1991,0
"1879","BRB",1992,0
"1880","BRB",1993,0
"1881","BRB",1994,0
"1882","BRB",1995,0
"1883","BRB",1996,0
"1884","BRB",1997,0
"1885","BRB",1998,0
"1886","BRB",1999,0
"1887","BRB",2000,0
"1888","BRB",2001,0
"1889","BRB",2002,0
"1890","BRB",2003,0
"1891","BRB",2004,0
"1892","BRB",2005,0
"1893","BRB",2006,0
"1894","BRB",2007,0
"1895","BRB",2008,0
"1896","BRB",2009,0
"1897","BRB",2010,0
"1898","BRB",2011,0
"1899","BRB",2012,0
"1900","BRB",2013,0
"1901","BRB",2014,0
"1902","BRB",2015,0
"1903","BRB",2016,0
"1904","BRB",2017,0
"1905","BRB",2018,0
"1906","BRB",2019,0
"1907","BRB",2020,0
"1908","BRB",2021,0
"1909","BLR",1964,0
"1910","BLR",1965,0
"1911","BLR",1966,0
"1912","BLR",1967,0
"1913","BLR",1968,0
"1914","BLR",1969,0
"1915","BLR",1970,0
"1916","BLR",1971,0
"1917","BLR",1972,0
"1918","BLR",1973,0
"1919","BLR",1974,0
"1920","BLR",1975,0
"1921","BLR",1976,0
"1922","BLR",1977,0
"1923","BLR",1978,0
"1924","BLR",1979,0
"1925","BLR",1980,0
"1926","BLR",1981,0
"1927","BLR",1982,0
"1928","BLR",1983,0
"1929","BLR",1984,0
"1930","BLR",1985,0
"1931","BLR",1986,0
"1932","BLR",1987,0
"1933","BLR",1988,0
"1934","BLR",1989,0
"1935","BLR",1990,0
"1936","BLR",1991,0
"1937","BLR",1992,0
"1938","BLR",1993,0
"1939","BLR",1994,0
"1940","BLR",1995,0
"1941","BLR",1996,0
"1942","BLR",1997,0
"1943","BLR",1998,0
"1944","BLR",1999,0
"1945","BLR",2000,0
"1946","BLR",2001,0
"1947","BLR",2002,0
"1948","BLR",2003,0
"1949","BLR",2004,0
"1950","BLR",2005,0
"1951","BLR",2006,0
"1952","BLR",2007,0
"1953","BLR",2008,0
"1954","BLR",2009,0
"1955","BLR",2010,0
"1956","BLR",2011,0
"1957","BLR",2012,0
"1958","BLR",2013,0
"1959","BLR",2014,0
"1960","BLR",2015,0
"1961","BLR",2016,0
"1962","BLR",2017,0
"1963","BLR",2018,0
"1964","BLR",2019,0
"1965","BLR",2020,0
"1966","BLR",2021,0
"1967","BLZ",1991,0
"1968","BTN",1995,0
"1969","BTN",1996,0
"1970","BTN",1997,0
"1971","BTN",1998,0
"1972","BTN",1999,0
"1973","BTN",2000,0
"1974","BTN",2001,0
"1975","BTN",2002,0
"1976","BTN",2003,0
"1977","BTN",2004,0
"1978","BTN",2005,0
"1979","BTN",2006,0
"1980","BTN",2007,0
"1981","BTN",2008,0
"1982","BTN",2009,0
"1983","BTN",2010,0
"1984","BTN",2011,0
"1985","BTN",2012,0
"1986","BTN",2013,0
"1987","BTN",2014,0
"1988","BTN",2015,0
"1989","BTN",2016,0
"1990","BTN",2017,0
"1991","BTN",2018,0
"1992","BTN",2019,0
"1993","BIH",1992,0
"1994","BIH",1993,0
"1995","BIH",1994,0
"1996","BIH",1995,0
"1997","BIH",1996,0
"1998","BIH",1997,0
"1999","BIH",1998,0
"2000","BIH",1999,0
"2001","BIH",2000,0
"2002","BIH",2001,0
"2003","BIH",2002,0
"2004","BIH",2003,0
"2005","BIH",2004,0
"2006","BIH",2005,0
"2007","BIH",2006,0
"2008","BIH",2007,0
"2009","BIH",2008,0
"2010","BIH",2009,0
"2011","BIH",2010,0
"2012","BIH",2011,0
"2013","BIH",2012,0
"2014","BIH",2013,0
"2015","BIH",2014,0
"2016","BIH",2015,0
"2017","BIH",2016,0
"2018","BIH",2017,0
"2019","BIH",2018,0
"2020","BIH",2019,0
"2021","BGR",2006,0
"2022","BGR",2007,0
"2023","BGR",2008,0
"2024","BGR",2009,0
"2025","BGR",2010,0
"2026","BGR",2011,0
"2027","BGR",2012,0
"2028","BGR",2013,0
"2029","BGR",2014,0
"2030","BGR",2015,0
"2031","BGR",2016,0
"2032","BGR",2017,0
