"","Country","Year","GC_Top Marginal Rates"
"2033","BGR",2018,0
"2034","BGR",2019,0
"2035","BGR",2020,0
"2036","BGR",2021,0
"2037","CPV",1999,0
"2038","CPV",2000,0
"2039","CPV",2001,0
"2040","CPV",2002,0
"2041","CPV",2003,0
"2042","CPV",2004,0
"2043","CPV",2005,0
"2044","CPV",2006,0
"2045","CPV",2007,0
"2046","CPV",2008,0
"2047","CPV",2009,0
"2048","CPV",2010,0
"2049","CPV",2011,0
"2050","CPV",2012,0
"2051","CPV",2013,0
"2052","CPV",2014,0
"2053","CPV",2015,0
"2054","CPV",2016,0
"2055","CPV",2017,0
"2056","CPV",2018,0
"2057","CPV",2019,0
"2058","CPV",2020,0
"2059","CPV",2021,0
"2060","KHM",2009,0
"2061","KHM",2010,0
"2062","KHM",2011,0
"2063","KHM",2012,0
"2064","KHM",2013,0
"2065","KHM",2014,0
"2066","KHM",2015,0
"2067","KHM",2016,0
"2068","KHM",2017,0
"2069","KHM",2018,0
"2070","KHM",2019,0
"2071","KHM",2020,0
"2072","KHM",2021,0
"2073","CHN",2006,0
"2074","CHN",2007,0
"2075","CHN",2008,0
"2076","CHN",2009,0
"2077","CHN",2010,0
"2078","CHN",2011,0
"2079","CHN",2012,0
"2080","CHN",2013,0
"2081","CHN",2014,0
"2082","CHN",2015,0
"2083","CHN",2016,0
"2084","CHN",2017,0
"2085","CHN",2018,0
"2086","CHN",2019,0
"2087","CHN",2020,0
"2088","CHN",2021,0
"2089","CRI",2006,0
"2090","CRI",2007,0
"2091","CRI",2008,0
"2092","CRI",2009,0
"2093","CRI",2010,0
"2094","CRI",2011,0
"2095","CRI",2012,0
"2096","CRI",2013,0
"2097","CRI",2014,0
"2098","CRI",2015,0
"2099","CRI",2016,0
"2100","CRI",2017,0
"2101","CRI",2018,0
"2102","CRI",2019,0
"2103","CRI",2020,0
"2104","CRI",2021,0
"2105","CYP",2006,0
"2106","CYP",2007,0
"2107","CYP",2008,0
"2108","CYP",2009,0
"2109","CYP",2010,0
"2110","CYP",2011,0
"2111","CYP",2012,0
"2112","CYP",2013,0
"2113","CYP",2014,0
"2114","CYP",2015,0
"2115","CYP",2016,0
"2116","CYP",2017,0
"2117","CYP",2018,0
"2118","CYP",2019,0
"2119","CYP",2020,0
"2120","CYP",2021,0
"2121","CZE",1991,0
"2122","CZE",2006,0
"2123","CZE",2007,0
"2124","CZE",2008,0
"2125","CZE",2009,0
"2126","CZE",2010,0
"2127","CZE",2011,0
"2128","CZE",2012,0
"2129","CZE",2013,0
"2130","CZE",2014,0
"2131","CZE",2015,0
"2132","CZE",2016,0
"2133","CZE",2017,0
"2134","CZE",2018,0
"2135","CZE",2019,0
"2136","CZE",2020,0
"2137","CZE",2021,0
"2138","EGY",2006,0
"2139","EGY",2007,0
"2140","EGY",2008,0
"2141","EGY",2009,0
"2142","EGY",2010,0
"2143","EGY",2011,0
"2144","EGY",2012,0
"2145","EGY",2013,0
"2146","EGY",2014,0
"2147","EGY",2015,0
"2148","EGY",2016,0
"2149","EGY",2017,0
"2150","EGY",2018,0
"2151","EGY",2019,0
"2152","EGY",2020,0
"2153","EGY",2021,0
"2154","SLV",1964,0
"2155","SLV",1965,0
"2156","SLV",1966,0
"2157","SLV",1967,0
"2158","SLV",1968,0
"2159","SLV",1969,0
"2160","SLV",1970,0
"2161","SLV",1971,0
"2162","SLV",1972,0
"2163","SLV",1973,0
"2164","SLV",1974,0
"2165","SLV",2008,0
"2166","SLV",2009,0
"2167","SLV",2010,0
"2168","SLV",2011,0
"2169","SLV",2012,0
"2170","SLV",2013,0
"2171","SLV",2014,0
"2172","SLV",2015,0
"2173","SLV",2016,0
"2174","SLV",2017,0
"2175","SLV",2018,0
"2176","SLV",2019,0
"2177","SLV",2020,0
"2178","SLV",2021,0
"2179","EST",1995,0
"2180","EST",1996,0
"2181","EST",1997,0
"2182","EST",1998,0
"2183","EST",1999,0
"2184","EST",2000,0
"2185","EST",2001,0
"2186","EST",2002,0
"2187","EST",2003,0
"2188","EST",2004,0
"2189","EST",2005,0
"2190","EST",2006,0
"2191","EST",2007,0
"2192","EST",2008,0
"2193","EST",2009,0
"2194","EST",2010,0
"2195","EST",2011,0
"2196","EST",2012,0
"2197","EST",2013,0
"2198","EST",2014,0
"2199","EST",2015,0
"2200","EST",2016,0
"2201","EST",2017,0
"2202","EST",2018,0
"2203","EST",2019,0
"2204","EST",2020,0
"2205","EST",2021,0
"2206","SWZ",2010,0
"2207","SWZ",2011,0
"2208","SWZ",2012,0
"2209","SWZ",2013,0
"2210","SWZ",2014,0
"2211","SWZ",2015,0
"2212","SWZ",2016,0
"2213","SWZ",2017,0
"2214","SWZ",2018,0
"2215","SWZ",2019,0
"2216","SWZ",2020,0
"2217","SWZ",2021,0
"2218","ETH",2008,0
"2219","FJI",1965,0
"2220","FJI",2008,0
"2221","GEO",2008,0
"2222","GRD",1986,0
"2223","GUM",2008,0
"2224","GGY",2008,0
"2225","HND",1990,0
"2226","HND",1991,0
"2227","HND",1992,0
"2228","HND",1993,0
"2229","HND",1994,0
"2230","HND",1995,0
"2231","HND",1996,0
"2232","HND",1997,0
"2233","HND",1998,0
"2234","HND",1999,0
"2235","HND",2000,0
"2236","HND",2001,0
"2237","HND",2002,0
"2238","HND",2003,0
"2239","HND",2004,0
"2240","HND",2005,0
"2241","HND",2006,0
"2242","HND",2008,0
"2243","HND",2012,0
"2244","HND",2013,0
"2245","HND",2014,0
"2246","HND",2015,0
"2247","HND",2016,0
"2248","HND",2017,0
"2249","HND",2018,0
"2250","HND",2019,0
"2251","HND",2020,0
"2252","HND",2021,0
"2253","HKG",2008,0
"2254","IND",1985,0
"2255","IND",2008,0
"2256","IND",2009,0
"2257","IND",2010,0
"2258","IND",2011,0
"2259","IND",2012,0
"2260","IND",2013,0
"2261","IND",2014,0
"2262","IND",2015,0
"2263","IND",2016,0
"2264","IND",2017,0
"2265","IND",2018,0
"2266","IND",2019,0
"2267","IND",2020,0
"2268","IND",2021,0
"2269","IDN",1964,0
"2270","IDN",1965,0
"2271","IDN",1966,0
"2272","IDN",1967,0
"2273","IDN",1968,0
"2274","IDN",1969,0
"2275","IDN",1970,0
"2276","IDN",1971,0
"2277","IDN",1972,0
"2278","IDN",1973,0
"2279","IDN",1974,0
"2280","IDN",1975,0
"2281","IDN",1976,0
"2282","IDN",1977,0
"2283","IDN",1978,0
"2284","IDN",1979,0
"2285","IDN",1980,0
"2286","IDN",1981,0
"2287","IDN",1982,0
"2288","IDN",1983,0
"2289","IDN",1984,0
"2290","IDN",1985,0
"2291","IDN",1986,0
"2292","IDN",1987,0
"2293","IDN",1988,0
"2294","IDN",1989,0
"2295","IDN",1990,0
"2296","IDN",1991,0
"2297","IDN",1992,0
"2298","IDN",1993,0
"2299","IDN",1994,0
"2300","IDN",1995,0
"2301","IDN",1996,0
"2302","IDN",1997,0
"2303","IDN",1998,0
"2304","IDN",1999,0
"2305","IDN",2000,0
"2306","IDN",2001,0
"2307","IDN",2002,0
"2308","IDN",2003,0
"2309","IDN",2004,0
"2310","IDN",2005,0
"2311","IDN",2006,0
"2312","IDN",2007,0
"2313","IDN",2008,0
"2314","IDN",2009,0
"2315","IDN",2010,0
"2316","IDN",2011,0
"2317","IDN",2012,0
"2318","IDN",2013,0
"2319","IDN",2014,0
"2320","IDN",2015,0
"2321","IDN",2016,0
"2322","IDN",2017,0
"2323","IDN",2018,0
"2324","IDN",2019,0
"2325","IDN",2020,0
"2326","IDN",2021,0
"2327","IRQ",1996,0
"2328","IRQ",1997,0
"2329","IMN",2008,0
"2330","ISR",1982,0
"2331","ISR",1983,0
"2332","ISR",1984,0
"2333","ISR",1985,0
"2334","ISR",1986,0
"2335","ISR",1987,0
"2336","ISR",1988,0
"2337","ISR",1989,0
"2338","ISR",1990,0
"2339","ISR",1991,0
"2340","ISR",1992,0
"2341","ISR",1993,0
"2342","ISR",1994,0
"2343","ISR",1995,0
"2344","ISR",1996,0
"2345","ISR",1997,0
"2346","ISR",1998,0
"2347","ISR",1999,0
"2348","ISR",2000,0
"2349","ISR",2001,0
"2350","ISR",2002,0
"2351","ISR",2003,0
"2352","ISR",2004,0
"2353","ISR",2005,0
"2354","ISR",2006,0
"2355","ISR",2007,0
"2356","ISR",2008,0
"2357","ISR",2009,0
"2358","ISR",2010,0
"2359","ISR",2011,0
"2360","ISR",2012,0
"2361","ISR",2013,0
"2362","ISR",2014,0
"2363","ISR",2015,0
"2364","ISR",2016,0
"2365","ISR",2017,0
"2366","ISR",2018,0
"2367","ISR",2019,0
"2368","ISR",2020,0
"2369","ISR",2021,0
"2370","CIV",2008,0
"2371","JAM",2008,0
"2372","JAM",2009,0
"2373","JAM",2010,0
"2374","JAM",2011,0
"2375","JAM",2012,0
"2376","JAM",2013,0
"2377","JAM",2014,0
"2378","JAM",2015,0
"2379","JAM",2016,0
"2380","JAM",2017,0
"2381","JAM",2018,0
"2382","JAM",2019,0
"2383","JEY",2008,0
"2384","JOR",2008,0
"2385","KAZ",1997,0
"2386","KAZ",1998,0
"2387","KAZ",1999,0
"2388","KAZ",2000,0
"2389","KAZ",2001,0
"2390","KAZ",2002,0
"2391","KAZ",2003,0
"2392","KAZ",2004,0
"2393","KAZ",2005,0
"2394","KAZ",2006,0
"2395","KAZ",2007,0
"2396","KAZ",2008,0
"2397","KAZ",2009,0
"2398","KAZ",2010,0
"2399","KAZ",2011,0
"2400","KAZ",2012,0
"2401","KAZ",2013,0
"2402","KAZ",2014,0
"2403","KAZ",2015,0
"2404","KAZ",2016,0
"2405","KAZ",2017,0
"2406","KAZ",2018,0
"2407","KAZ",2019,0
"2408","KAZ",2020,0
"2409","KAZ",2021,0
"2410","KEN",1999,0
"2411","KEN",2000,0
"2412","KEN",2001,0
"2413","KEN",2002,0
"2414","KEN",2003,0
"2415","KEN",2004,0
"2416","KEN",2005,0
"2417","KEN",2006,0
"2418","KEN",2007,0
"2419","KEN",2008,0
"2420","KEN",2009,0
"2421","KEN",2010,0
"2422","KEN",2011,0
"2423","KEN",2012,0
"2424","KEN",2013,0
"2425","KEN",2014,0
"2426","KEN",2015,0
"2427","KEN",2016,0
"2428","KEN",2017,0
"2429","KEN",2018,0
"2430","KWT",2008,0
"2431","LAO",2010,0
"2432","LAO",2011,0
"2433","LAO",2012,0
"2434","LAO",2013,0
"2435","LAO",2014,0
"2436","LAO",2015,0
"2437","LAO",2016,0
"2438","LAO",2017,0
"2439","LAO",2018,0
"2440","LAO",2019,0
"2441","LVA",2006,0
"2442","LVA",2007,0
"2443","LVA",2008,0
"2444","LVA",2009,0
"2445","LVA",2010,0
"2446","LVA",2011,0
"2447","LVA",2012,0
"2448","LVA",2013,0
"2449","LVA",2014,0
"2450","LVA",2015,0
"2451","LVA",2016,0
"2452","LVA",2017,0
"2453","LVA",2018,0
"2454","LVA",2019,0
"2455","LVA",2020,0
"2456","LVA",2021,0
"2457","LSO",2008,0
"2458","LTU",2006,0
"2459","LTU",2007,0
"2460","LTU",2008,0
"2461","LTU",2009,0
"2462","LTU",2010,0
"2463","LTU",2011,0
"2464","LTU",2012,0
"2465","LTU",2013,0
"2466","LTU",2014,0
"2467","LTU",2015,0
"2468","LTU",2016,0
"2469","LTU",2017,0
"2470","LTU",2018,0
"2471","LTU",2019,0
"2472","LTU",2020,0
"2473","LTU",2021,0
"2474","MAC",2021,0
"2475","MYS",2006,0
"2476","MYS",2020,0
"2477","MYS",2021,0
"2478","MLI",1991,0
"2479","MLI",1992,0
"2480","MLI",1993,0
"2481","MLI",1994,0
"2482","MLI",1995,0
"2483","MLI",1996,0
"2484","MLI",1997,0
"2485","MLI",1998,0
"2486","MLI",1999,0
"2487","MLI",2000,0
"2488","MLI",2001,0
"2489","MLI",2002,0
"2490","MLI",2003,0
"2491","MLI",2004,0
"2492","MLI",2005,0
"2493","MLI",2006,0
"2494","MLI",2007,0
"2495","MLI",2008,0
"2496","MLI",2009,0
"2497","MLI",2010,0
"2498","MLI",2011,0
"2499","MLI",2012,0
"2500","MLI",2013,0
"2501","MLI",2014,0
"2502","MLI",2015,0
"2503","MLI",2016,0
"2504","MLI",2017,0
"2505","MLI",2018,0
"2506","MRT",2006,0
"2507","MRT",2007,0
"2508","MRT",2009,0
"2509","MRT",2010,0
"2510","MRT",2011,0
"2511","MRT",2012,0
"2512","MRT",2013,0
"2513","MRT",2014,0
"2514","MRT",2015,0
"2515","MRT",2016,0
"2516","MRT",2017,0
"2517","MRT",2018,0
"2518","MUS",2006,0
"2519","MUS",2008,0
"2520","MEX",2006,0
"2521","MDA",2008,0
"2522","NAM",2005,0
"2523","NAM",2006,0
"2524","NAM",2007,0
"2525","NAM",2008,0
"2526","NAM",2009,0
"2527","NAM",2010,0
"2528","NAM",2011,0
"2529","NAM",2012,0
"2530","NAM",2013,0
"2531","NAM",2014,0
"2532","NAM",2015,0
"2533","NAM",2016,0
"2534","NAM",2017,0
"2535","NAM",2018,0
"2536","NAM",2019,0
"2537","NAM",2020,0
"2538","NAM",2021,0
"2539","NER",2000,0
"2540","NER",2001,0
"2541","NER",2002,0
"2542","NER",2003,0
"2543","NER",2004,0
"2544","NER",2005,0
"2545","NER",2006,0
"2546","NER",2007,0
"2547","NER",2008,0
"2548","NER",2009,0
"2549","NER",2010,0
"2550","NER",2011,0
"2551","NER",2012,0
"2552","NER",2013,0
"2553","NER",2014,0
"2554","NER",2015,0
"2555","NER",2016,0
"2556","NER",2017,0
"2557","NER",2018,0
"2558","NER",2019,0
"2559","NGA",2008,0
"2560","NGA",2009,0
"2561","NGA",2010,0
"2562","NGA",2011,0
"2563","NGA",2012,0
"2564","NGA",2013,0
"2565","NGA",2014,0
"2566","NGA",2015,0
"2567","NGA",2016,0
"2568","NGA",2017,0
"2569","NGA",2018,0
"2570","NGA",2019,0
"2571","NGA",2020,0
"2572","NGA",2021,0
"2573","OMN",2006,0
"2574","OMN",2007,0
"2575","OMN",2008,0
"2576","OMN",2009,0
"2577","OMN",2010,0
"2578","OMN",2011,0
"2579","OMN",2012,0
"2580","OMN",2013,0
"2581","OMN",2014,0
"2582","OMN",2015,0
"2583","OMN",2016,0
"2584","OMN",2017,0
"2585","OMN",2018,0
"2586","OMN",2019,0
"2587","PAK",1979,0
"2588","PAK",1980,0
"2589","PAK",1981,0
"2590","PAK",1982,0
"2591","PAK",1983,0
"2592","PAK",1984,0
"2593","PAK",1985,0
"2594","PAK",1986,0
"2595","PAK",1987,0
"2596","PAK",1988,0
"2597","PAK",1989,0
"2598","PAK",1990,0
"2599","PAK",1991,0
"2600","PAK",1992,0
"2601","PAK",1993,0
"2602","PAK",1994,0
"2603","PAK",1995,0
"2604","PAK",1996,0
"2605","PAK",1997,0
"2606","PAK",1998,0
"2607","PAK",1999,0
"2608","PAK",2000,0
"2609","PAK",2001,0
"2610","PAK",2002,0
"2611","PAK",2003,0
"2612","PAK",2004,0
"2613","PAK",2005,0
"2614","PAK",2006,0
"2615","PAK",2007,0
"2616","PAK",2008,0
"2617","PAK",2009,0
"2618","PAK",2010,0
"2619","PAK",2011,0
"2620","PAK",2012,0
"2621","PAK",2013,0
"2622","PAK",2014,0
"2623","PAK",2015,0
"2624","PAK",2016,0
"2625","PAK",2017,0
"2626","PAK",2018,0
"2627","PAK",2019,0
"2628","PAN",2005,0
"2629","PAN",2006,0
"2630","PAN",2007,0
"2631","PAN",2008,0
"2632","PAN",2009,0
"2633","PAN",2010,0
"2634","PAN",2011,0
"2635","PAN",2012,0
"2636","PAN",2013,0
"2637","PAN",2014,0
"2638","PAN",2015,0
"2639","PAN",2016,0
"2640","PAN",2017,0
"2641","PAN",2018,0
"2642","PAN",2019,0
"2643","PAN",2020,0
"2644","PAN",2021,0
"2645","PRT",2004,0
"2646","PRT",2005,0
"2647","PRT",2006,0
"2648","PRT",2007,0
"2649","PRT",2008,0
"2650","PRT",2009,0
"2651","PRT",2010,0
"2652","PRT",2011,0
"2653","PRT",2012,0
"2654","PRT",2013,0
"2655","PRT",2014,0
"2656","PRT",2015,0
"2657","PRT",2016,0
"2658","PRT",2017,0
"2659","PRT",2018,0
"2660","PRT",2019,0
"2661","PRT",2020,0
"2662","PRT",2021,0
"2663","QAT",1971,0
"2664","QAT",1972,0
"2665","QAT",1973,0
"2666","QAT",1974,0
"2667","QAT",1975,0
"2668","QAT",1976,0
"2669","QAT",1977,0
"2670","QAT",1978,0
"2671","QAT",1979,0
"2672","QAT",1980,0
"2673","QAT",1981,0
"2674","QAT",1982,0
"2675","QAT",1983,0
"2676","QAT",1984,0
"2677","QAT",1985,0
"2678","QAT",1986,0
"2679","QAT",1987,0
"2680","QAT",1988,0
"2681","QAT",1989,0
"2682","QAT",1990,0
"2683","QAT",1991,0
"2684","QAT",1992,0
"2685","QAT",1993,0
"2686","QAT",1994,0
"2687","QAT",1995,0
"2688","QAT",1996,0
"2689","QAT",1997,0
"2690","QAT",1998,0
"2691","QAT",1999,0
"2692","QAT",2000,0
"2693","QAT",2001,0
"2694","QAT",2002,0
"2695","QAT",2003,0
"2696","QAT",2004,0
"2697","QAT",2005,0
"2698","QAT",2006,0
"2699","QAT",2007,0
"2700","QAT",2008,0
"2701","QAT",2009,0
"2702","QAT",2010,0
"2703","QAT",2011,0
"2704","QAT",2012,0
"2705","QAT",2013,0
"2706","QAT",2014,0
"2707","QAT",2015,0
"2708","QAT",2016,0
"2709","QAT",2017,0
"2710","QAT",2018,0
"2711","QAT",2019,0
"2712","QAT",2020,0
"2713","QAT",2021,0
"2714","ROU",2006,0
"2715","ROU",2007,0
"2716","ROU",2008,0
"2717","ROU",2009,0
"2718","ROU",2010,0
"2719","ROU",2011,0
"2720","RUS",2006,0
"2721","RUS",2007,0
"2722","RUS",2008,0
"2723","RUS",2009,0
"2724","RUS",2010,0
"2725","RUS",2011,0
"2726","RUS",2012,0
"2727","RUS",2013,0
"2728","RUS",2014,0
"2729","RUS",2015,0
"2730","RUS",2016,0
"2731","RUS",2017,0
"2732","RUS",2018,0
"2733","RUS",2019,0
"2734","RWA",1995,0
"2735","RWA",1996,0
"2736","RWA",1997,0
"2737","RWA",1998,0
"2738","RWA",1999,0
"2739","RWA",2000,0
"2740","RWA",2001,0
"2741","RWA",2002,0
"2742","RWA",2003,0
"2743","RWA",2004,0
"2744","RWA",2005,0
"2745","RWA",2006,0
"2746","RWA",2007,0
"2747","RWA",2008,0
"2748","RWA",2009,0
"2749","RWA",2010,0
"2750","RWA",2011,0
"2751","RWA",2012,0
"2752","RWA",2013,0
"2753","RWA",2014,0
"2754","RWA",2015,0
"2755","RWA",2016,0
"2756","RWA",2017,0
"2757","RWA",2018,0
"2758","RWA",2019,0
"2759","LCA",1990,0
"2760","LCA",1991,0
"2761","LCA",1992,0
"2762","LCA",1993,0
"2763","LCA",1994,0
"2764","LCA",1995,0
"2765","LCA",1996,0
"2766","LCA",1997,0
"2767","LCA",1998,0
"2768","LCA",1999,0
"2769","LCA",2000,0
"2770","LCA",2001,0
"2771","LCA",2002,0
"2772","LCA",2003,0
"2773","LCA",2004,0
"2774","LCA",2005,0
"2775","LCA",2006,0
"2776","LCA",2007,0
"2777","LCA",2008,0
"2778","LCA",2009,0
"2779","LCA",2010,0
"2780","LCA",2011,0
"2781","LCA",2012,0
"2782","LCA",2013,0
"2783","LCA",2014,0
"2784","LCA",2015,0
"2785","LCA",2016,0
"2786","LCA",2017,0
"2787","LCA",2018,0
"2788","LCA",2019,0
"2789","LCA",2020,0
"2790","LCA",2021,0
"2791","WSM",2005,0
"2792","WSM",2006,0
"2793","WSM",2007,0
"2794","WSM",2008,0
"2795","WSM",2009,0
"2796","SAU",1992,0
"2797","SAU",1993,0
"2798","SAU",1994,0
"2799","SAU",1995,0
"2800","SAU",1996,0
"2801","SAU",1997,0
"2802","SAU",1998,0
"2803","SAU",1999,0
"2804","SAU",2000,0
"2805","SAU",2001,0
"2806","SAU",2002,0
"2807","SAU",2003,0
"2808","SAU",2004,0
"2809","SAU",2005,0
"2810","SAU",2006,0
"2811","SAU",2007,0
"2812","SAU",2008,0
"2813","SAU",2009,0
"2814","SAU",2010,0
"2815","SAU",2011,0
"2816","SAU",2012,0
"2817","SAU",2013,0
"2818","SAU",2014,0
"2819","SAU",2015,0
"2820","SAU",2016,0
"2821","SAU",2017,0
"2822","SAU",2018,0
"2823","SAU",2019,0
"2824","SAU",2020,0
"2825","SAU",2021,0
"2826","SYC",2002,0
"2827","SYC",2003,0
"2828","SYC",2004,0
"2829","SYC",2005,0
"2830","SYC",2006,0
"2831","SYC",2007,0
"2832","SYC",2008,0
"2833","SYC",2009,0
"2834","SYC",2010,0
"2835","SYC",2011,0
"2836","SYC",2012,0
"2837","SYC",2013,0
"2838","SYC",2014,0
"2839","SYC",2015,0
"2840","SYC",2016,0
"2841","SYC",2017,0
"2842","SYC",2018,0
"2843","SYC",2019,0
"2844","SVK",2005,0
"2845","SVK",2006,0
"2846","SVK",2007,0
"2847","SVK",2008,0
"2848","SVK",2009,0
"2849","SVK",2010,0
"2850","SVK",2011,0
"2851","SVK",2012,0
"2852","SVK",2013,0
"2853","SVK",2014,0
"2854","SVK",2015,0
"2855","SVK",2016,0
"2856","SVK",2017,0
"2857","SVK",2018,0
"2858","SVK",2019,0
"2859","SVK",2020,0
"2860","SVK",2021,0
"2861","SVN",2006,0
"2862","SVN",2007,0
"2863","SVN",2008,0
"2864","SVN",2009,0
"2865","SVN",2010,0
"2866","SVN",2011,0
"2867","SVN",2012,0
"2868","SVN",2013,0
"2869","SVN",2014,0
"2870","SVN",2015,0
"2871","SVN",2017,0
"2872","SVN",2018,0
"2873","SVN",2019,0
"2874","SVN",2020,0
"2875","SVN",2021,0
"2876","SLB",2007,0
"2877","SLB",2008,0
"2878","SLB",2009,0
"2879","SLB",2010,0
"2880","SLB",2011,0
"2881","SLB",2012,0
"2882","SLB",2013,0
"2883","SLB",2014,0
"2884","SLB",2015,0
"2885","SLB",2016,0
"2886","SLB",2017,0
"2887","SLB",2018,0
"2888","SLB",2019,0
"2889","LKA",1986,0
"2890","LKA",1987,0
"2891","LKA",1988,0
"2892","LKA",1989,0
"2893","LKA",1990,0
"2894","LKA",1991,0
"2895","LKA",1992,0
"2896","LKA",1993,0
"2897","LKA",1994,0
"2898","LKA",1995,0
"2899","LKA",1996,0
"2900","LKA",1997,0
"2901","LKA",1998,0
"2902","LKA",1999,0
"2903","LKA",2000,0
"2904","LKA",2001,0
"2905","LKA",2002,0
"2906","LKA",2003,0
"2907","LKA",2004,0
"2908","LKA",2005,0
"2909","LKA",2006,0
"2910","LKA",2007,0
"2911","LKA",2008,0
"2912","LKA",2009,0
"2913","LKA",2010,0
"2914","LKA",2011,0
"2915","LKA",2012,0
"2916","LKA",2013,0
"2917","LKA",2014,0
"2918","LKA",2015,0
"2919","LKA",2016,0
"2920","LKA",2017,0
"2921","LKA",2018,0
"2922","LKA",2019,0
"2923","LKA",2020,0
"2924","LKA",2021,0
"2925","CHE",2006,0
"2926","CHE",2007,0
"2927","CHE",2008,0
"2928","CHE",2009,0
"2929","CHE",2010,0
"2930","CHE",2011,0
"2931","CHE",2012,0
"2932","CHE",2013,0
"2933","CHE",2014,0
"2934","CHE",2015,0
"2935","CHE",2016,0
"2936","CHE",2017,0
"2937","CHE",2018,0
"2938","CHE",2019,0
"2939","CHE",2020,0
"2940","CHE",2021,0
"2941","SYR",2006,0
"2942","SYR",2007,0
"2943","SYR",2008,0
"2944","SYR",2009,0
"2945","SYR",2010,0
"2946","SYR",2011,0
"2947","TZA",2006,0
"2948","TZA",2007,0
"2949","TZA",2008,0
"2950","TZA",2009,0
"2951","TZA",2010,0
"2952","TZA",2011,0
"2953","TGO",1994,0
"2954","TGO",1995,0
"2955","TGO",1996,0
"2956","TGO",1997,0
"2957","TGO",1998,0
"2958","TGO",1999,0
"2959","TGO",2000,0
"2960","TGO",2001,0
"2961","TGO",2002,0
"2962","TGO",2003,0
"2963","TGO",2004,0
"2964","TGO",2005,0
"2965","TGO",2006,0
"2966","TGO",2007,0
"2967","TGO",2008,0
"2968","TGO",2009,0
"2969","TGO",2010,0
"2970","TGO",2011,0
"2971","TGO",2012,0
"2972","TGO",2013,0
"2973","TTO",1990,0
"2974","TTO",1991,0
"2975","TTO",1992,0
"2976","TTO",1993,0
"2977","TTO",1994,0
"2978","TTO",1995,0
"2979","TTO",1996,0
"2980","TTO",1997,0
"2981","TTO",1998,0
"2982","TTO",1999,0
"2983","TTO",2000,0
"2984","TTO",2001,0
"2985","TTO",2002,0
"2986","TTO",2003,0
"2987","TTO",2004,0
"2988","TTO",2005,0
"2989","TTO",2006,0
"2990","TTO",2007,0
"2991","TTO",2008,0
"2992","TTO",2009,0
"2993","TTO",2010,0
"2994","TTO",2011,0
"2995","TTO",2012,0
"2996","TTO",2013,0
"2997","TTO",2014,0
"2998","TTO",2015,0
"2999","TTO",2016,0
"3000","TTO",2017,0
"3001","TTO",2018,0
"3002","TTO",2019,0
"3003","TTO",2020,0
"3004","TTO",2021,0
"3005","TUN",1990,0
"3006","TUN",1991,0
"3007","TUN",1992,0
"3008","TUN",1993,0
"3009","TUN",1994,0
"3010","TUN",1995,0
"3011","TUN",1996,0
"3012","TUN",1997,0
"3013","TUN",1998,0
"3014","TUN",1999,0
"3015","TUN",2000,0
"3016","TUN",2001,0
"3017","TUN",2002,0
"3018","UGA",2006,0
"3019","UGA",2007,0
"3020","UGA",2008,0
"3021","UGA",2009,0
"3022","UGA",2010,0
"3023","UGA",2011,0
"3024","ARE",2006,0
"3025","ARE",2007,0
"3026","ARE",2008,0
"3027","ARE",2009,0
"3028","ARE",2010,0
"3029","ARE",2011,0
"3030","VNM",2003,0
"3031","VNM",2004,0
"3032","VNM",2005,0
"3033","VNM",2006,0
"3034","VNM",2007,0
"3035","VNM",2008,0
"3036","VNM",2009,0
"3037","VNM",2010,0
"3038","VNM",2011,0
"3039","VNM",2012,0
"3040","VNM",2013,0
"3041","VNM",2014,0
"3042","VNM",2015,0
"3043","VNM",2016,0
"3044","VNM",2017,0
"3045","VNM",2018,0
"3046","VNM",2019,0
"3047","ZMB",2006,0
"3048","ZMB",2007,0
"3049","ZMB",2008,0
"3050","ZMB",2009,0
"3051","ZMB",2010,0
"3052","ZMB",2011,0
