"","Country","Year","v2peedueq","v2x_corr","v2x_libdem"
"7728","VEN",1943,-1.713,0.302,0.12
"7729","VEN",1944,-1.713,0.302,0.121
"7730","VEN",1945,-1.316,0.295,0.132
"7731","VEN",1946,-1.316,0.26,0.158
"7732","VEN",1947,-1.316,0.26,0.201
"7733","VEN",1948,-1.316,0.375,0.223
"7734","VEN",1949,-1.316,0.413,0.069
"7735","VEN",1950,-0.724,0.42,0.052
"7736","VEN",1951,-0.724,0.42,0.049
"7737","VEN",1952,-0.724,0.443,0.048
"7738","VEN",1953,-0.724,0.475,0.046
"7739","VEN",1954,-0.724,0.475,0.046
"7740","VEN",1955,-0.724,0.475,0.046
"7741","VEN",1956,-0.724,0.475,0.046
"7742","VEN",1957,-0.724,0.468,0.047
"7743","VEN",1958,-0.053,0.536,0.173
"7744","VEN",1959,-0.053,0.546,0.481
"7745","VEN",1960,0.105,0.535,0.516
"7746","VEN",1961,0.105,0.535,0.536
"7747","VEN",1962,0.105,0.535,0.527
"7748","VEN",1963,0.105,0.535,0.526
"7749","VEN",1964,0.143,0.541,0.519
"7750","VEN",1965,0.143,0.541,0.524
"7751","VEN",1966,0.143,0.541,0.524
"7752","VEN",1967,0.143,0.541,0.524
"7753","VEN",1968,0.143,0.541,0.53
"7754","VEN",1969,0.306,0.541,0.548
"7755","VEN",1970,0.306,0.558,0.558
"7756","VEN",1971,0.306,0.558,0.566
"7757","VEN",1972,0.306,0.566,0.572
"7758","VEN",1973,0.306,0.658,0.574
"7759","VEN",1974,0.306,0.669,0.599
"7760","VEN",1975,0.306,0.671,0.597
"7761","VEN",1976,0.306,0.671,0.599
"7762","VEN",1977,0.306,0.676,0.599
"7763","VEN",1978,0.306,0.676,0.595
"7764","VEN",1979,0.306,0.705,0.599
"7765","VEN",1980,-0.176,0.708,0.6
"7766","VEN",1981,-0.176,0.708,0.596
"7767","VEN",1982,-0.176,0.708,0.596
"7768","VEN",1983,-0.176,0.708,0.596
"7769","VEN",1984,-0.176,0.718,0.591
"7770","VEN",1985,-0.176,0.718,0.588
"7771","VEN",1986,-0.176,0.718,0.588
"7772","VEN",1987,-0.176,0.718,0.588
"7773","VEN",1988,-0.176,0.718,0.591
"7774","VEN",1989,-0.176,0.718,0.593
"7775","VEN",1990,-0.136,0.703,0.606
"7776","VEN",1991,-0.136,0.703,0.626
"7777","VEN",1992,-0.136,0.709,0.623
"7778","VEN",1993,-0.136,0.702,0.623
"7779","VEN",1994,-0.136,0.702,0.607
"7780","VEN",1995,-0.136,0.693,0.611
"7781","VEN",1996,-0.136,0.693,0.611
"7782","VEN",1997,-0.136,0.699,0.609
"7783","VEN",1998,-0.136,0.699,0.587
"7784","VEN",1999,-0.529,0.735,0.452
"7785","VEN",2000,-0.529,0.894,0.312
"7786","VEN",2001,-0.529,0.894,0.287
"7787","VEN",2002,-0.698,0.901,0.255
"7788","VEN",2003,-0.698,0.901,0.247
"7789","VEN",2004,-0.698,0.908,0.22
"7790","VEN",2005,-0.698,0.929,0.183
"7791","VEN",2006,-0.886,0.929,0.171
"7792","VEN",2007,-0.886,0.942,0.167
"7793","VEN",2008,-0.886,0.942,0.163
"7794","VEN",2009,-0.886,0.946,0.163
"7795","VEN",2010,-0.874,0.953,0.158
"7796","VEN",2011,-0.874,0.957,0.154
"7797","VEN",2012,-0.874,0.957,0.15
"7798","VEN",2013,-0.566,0.967,0.113
"7799","VEN",2014,-0.623,0.965,0.103
"7800","VEN",2015,-0.623,0.9,0.111
"7801","VEN",2016,-0.623,0.851,0.124
"7802","VEN",2017,-1.247,0.854,0.091
"7803","VEN",2018,-1.534,0.908,0.071
"7804","VEN",2019,-1.873,0.951,0.069
"7805","VEN",2020,-2.227,0.952,0.066
"7806","VEN",2021,-1.971,0.969,0.064
"7807","VEN",2022,-2.207,0.971,0.064
"7808","BEN",1900,-2.605,0.511,0.042
"7809","BEN",1901,-2.605,0.511,0.042
"7810","BEN",1902,-2.605,0.511,0.042
"7811","BEN",1903,-2.605,0.511,0.042
"7812","BEN",1904,-2.605,0.511,0.042
"7813","BEN",1905,-2.605,0.511,0.042
"7814","BEN",1906,-2.605,0.511,0.042
"7815","BEN",1907,-2.605,0.511,0.042
"7816","BEN",1908,-2.605,0.511,0.042
"7817","BEN",1909,-2.605,0.511,0.042
"7818","BEN",1910,-2.605,0.511,0.042
"7819","BEN",1911,-2.605,0.511,0.042
"7820","BEN",1912,-2.605,0.511,0.042
"7821","BEN",1913,-2.605,0.511,0.042
"7822","BEN",1914,-2.605,0.511,0.042
"7823","BEN",1915,-2.605,0.511,0.042
"7824","BEN",1916,-2.605,0.511,0.042
"7825","BEN",1917,-2.605,0.511,0.042
"7826","BEN",1918,-2.605,0.511,0.042
"7827","BEN",1919,-2.605,0.511,0.042
"7828","BEN",1920,-2.605,0.511,0.042
"7829","BEN",1921,-2.605,0.511,0.042
"7830","BEN",1922,-2.605,0.511,0.042
"7831","BEN",1923,-2.605,0.511,0.042
"7832","BEN",1924,-2.605,0.511,0.042
"7833","BEN",1925,-2.605,0.511,0.043
"7834","BEN",1926,-2.605,0.511,0.043
"7835","BEN",1927,-2.605,0.511,0.043
"7836","BEN",1928,-2.605,0.511,0.043
"7837","BEN",1929,-2.605,0.511,0.043
"7838","BEN",1930,-2.605,0.511,0.043
"7839","BEN",1931,-2.605,0.511,0.043
"7840","BEN",1932,-2.605,0.511,0.043
"7841","BEN",1933,-2.605,0.511,0.043
"7842","BEN",1934,-2.605,0.511,0.043
"7843","BEN",1935,-2.605,0.511,0.043
"7844","BEN",1936,-2.605,0.511,0.043
"7845","BEN",1937,-2.605,0.511,0.043
"7846","BEN",1938,-2.605,0.511,0.043
"7847","BEN",1939,-2.605,0.511,0.043
"7848","BEN",1940,-2.605,0.511,0.043
"7849","BEN",1941,-2.605,0.511,0.043
"7850","BEN",1942,-2.605,0.511,0.043
"7851","BEN",1943,-2.605,0.511,0.043
"7852","BEN",1944,-2.605,0.511,0.043
"7853","BEN",1945,-2.605,0.511,0.043
"7854","BEN",1946,-2.605,0.511,0.044
"7855","BEN",1947,-2.605,0.511,0.044
"7856","BEN",1948,-2.605,0.511,0.045
"7857","BEN",1949,-2.605,0.511,0.045
"7858","BEN",1950,-2.605,0.511,0.045
"7859","BEN",1951,-2.605,0.511,0.045
"7860","BEN",1952,-2.605,0.511,0.079
"7861","BEN",1953,-2.605,0.49,0.074
"7862","BEN",1954,-2.605,0.49,0.074
"7863","BEN",1955,-2.605,0.49,0.074
"7864","BEN",1956,-2.605,0.49,0.083
"7865","BEN",1957,-2.605,0.49,0.086
"7866","BEN",1958,-2.605,0.49,0.087
"7867","BEN",1959,-2.605,0.49,0.091
"7868","BEN",1960,-1.181,0.56,0.201
"7869","BEN",1961,-1.361,0.56,0.23
"7870","BEN",1962,-1.361,0.56,0.23
"7871","BEN",1963,-1.361,0.56,0.23
"7872","BEN",1964,-1.361,0.56,0.218
"7873","BEN",1965,-1.361,0.685,0.226
"7874","BEN",1966,-1.361,0.685,0.11
"7875","BEN",1967,-1.361,0.685,0.11
"7876","BEN",1968,-1.361,0.685,0.123
"7877","BEN",1969,-1.361,0.685,0.133
"7878","BEN",1970,-1.188,0.685,0.113
"7879","BEN",1971,-1.188,0.685,0.11
"7880","BEN",1972,-1.188,0.709,0.09
"7881","BEN",1973,-1.145,0.552,0.089
"7882","BEN",1974,-1.145,0.552,0.087
"7883","BEN",1975,-1.145,0.552,0.087
"7884","BEN",1976,-1.145,0.552,0.087
"7885","BEN",1977,-1.145,0.552,0.087
"7886","BEN",1978,-1.145,0.552,0.087
"7887","BEN",1979,-1.145,0.552,0.087
"7888","BEN",1980,-1.145,0.449,0.09
"7889","BEN",1981,-1.145,0.449,0.09
"7890","BEN",1982,-1.145,0.449,0.091
"7891","BEN",1983,-1.145,0.449,0.091
"7892","BEN",1984,-1.145,0.449,0.09
"7893","BEN",1985,-1.145,0.449,0.089
"7894","BEN",1986,-1.145,0.449,0.089
"7895","BEN",1987,-1.145,0.46,0.09
"7896","BEN",1988,-1.145,0.46,0.09
"7897","BEN",1989,-1.145,0.46,0.09
"7898","BEN",1990,-0.147,0.574,0.165
"7899","BEN",1991,-0.147,0.548,0.377
"7900","BEN",1992,-0.147,0.595,0.514
"7901","BEN",1993,-0.147,0.595,0.514
"7902","BEN",1994,-0.147,0.595,0.514
"7903","BEN",1995,-0.147,0.595,0.528
"7904","BEN",1996,-0.147,0.611,0.528
"7905","BEN",1997,-0.147,0.651,0.524
"7906","BEN",1998,-0.147,0.651,0.524
"7907","BEN",1999,-0.147,0.651,0.516
"7908","BEN",2000,-0.147,0.651,0.514
"7909","BEN",2001,-0.147,0.651,0.514
"7910","BEN",2002,-0.357,0.651,0.515
"7911","BEN",2003,-0.357,0.651,0.51
"7912","BEN",2004,-0.357,0.651,0.509
"7913","BEN",2005,1.275,0.609,0.531
"7914","BEN",2006,1.309,0.614,0.555
"7915","BEN",2007,1.309,0.614,0.548
"7916","BEN",2008,1.309,0.611,0.539
"7917","BEN",2009,1.309,0.611,0.542
"7918","BEN",2010,1.309,0.611,0.54
"7919","BEN",2011,1.309,0.611,0.508
"7920","BEN",2012,1.309,0.611,0.504
"7921","BEN",2013,1.384,0.517,0.498
"7922","BEN",2014,1.384,0.517,0.503
"7923","BEN",2015,1.221,0.534,0.549
"7924","BEN",2016,1.327,0.382,0.598
"7925","BEN",2017,1.575,0.331,0.612
"7926","BEN",2018,1.336,0.408,0.489
"7927","BEN",2019,1.652,0.414,0.348
"7928","BEN",2020,1.652,0.222,0.293
"7929","BEN",2021,1.652,0.222,0.289
"7930","BEN",2022,1.547,0.229,0.305
"7931","BTN",1900,0.742,0.387,0.057
"7932","BTN",1901,0.742,0.387,0.057
"7933","BTN",1902,0.742,0.387,0.057
"7934","BTN",1903,0.742,0.387,0.057
"7935","BTN",1904,0.742,0.387,0.057
"7936","BTN",1905,0.742,0.387,0.057
"7937","BTN",1906,0.742,0.387,0.057
"7938","BTN",1907,0.742,0.255,0.071
"7939","BTN",1908,0.742,0.255,0.074
"7940","BTN",1909,0.742,0.255,0.074
"7941","BTN",1910,0.742,0.255,0.074
"7942","BTN",1911,0.742,0.255,0.074
"7943","BTN",1912,0.742,0.255,0.074
"7944","BTN",1913,0.742,0.255,0.074
"7945","BTN",1914,0.742,0.255,0.074
"7946","BTN",1915,0.742,0.255,0.074
"7947","BTN",1916,0.742,0.255,0.074
"7948","BTN",1917,0.742,0.255,0.074
"7949","BTN",1918,0.742,0.255,0.074
"7950","BTN",1919,0.742,0.255,0.074
"7951","BTN",1920,0.742,0.255,0.074
"7952","BTN",1921,0.742,0.255,0.074
"7953","BTN",1922,0.742,0.255,0.074
"7954","BTN",1923,0.742,0.255,0.074
"7955","BTN",1924,0.742,0.255,0.074
"7956","BTN",1925,0.742,0.255,0.074
"7957","BTN",1926,0.742,0.247,0.074
"7958","BTN",1927,0.742,0.247,0.076
"7959","BTN",1928,0.742,0.247,0.076
"7960","BTN",1929,0.742,0.247,0.076
"7961","BTN",1930,0.742,0.247,0.076
"7962","BTN",1931,0.742,0.247,0.076
"7963","BTN",1932,0.742,0.247,0.077
"7964","BTN",1933,0.742,0.247,0.077
"7965","BTN",1934,0.742,0.247,0.077
"7966","BTN",1935,0.742,0.247,0.077
"7967","BTN",1936,0.742,0.247,0.077
"7968","BTN",1937,0.742,0.247,0.077
"7969","BTN",1938,0.742,0.247,0.077
"7970","BTN",1939,0.742,0.247,0.077
"7971","BTN",1940,0.742,0.247,0.077
"7972","BTN",1941,0.742,0.247,0.077
"7973","BTN",1942,0.742,0.247,0.077
"7974","BTN",1943,0.742,0.247,0.078
"7975","BTN",1944,0.742,0.247,0.077
"7976","BTN",1945,0.742,0.247,0.078
"7977","BTN",1946,0.742,0.247,0.078
"7978","BTN",1947,0.742,0.247,0.078
"7979","BTN",1948,0.742,0.247,0.078
"7980","BTN",1949,0.742,0.247,0.078
"7981","BTN",1950,0.742,0.247,0.079
"7982","BTN",1951,0.742,0.247,0.079
"7983","BTN",1952,0.742,0.215,0.084
"7984","BTN",1953,0.742,0.207,0.102
"7985","BTN",1954,0.742,0.207,0.104
"7986","BTN",1955,0.865,0.207,0.105
"7987","BTN",1956,0.865,0.207,0.106
"7988","BTN",1957,0.865,0.207,0.112
"7989","BTN",1958,0.865,0.207,0.118
"7990","BTN",1959,0.865,0.179,0.116
"7991","BTN",1960,0.957,0.179,0.118
"7992","BTN",1961,0.957,0.179,0.118
"7993","BTN",1962,0.957,0.179,0.118
"7994","BTN",1963,0.957,0.179,0.118
"7995","BTN",1964,0.957,0.179,0.118
"7996","BTN",1965,0.957,0.179,0.119
"7997","BTN",1966,0.957,0.179,0.119
"7998","BTN",1967,0.957,0.179,0.12
"7999","BTN",1968,0.957,0.179,0.123
"8000","BTN",1969,0.957,0.179,0.123
"8001","BTN",1970,1.067,0.179,0.123
"8002","BTN",1971,1.191,0.179,0.124
"8003","BTN",1972,1.191,0.177,0.125
"8004","BTN",1973,1.191,0.177,0.125
"8005","BTN",1974,1.191,0.177,0.125
"8006","BTN",1975,1.191,0.177,0.125
"8007","BTN",1976,1.191,0.177,0.125
"8008","BTN",1977,1.191,0.177,0.125
"8009","BTN",1978,1.191,0.177,0.125
"8010","BTN",1979,1.191,0.177,0.126
"8011","BTN",1980,1.191,0.177,0.127
"8012","BTN",1981,1.191,0.177,0.127
"8013","BTN",1982,1.191,0.177,0.127
"8014","BTN",1983,1.191,0.177,0.127
"8015","BTN",1984,1.191,0.177,0.126
"8016","BTN",1985,1.191,0.177,0.124
"8017","BTN",1986,1.191,0.177,0.125
"8018","BTN",1987,1.191,0.177,0.125
"8019","BTN",1988,1.191,0.177,0.125
"8020","BTN",1989,1.191,0.177,0.127
"8021","BTN",1990,1.411,0.177,0.127
"8022","BTN",1991,1.411,0.177,0.127
"8023","BTN",1992,1.411,0.167,0.129
"8024","BTN",1993,1.411,0.167,0.131
"8025","BTN",1994,1.411,0.167,0.131
"8026","BTN",1995,1.411,0.167,0.131
"8027","BTN",1996,1.777,0.167,0.131
"8028","BTN",1997,2.028,0.167,0.131
"8029","BTN",1998,2.028,0.176,0.145
"8030","BTN",1999,2.028,0.181,0.151
"8031","BTN",2000,1.776,0.181,0.155
"8032","BTN",2001,1.776,0.181,0.157
"8033","BTN",2002,1.776,0.153,0.163
"8034","BTN",2003,1.776,0.146,0.164
"8035","BTN",2004,1.776,0.141,0.162
"8036","BTN",2005,2.198,0.141,0.161
"8037","BTN",2006,2.198,0.135,0.165
"8038","BTN",2007,2.198,0.135,0.172
"8039","BTN",2008,2.198,0.098,0.436
"8040","BTN",2009,2.198,0.097,0.502
"8041","BTN",2010,2.198,0.097,0.502
"8042","BTN",2011,2.198,0.097,0.503
"8043","BTN",2012,2.198,0.097,0.507
"8044","BTN",2013,2.198,0.101,0.482
"8045","BTN",2014,2.198,0.101,0.479
"8046","BTN",2015,2.198,0.101,0.48
"8047","BTN",2016,2.198,0.11,0.474
"8048","BTN",2017,2.198,0.11,0.478
"8049","BTN",2018,2.198,0.11,0.49
"8050","BTN",2019,2.714,0.11,0.513
"8051","BTN",2020,2.714,0.112,0.51
"8052","BTN",2021,3.063,0.122,0.476
"8053","BTN",2022,2.145,0.118,0.434
"8054","BFA",1919,0.461,0.273,0.091
"8055","BFA",1920,0.461,0.273,0.091
"8056","BFA",1921,0.461,0.273,0.091
"8057","BFA",1922,0.461,0.273,0.091
"8058","BFA",1923,0.461,0.273,0.091
"8059","BFA",1924,0.461,0.273,0.091
"8060","BFA",1925,0.461,0.273,0.091
"8061","BFA",1926,0.461,0.273,0.091
"8062","BFA",1927,0.461,0.273,0.091
"8063","BFA",1928,0.461,0.273,0.091
"8064","BFA",1929,0.461,0.273,0.09
"8065","BFA",1930,0.461,0.273,0.091
"8066","BFA",1931,0.461,0.273,0.091
"8067","BFA",1947,-0.797,0.364,0.108
"8068","BFA",1948,-0.797,0.364,0.107
"8069","BFA",1949,-0.797,0.278,0.129
"8070","BFA",1950,-0.797,0.278,0.132
"8071","BFA",1951,-0.797,0.278,0.132
"8072","BFA",1952,-0.797,0.278,0.134
"8073","BFA",1953,-0.797,0.278,0.134
"8074","BFA",1954,-0.797,0.278,0.134
"8075","BFA",1955,-0.797,0.278,0.135
"8076","BFA",1956,-0.797,0.278,0.135
"8077","BFA",1957,-0.797,0.278,0.148
"8078","BFA",1958,-0.797,0.278,0.152
"8079","BFA",1959,-0.797,0.278,0.161
"8080","BFA",1960,-0.797,0.386,0.195
"8081","BFA",1961,-0.797,0.386,0.224
"8082","BFA",1962,-0.797,0.386,0.225
"8083","BFA",1963,-0.797,0.386,0.225
"8084","BFA",1964,-0.797,0.386,0.225
"8085","BFA",1965,-0.797,0.386,0.217
"8086","BFA",1966,-0.797,0.507,0.13
"8087","BFA",1967,-0.797,0.518,0.122
"8088","BFA",1968,-0.797,0.518,0.122
"8089","BFA",1969,-0.797,0.518,0.122
"8090","BFA",1970,-0.797,0.489,0.13
"8091","BFA",1971,-0.797,0.489,0.129
"8092","BFA",1972,-0.797,0.377,0.156
"8093","BFA",1973,-0.797,0.377,0.156
"8094","BFA",1974,-0.797,0.489,0.129
"8095","BFA",1975,-0.797,0.489,0.119
"8096","BFA",1976,-0.797,0.489,0.119
"8097","BFA",1977,-0.797,0.489,0.119
"8098","BFA",1978,-0.797,0.476,0.152
"8099","BFA",1979,-0.797,0.363,0.175
"8100","BFA",1980,-0.797,0.451,0.183
"8101","BFA",1981,-0.797,0.451,0.109
"8102","BFA",1982,-0.797,0.451,0.108
"8103","BFA",1983,-0.797,0.147,0.117
"8104","BFA",1984,-0.797,0.147,0.116
"8105","BFA",1985,-0.797,0.147,0.115
"8106","BFA",1986,-0.797,0.147,0.116
"8107","BFA",1987,-0.797,0.147,0.116
"8108","BFA",1988,-0.797,0.587,0.105
"8109","BFA",1989,-0.797,0.587,0.105
"8110","BFA",1990,-0.964,0.639,0.105
"8111","BFA",1991,-0.964,0.639,0.116
"8112","BFA",1992,-0.964,0.559,0.181
"8113","BFA",1993,-0.964,0.475,0.26
"8114","BFA",1994,-0.964,0.475,0.26
"8115","BFA",1995,-0.964,0.475,0.26
"8116","BFA",1996,-0.964,0.475,0.263
"8117","BFA",1997,-0.964,0.475,0.263
"8118","BFA",1998,-0.964,0.475,0.268
"8119","BFA",1999,-0.964,0.475,0.308
"8120","BFA",2000,-0.964,0.444,0.328
"8121","BFA",2001,-0.964,0.444,0.338
"8122","BFA",2002,-0.964,0.444,0.335
"8123","BFA",2003,-0.964,0.432,0.334
"8124","BFA",2004,-0.964,0.432,0.334
"8125","BFA",2005,-0.964,0.432,0.336
"8126","BFA",2006,-0.964,0.432,0.347
"8127","BFA",2007,-0.964,0.432,0.345
"8128","BFA",2008,-0.964,0.432,0.343
"8129","BFA",2009,-0.964,0.432,0.346
"8130","BFA",2010,-0.964,0.425,0.364
"8131","BFA",2011,-0.964,0.428,0.367
"8132","BFA",2012,-0.964,0.431,0.369
"8133","BFA",2013,-1.02,0.364,0.419
"8134","BFA",2014,-1.02,0.357,0.424
"8135","BFA",2015,-1.02,0.318,0.31
"8136","BFA",2016,-0.807,0.332,0.505
"8137","BFA",2017,-1.111,0.385,0.506
"8138","BFA",2018,-0.674,0.388,0.472
"8139","BFA",2019,-0.612,0.447,0.463
"8140","BFA",2020,-0.612,0.447,0.468
"8141","BFA",2021,-0.762,0.447,0.428
"8142","BFA",2022,-0.973,0.444,0.219
"8143","KHM",1900,-2.98,0.604,0.041
"8144","KHM",1901,-2.98,0.604,0.041
"8145","KHM",1902,-2.98,0.604,0.041
"8146","KHM",1903,-2.98,0.604,0.041
"8147","KHM",1904,-2.98,0.604,0.041
"8148","KHM",1905,-2.98,0.604,0.041
"8149","KHM",1906,-2.98,0.604,0.041
"8150","KHM",1907,-2.98,0.604,0.041
"8151","KHM",1908,-2.98,0.604,0.041
"8152","KHM",1909,-2.98,0.604,0.041
"8153","KHM",1910,-2.98,0.604,0.041
"8154","KHM",1911,-2.98,0.604,0.041
"8155","KHM",1912,-2.98,0.604,0.041
"8156","KHM",1913,-2.98,0.604,0.041
"8157","KHM",1914,-2.98,0.604,0.041
"8158","KHM",1915,-2.98,0.604,0.041
"8159","KHM",1916,-2.98,0.604,0.041
"8160","KHM",1917,-2.98,0.604,0.041
"8161","KHM",1918,-2.98,0.604,0.041
"8162","KHM",1919,-2.98,0.604,0.041
"8163","KHM",1920,-2.98,0.604,0.041
"8164","KHM",1921,-2.98,0.604,0.041
"8165","KHM",1922,-2.98,0.604,0.041
"8166","KHM",1923,-2.98,0.604,0.041
"8167","KHM",1924,-2.98,0.604,0.041
"8168","KHM",1925,-2.98,0.604,0.041
"8169","KHM",1926,-2.98,0.604,0.041
"8170","KHM",1927,-2.98,0.604,0.041
"8171","KHM",1928,-2.98,0.604,0.041
"8172","KHM",1929,-2.98,0.604,0.041
"8173","KHM",1930,-2.98,0.604,0.041
"8174","KHM",1931,-2.98,0.604,0.041
"8175","KHM",1932,-2.98,0.604,0.041
"8176","KHM",1933,-2.98,0.604,0.041
"8177","KHM",1934,-2.98,0.604,0.041
"8178","KHM",1935,-2.98,0.604,0.041
"8179","KHM",1936,-2.98,0.604,0.041
"8180","KHM",1937,-2.98,0.604,0.041
"8181","KHM",1938,-2.98,0.604,0.041
"8182","KHM",1939,-2.98,0.604,0.041
"8183","KHM",1940,-2.98,0.604,0.041
"8184","KHM",1941,-2.98,0.604,0.041
"8185","KHM",1942,-2.98,0.604,0.041
"8186","KHM",1943,-2.98,0.604,0.041
"8187","KHM",1944,-2.98,0.604,0.041
"8188","KHM",1945,-2.98,0.604,0.041
"8189","KHM",1946,-2.98,0.596,0.043
"8190","KHM",1947,-2.98,0.596,0.049
"8191","KHM",1948,-2.98,0.628,0.092
"8192","KHM",1949,-2.98,0.628,0.068
"8193","KHM",1950,-2.98,0.612,0.043
"8194","KHM",1951,-2.98,0.619,0.055
"8195","KHM",1952,-2.98,0.638,0.06
"8196","KHM",1953,-2.98,0.604,0.043
"8197","KHM",1954,-0.884,0.346,0.071
"8198","KHM",1955,-0.884,0.346,0.096
"8199","KHM",1956,-0.884,0.397,0.152
"8200","KHM",1957,-0.884,0.397,0.152
"8201","KHM",1958,-0.884,0.397,0.152
"8202","KHM",1959,-0.884,0.397,0.152
"8203","KHM",1960,-0.665,0.419,0.154
"8204","KHM",1961,-0.665,0.419,0.154
"8205","KHM",1962,-0.665,0.419,0.152
"8206","KHM",1963,-0.665,0.419,0.151
"8207","KHM",1964,-0.665,0.419,0.151
"8208","KHM",1965,-0.665,0.419,0.152
"8209","KHM",1966,-0.665,0.419,0.152
"8210","KHM",1967,-0.665,0.419,0.152
"8211","KHM",1968,-0.665,0.419,0.152
"8212","KHM",1969,-0.665,0.419,0.152
"8213","KHM",1970,-1.335,0.645,0.083
"8214","KHM",1971,-1.335,0.547,0.066
"8215","KHM",1972,-1.335,0.547,0.074
"8216","KHM",1973,-1.335,0.607,0.086
"8217","KHM",1974,-1.335,0.607,0.086
"8218","KHM",1975,-2,0.136,0.006
"8219","KHM",1976,-2.993,0.136,0.014
"8220","KHM",1977,-2.993,0.136,0.017
"8221","KHM",1978,-2.993,0.136,0.017
"8222","KHM",1979,-2.138,0.166,0.015
"8223","KHM",1980,-1.468,0.391,0.021
"8224","KHM",1981,-1.468,0.391,0.025
"8225","KHM",1982,-1.468,0.583,0.02
"8226","KHM",1983,-1.468,0.583,0.021
"8227","KHM",1984,-1.468,0.583,0.021
"8228","KHM",1985,-1.468,0.583,0.021
"8229","KHM",1986,-1.468,0.583,0.021
"8230","KHM",1987,-1.468,0.583,0.021
"8231","KHM",1988,-1.468,0.583,0.021
"8232","KHM",1989,-1.468,0.591,0.021
"8233","KHM",1990,-1.468,0.631,0.027
"8234","KHM",1991,-1.468,0.631,0.028
"8235","KHM",1992,-1.468,0.6,0.041
"8236","KHM",1993,-0.919,0.88,0.105
"8237","KHM",1994,-0.805,0.9,0.139
"8238","KHM",1995,-0.805,0.9,0.139
"8239","KHM",1996,-0.805,0.9,0.139
"8240","KHM",1997,-0.805,0.9,0.137
"8241","KHM",1998,-0.805,0.9,0.13
"8242","KHM",1999,-0.805,0.9,0.124
"8243","KHM",2000,-1.325,0.9,0.123
"8244","KHM",2001,-1.325,0.9,0.124
"8245","KHM",2002,-1.325,0.9,0.124
"8246","KHM",2003,-1.325,0.9,0.123
"8247","KHM",2004,-1.325,0.9,0.122
"8248","KHM",2005,-1.325,0.9,0.119
"8249","KHM",2006,-1.325,0.9,0.119
"8250","KHM",2007,-1.325,0.9,0.118
"8251","KHM",2008,-1.325,0.9,0.118
"8252","KHM",2009,-1.216,0.9,0.116
"8253","KHM",2010,-1.216,0.9,0.115
"8254","KHM",2011,-1.216,0.9,0.115
"8255","KHM",2012,-1.216,0.9,0.116
"8256","KHM",2013,-1.492,0.894,0.113
"8257","KHM",2014,-1.492,0.863,0.11
"8258","KHM",2015,-1.492,0.863,0.112
"8259","KHM",2016,-1.492,0.863,0.101
"8260","KHM",2017,-1.351,0.882,0.078
"8261","KHM",2018,-1.351,0.898,0.073
"8262","KHM",2019,-1.351,0.899,0.065
"8263","KHM",2020,-1.351,0.899,0.064
"8264","KHM",2021,-1.351,0.897,0.065
"8265","KHM",2022,-1.351,0.897,0.063
"8266","IDN",1800,NA,0.778,0.007
"8267","IDN",1801,NA,0.778,0.007
"8268","IDN",1802,NA,0.778,0.007
"8269","IDN",1803,NA,0.778,0.007
"8270","IDN",1804,NA,0.778,0.007
"8271","IDN",1805,NA,0.778,0.007
"8272","IDN",1806,NA,0.778,0.007
"8273","IDN",1807,NA,0.778,0.007
"8274","IDN",1808,NA,0.778,0.007
"8275","IDN",1809,NA,0.778,0.007
"8276","IDN",1810,NA,0.778,0.007
"8277","IDN",1811,NA,0.778,0.009
"8278","IDN",1812,NA,0.778,0.009
"8279","IDN",1813,NA,0.778,0.009
"8280","IDN",1814,NA,0.778,0.009
"8281","IDN",1815,NA,0.778,0.009
"8282","IDN",1816,NA,0.778,0.01
"8283","IDN",1817,NA,0.778,0.01
"8284","IDN",1818,NA,0.778,0.01
"8285","IDN",1819,NA,0.778,0.007
"8286","IDN",1820,NA,0.778,0.007
"8287","IDN",1821,NA,0.778,0.007
"8288","IDN",1822,NA,0.778,0.007
"8289","IDN",1823,NA,0.778,0.007
"8290","IDN",1824,NA,0.778,0.007
"8291","IDN",1825,NA,0.778,0.007
"8292","IDN",1826,NA,0.778,0.007
"8293","IDN",1827,NA,0.778,0.007
"8294","IDN",1828,NA,0.778,0.007
"8295","IDN",1829,NA,0.778,0.007
"8296","IDN",1830,NA,0.778,0.007
"8297","IDN",1831,NA,0.778,0.007
"8298","IDN",1832,NA,0.778,0.007
"8299","IDN",1833,NA,0.778,0.007
"8300","IDN",1834,NA,0.778,0.007
"8301","IDN",1835,NA,0.778,0.007
"8302","IDN",1836,NA,0.778,0.007
"8303","IDN",1837,NA,0.778,0.007
"8304","IDN",1838,NA,0.778,0.007
"8305","IDN",1839,NA,0.778,0.007
"8306","IDN",1840,NA,0.778,0.007
"8307","IDN",1841,NA,0.778,0.007
"8308","IDN",1842,NA,0.778,0.007
"8309","IDN",1843,NA,0.778,0.007
"8310","IDN",1844,NA,0.778,0.007
"8311","IDN",1845,NA,0.778,0.007
"8312","IDN",1846,NA,0.778,0.007
"8313","IDN",1847,NA,0.778,0.007
"8314","IDN",1848,NA,0.778,0.007
"8315","IDN",1849,NA,0.778,0.007
"8316","IDN",1850,NA,0.778,0.008
"8317","IDN",1851,NA,0.778,0.017
"8318","IDN",1852,NA,0.778,0.018
"8319","IDN",1853,NA,0.778,0.018
"8320","IDN",1854,NA,0.778,0.019
"8321","IDN",1855,NA,0.778,0.019
