"","Country","Year","v2peedueq","v2x_corr","v2x_libdem"
"1","MEX",1789,NA,0.68,0.042
"2","MEX",1790,NA,0.68,0.042
"3","MEX",1791,NA,0.68,0.042
"4","MEX",1792,NA,0.68,0.042
"5","MEX",1793,NA,0.68,0.042
"6","MEX",1794,NA,0.68,0.042
"7","MEX",1795,NA,0.68,0.042
"8","MEX",1796,NA,0.68,0.042
"9","MEX",1797,NA,0.68,0.042
"10","MEX",1798,NA,0.68,0.042
"11","MEX",1799,NA,0.68,0.042
"12","MEX",1800,NA,0.68,0.042
"13","MEX",1801,NA,0.68,0.042
"14","MEX",1802,NA,0.68,0.042
"15","MEX",1803,NA,0.68,0.042
"16","MEX",1804,NA,0.68,0.042
"17","MEX",1805,NA,0.68,0.042
"18","MEX",1806,NA,0.68,0.042
"19","MEX",1807,NA,0.68,0.042
"20","MEX",1808,NA,0.68,0.042
"21","MEX",1809,NA,0.68,0.046
"22","MEX",1810,NA,0.68,0.044
"23","MEX",1811,NA,0.68,0.044
"24","MEX",1812,NA,0.68,0.049
"25","MEX",1813,NA,0.68,0.049
"26","MEX",1814,NA,0.68,0.049
"27","MEX",1815,NA,0.68,0.049
"28","MEX",1816,NA,0.68,0.047
"29","MEX",1817,NA,0.68,0.047
"30","MEX",1818,NA,0.68,0.047
"31","MEX",1819,NA,0.68,0.047
"32","MEX",1820,NA,0.68,0.03
"33","MEX",1821,NA,0.689,0.037
"34","MEX",1822,NA,0.522,0.107
"35","MEX",1823,NA,0.522,0.121
"36","MEX",1824,NA,0.61,0.132
"37","MEX",1825,NA,0.61,0.138
"38","MEX",1826,NA,0.61,0.138
"39","MEX",1827,NA,0.61,0.138
"40","MEX",1828,NA,0.61,0.138
"41","MEX",1829,NA,0.61,0.138
"42","MEX",1830,NA,0.61,0.132
"43","MEX",1831,NA,0.61,0.124
"44","MEX",1832,NA,0.61,0.127
"45","MEX",1833,NA,0.61,0.132
"46","MEX",1834,NA,0.61,0.132
"47","MEX",1835,NA,0.61,0.132
"48","MEX",1836,NA,0.61,0.141
"49","MEX",1837,NA,0.61,0.136
"50","MEX",1838,NA,0.61,0.136
"51","MEX",1839,NA,0.61,0.136
"52","MEX",1840,NA,0.61,0.148
"53","MEX",1841,NA,0.61,0.121
"54","MEX",1842,NA,0.61,0.128
"55","MEX",1843,NA,0.61,0.16
"56","MEX",1844,NA,0.61,0.16
"57","MEX",1845,NA,0.61,0.16
"58","MEX",1846,NA,0.61,0.13
"59","MEX",1847,NA,0.61,0.137
"60","MEX",1848,NA,0.61,0.142
"61","MEX",1849,NA,0.61,0.142
"62","MEX",1850,NA,0.734,0.123
"63","MEX",1851,NA,0.734,0.123
"64","MEX",1852,NA,0.734,0.123
"65","MEX",1853,NA,0.734,0.123
"66","MEX",1854,NA,0.609,0.142
"67","MEX",1855,NA,0.609,0.142
"68","MEX",1856,NA,0.609,0.143
"69","MEX",1857,NA,0.649,0.137
"70","MEX",1858,NA,0.649,0.111
"71","MEX",1859,NA,0.649,0.11
"72","MEX",1860,NA,0.649,0.113
"73","MEX",1861,NA,0.649,0.114
"74","MEX",1862,NA,0.649,0.114
"75","MEX",1863,NA,0.649,0.114
"76","MEX",1864,NA,0.649,0.114
"77","MEX",1865,NA,0.582,0.059
"78","MEX",1866,NA,0.582,0.059
"79","MEX",1867,NA,0.651,0.107
"80","MEX",1868,NA,0.651,0.112
"81","MEX",1869,NA,0.651,0.112
"82","MEX",1870,NA,0.658,0.113
"83","MEX",1871,NA,0.658,0.113
"84","MEX",1872,NA,0.658,0.113
"85","MEX",1873,NA,0.658,0.113
"86","MEX",1874,NA,0.658,0.113
"87","MEX",1875,NA,0.658,0.113
"88","MEX",1876,NA,0.723,0.086
"89","MEX",1877,NA,0.853,0.063
"90","MEX",1878,NA,0.853,0.063
"91","MEX",1879,NA,0.853,0.063
"92","MEX",1880,NA,0.853,0.063
"93","MEX",1881,NA,0.853,0.063
"94","MEX",1882,NA,0.853,0.063
"95","MEX",1883,NA,0.853,0.063
"96","MEX",1884,NA,0.853,0.063
"97","MEX",1885,NA,0.853,0.063
"98","MEX",1886,NA,0.853,0.063
"99","MEX",1887,NA,0.853,0.063
"100","MEX",1888,NA,0.853,0.063
"101","MEX",1889,NA,0.853,0.063
"102","MEX",1890,NA,0.853,0.063
"103","MEX",1891,NA,0.853,0.063
"104","MEX",1892,NA,0.853,0.063
"105","MEX",1893,NA,0.853,0.063
"106","MEX",1894,NA,0.853,0.063
"107","MEX",1895,NA,0.853,0.063
"108","MEX",1896,NA,0.853,0.063
"109","MEX",1897,NA,0.853,0.063
"110","MEX",1898,NA,0.853,0.063
"111","MEX",1899,NA,0.853,0.063
"112","MEX",1900,-1.879,0.853,0.062
"113","MEX",1901,-1.879,0.853,0.06
"114","MEX",1902,-1.879,0.853,0.06
"115","MEX",1903,-1.879,0.853,0.06
"116","MEX",1904,-1.879,0.853,0.06
"117","MEX",1905,-1.879,0.853,0.06
"118","MEX",1906,-1.879,0.853,0.06
"119","MEX",1907,-1.879,0.853,0.06
"120","MEX",1908,-1.879,0.853,0.06
"121","MEX",1909,-1.879,0.853,0.06
"122","MEX",1910,-1.879,0.853,0.059
"123","MEX",1911,-1.879,0.821,0.076
"124","MEX",1912,-1.879,0.816,0.09
"125","MEX",1913,-1.879,0.774,0.063
"126","MEX",1914,-1.879,0.774,0.045
"127","MEX",1915,-1.879,0.774,0.047
"128","MEX",1916,-1.879,0.774,0.05
"129","MEX",1917,-1.662,0.79,0.095
"130","MEX",1918,-1.662,0.795,0.097
"131","MEX",1919,-1.662,0.795,0.114
"132","MEX",1920,-1.662,0.795,0.107
"133","MEX",1921,-1.662,0.795,0.108
"134","MEX",1922,-1.662,0.795,0.108
"135","MEX",1923,-1.662,0.795,0.109
"136","MEX",1924,-1.662,0.795,0.108
"137","MEX",1925,-1.662,0.795,0.104
"138","MEX",1926,-1.662,0.795,0.104
"139","MEX",1927,-1.662,0.795,0.104
"140","MEX",1928,-1.662,0.795,0.099
"141","MEX",1929,-1.662,0.825,0.085
"142","MEX",1930,-1.438,0.825,0.091
"143","MEX",1931,-1.438,0.825,0.091
"144","MEX",1932,-1.438,0.825,0.094
"145","MEX",1933,-1.438,0.825,0.091
"146","MEX",1934,-1.438,0.825,0.091
"147","MEX",1935,-1.438,0.824,0.091
"148","MEX",1936,-1.438,0.824,0.091
"149","MEX",1937,-1.438,0.824,0.091
"150","MEX",1938,-1.438,0.824,0.091
"151","MEX",1939,-1.438,0.824,0.095
"152","MEX",1940,-1.438,0.824,0.096
"153","MEX",1941,-1.438,0.824,0.094
"154","MEX",1942,-1.438,0.824,0.094
"155","MEX",1943,-1.438,0.824,0.095
"156","MEX",1944,-1.438,0.824,0.095
"157","MEX",1945,-1.438,0.824,0.095
"158","MEX",1946,-1.438,0.824,0.096
"159","MEX",1947,-1.438,0.824,0.096
"160","MEX",1948,-1.438,0.824,0.096
"161","MEX",1949,-1.438,0.824,0.096
"162","MEX",1950,-1.438,0.824,0.096
"163","MEX",1951,-1.438,0.824,0.096
"164","MEX",1952,-1.438,0.824,0.096
"165","MEX",1953,-1.438,0.824,0.097
"166","MEX",1954,-1.438,0.824,0.107
"167","MEX",1955,-1.438,0.824,0.108
"168","MEX",1956,-1.438,0.824,0.108
"169","MEX",1957,-1.438,0.824,0.108
"170","MEX",1958,-1.438,0.824,0.108
"171","MEX",1959,-1.438,0.824,0.106
"172","MEX",1960,-1.438,0.824,0.107
"173","MEX",1961,-1.438,0.824,0.108
"174","MEX",1962,-1.438,0.824,0.107
"175","MEX",1963,-1.438,0.824,0.107
"176","MEX",1964,-1.438,0.824,0.106
"177","MEX",1965,-1.438,0.824,0.107
"178","MEX",1966,-1.438,0.824,0.107
"179","MEX",1967,-1.438,0.824,0.108
"180","MEX",1968,-1.438,0.824,0.109
"181","MEX",1969,-1.438,0.824,0.109
"182","MEX",1970,-1.438,0.824,0.112
"183","MEX",1971,-1.438,0.824,0.112
"184","MEX",1972,-1.438,0.824,0.112
"185","MEX",1973,-1.182,0.824,0.112
"186","MEX",1974,-1.182,0.824,0.113
"187","MEX",1975,-1.182,0.824,0.113
"188","MEX",1976,-1.182,0.824,0.115
"189","MEX",1977,-1.088,0.824,0.125
"190","MEX",1978,-1.088,0.824,0.131
"191","MEX",1979,-1.088,0.824,0.131
"192","MEX",1980,-1.088,0.824,0.133
"193","MEX",1981,-1.088,0.824,0.134
"194","MEX",1982,-1.088,0.785,0.138
"195","MEX",1983,-1.088,0.773,0.146
"196","MEX",1984,-1.088,0.773,0.146
"197","MEX",1985,-1.088,0.773,0.146
"198","MEX",1986,-1.088,0.773,0.146
"199","MEX",1987,-1.088,0.773,0.149
"200","MEX",1988,-1.088,0.773,0.163
"201","MEX",1989,-1.088,0.77,0.182
"202","MEX",1990,-1.088,0.77,0.195
"203","MEX",1991,-1.088,0.77,0.204
"204","MEX",1992,-1.088,0.77,0.219
"205","MEX",1993,-1.088,0.77,0.224
"206","MEX",1994,-1.088,0.68,0.266
"207","MEX",1995,-1.088,0.662,0.282
"208","MEX",1996,-1.088,0.662,0.293
"209","MEX",1997,-1.088,0.645,0.347
"210","MEX",1998,-1.088,0.644,0.377
"211","MEX",1999,-0.998,0.644,0.378
"212","MEX",2000,-1.059,0.549,0.48
"213","MEX",2001,-1.059,0.545,0.487
"214","MEX",2002,-1.059,0.567,0.493
"215","MEX",2003,-1.059,0.612,0.503
"216","MEX",2004,-1.059,0.612,0.51
"217","MEX",2005,-1.059,0.612,0.51
"218","MEX",2006,-1.059,0.611,0.482
"219","MEX",2007,-1.059,0.611,0.454
"220","MEX",2008,-1.059,0.611,0.456
"221","MEX",2009,-1.059,0.611,0.455
"222","MEX",2010,-1.059,0.637,0.459
"223","MEX",2011,-1.059,0.637,0.457
"224","MEX",2012,-1.059,0.662,0.449
"225","MEX",2013,-1.026,0.771,0.416
"226","MEX",2014,-0.965,0.771,0.417
"227","MEX",2015,-0.965,0.74,0.418
"228","MEX",2016,-0.965,0.74,0.419
"229","MEX",2017,-0.753,0.701,0.428
"230","MEX",2018,-0.686,0.677,0.448
"231","MEX",2019,-0.686,0.599,0.433
"232","MEX",2020,-0.686,0.582,0.406
"233","MEX",2021,-0.815,0.496,0.371
"234","MEX",2022,-0.815,0.526,0.346
"235","SUR",1900,-0.665,0.131,0.156
"236","SUR",1901,-0.665,0.131,0.156
"237","SUR",1902,-0.665,0.131,0.156
"238","SUR",1903,-0.665,0.131,0.156
"239","SUR",1904,-0.665,0.131,0.156
"240","SUR",1905,-0.665,0.131,0.156
"241","SUR",1906,-0.665,0.131,0.156
"242","SUR",1907,-0.665,0.131,0.156
"243","SUR",1908,-0.665,0.131,0.156
"244","SUR",1909,-0.665,0.131,0.156
"245","SUR",1910,-0.665,0.131,0.156
"246","SUR",1911,-0.665,0.131,0.156
"247","SUR",1912,-0.665,0.131,0.156
"248","SUR",1913,-0.665,0.131,0.156
"249","SUR",1914,-0.665,0.131,0.156
"250","SUR",1915,-0.665,0.131,0.156
"251","SUR",1916,-0.665,0.131,0.156
"252","SUR",1917,-0.665,0.131,0.156
"253","SUR",1918,-0.665,0.131,0.156
"254","SUR",1919,-0.665,0.131,0.156
"255","SUR",1920,-0.665,0.131,0.156
"256","SUR",1921,-0.665,0.131,0.156
"257","SUR",1922,-0.665,0.131,0.156
"258","SUR",1923,-0.665,0.131,0.156
"259","SUR",1924,-0.665,0.131,0.156
"260","SUR",1925,-0.665,0.131,0.156
"261","SUR",1926,-0.665,0.131,0.156
"262","SUR",1927,-0.665,0.131,0.156
"263","SUR",1928,-0.665,0.131,0.156
"264","SUR",1929,-0.665,0.131,0.156
"265","SUR",1930,-0.665,0.131,0.156
"266","SUR",1931,-0.665,0.131,0.156
"267","SUR",1932,-0.665,0.131,0.156
"268","SUR",1933,-0.665,0.131,0.157
"269","SUR",1934,-0.89,0.131,0.157
"270","SUR",1935,-0.89,0.131,0.157
"271","SUR",1936,-0.89,0.131,0.157
"272","SUR",1937,-0.89,0.131,0.158
"273","SUR",1938,-0.89,0.131,0.158
"274","SUR",1939,-0.89,0.131,0.158
"275","SUR",1940,-0.659,0.131,0.157
"276","SUR",1941,-0.659,0.131,0.157
"277","SUR",1942,-0.659,0.131,0.156
"278","SUR",1943,-0.659,0.131,0.156
"279","SUR",1944,-0.659,0.131,0.156
"280","SUR",1945,-0.659,0.131,0.157
"281","SUR",1946,-0.026,0.131,0.163
"282","SUR",1947,-0.026,0.131,0.163
"283","SUR",1948,-0.026,0.131,0.163
"284","SUR",1949,-0.026,0.131,0.301
"285","SUR",1950,-0.026,0.108,0.419
"286","SUR",1951,-0.026,0.108,0.417
"287","SUR",1952,-0.026,0.108,0.416
"288","SUR",1953,-0.026,0.108,0.416
"289","SUR",1954,-0.026,0.108,0.416
"290","SUR",1955,0.486,0.108,0.438
"291","SUR",1956,0.486,0.108,0.438
"292","SUR",1957,0.486,0.108,0.437
"293","SUR",1958,0.486,0.108,0.437
"294","SUR",1959,0.486,0.108,0.436
"295","SUR",1960,0.486,0.108,0.436
"296","SUR",1961,0.486,0.108,0.436
"297","SUR",1962,0.486,0.108,0.436
"298","SUR",1963,0.486,0.108,0.44
"299","SUR",1964,0.486,0.108,0.44
"300","SUR",1965,0.486,0.108,0.44
"301","SUR",1966,0.486,0.108,0.44
"302","SUR",1967,0.486,0.108,0.44
"303","SUR",1968,0.486,0.108,0.44
"304","SUR",1969,0.486,0.108,0.44
"305","SUR",1970,0.486,0.108,0.442
"306","SUR",1971,0.486,0.108,0.442
"307","SUR",1972,0.486,0.108,0.442
"308","SUR",1973,0.486,0.108,0.44
"309","SUR",1974,0.486,0.108,0.444
"310","SUR",1975,0.486,0.113,0.344
"311","SUR",1976,0.836,0.153,0.626
"312","SUR",1977,0.836,0.153,0.623
"313","SUR",1978,0.836,0.153,0.634
"314","SUR",1979,0.836,0.153,0.634
"315","SUR",1980,0.543,0.199,0.18
"316","SUR",1981,0.543,0.199,0.146
"317","SUR",1982,0.543,0.199,0.145
"318","SUR",1983,0.543,0.199,0.144
"319","SUR",1984,0.543,0.199,0.144
"320","SUR",1985,0.543,0.191,0.192
"321","SUR",1986,0.543,0.191,0.192
"322","SUR",1987,0.543,0.241,0.23
"323","SUR",1988,0.543,0.233,0.488
"324","SUR",1989,0.543,0.25,0.587
"325","SUR",1990,0.543,0.208,0.567
"326","SUR",1991,0.543,0.209,0.381
"327","SUR",1992,0.543,0.249,0.642
"328","SUR",1993,0.543,0.243,0.655
"329","SUR",1994,0.543,0.243,0.657
"330","SUR",1995,0.543,0.243,0.657
"331","SUR",1996,0.543,0.226,0.666
"332","SUR",1997,0.543,0.226,0.669
"333","SUR",1998,0.543,0.226,0.669
"334","SUR",1999,0.543,0.226,0.669
"335","SUR",2000,0.543,0.226,0.678
"336","SUR",2001,0.683,0.226,0.676
"337","SUR",2002,0.683,0.226,0.676
"338","SUR",2003,0.683,0.226,0.676
"339","SUR",2004,0.683,0.226,0.676
"340","SUR",2005,0.683,0.226,0.674
"341","SUR",2006,0.683,0.226,0.672
"342","SUR",2007,0.683,0.226,0.671
"343","SUR",2008,0.683,0.226,0.67
"344","SUR",2009,0.683,0.226,0.67
"345","SUR",2010,0.79,0.234,0.65
"346","SUR",2011,0.79,0.234,0.643
"347","SUR",2012,0.79,0.234,0.642
"348","SUR",2013,0.782,0.257,0.64
"349","SUR",2014,0.782,0.257,0.64
"350","SUR",2015,0.782,0.257,0.648
"351","SUR",2016,0.782,0.302,0.644
"352","SUR",2017,0.782,0.333,0.636
"353","SUR",2018,0.782,0.359,0.624
"354","SUR",2019,0.782,0.359,0.593
"355","SUR",2020,0.782,0.263,0.64
"356","SUR",2021,0.703,0.248,0.623
"357","SUR",2022,0.703,0.248,0.653
"358","SWE",1789,NA,0.321,0.208
"359","SWE",1790,NA,0.321,0.227
"360","SWE",1791,NA,0.321,0.227
"361","SWE",1792,NA,0.321,0.235
"362","SWE",1793,NA,0.321,0.227
"363","SWE",1794,NA,0.321,0.227
"364","SWE",1795,NA,0.321,0.227
"365","SWE",1796,NA,0.321,0.227
"366","SWE",1797,NA,0.321,0.227
"367","SWE",1798,NA,0.321,0.227
"368","SWE",1799,NA,0.321,0.227
"369","SWE",1800,NA,0.321,0.227
"370","SWE",1801,NA,0.321,0.227
"371","SWE",1802,NA,0.321,0.227
"372","SWE",1803,NA,0.321,0.227
"373","SWE",1804,NA,0.321,0.227
"374","SWE",1805,NA,0.321,0.227
"375","SWE",1806,NA,0.321,0.227
"376","SWE",1807,NA,0.321,0.227
"377","SWE",1808,NA,0.321,0.227
"378","SWE",1809,NA,0.359,0.28
"379","SWE",1810,NA,0.359,0.285
"380","SWE",1811,NA,0.123,0.285
"381","SWE",1812,NA,0.123,0.283
"382","SWE",1813,NA,0.123,0.279
"383","SWE",1814,NA,0.123,0.279
"384","SWE",1815,NA,0.123,0.279
"385","SWE",1816,NA,0.123,0.279
"386","SWE",1817,NA,0.123,0.279
"387","SWE",1818,NA,0.123,0.279
"388","SWE",1819,NA,0.123,0.279
"389","SWE",1820,NA,0.123,0.285
"390","SWE",1821,NA,0.123,0.285
"391","SWE",1822,NA,0.123,0.285
"392","SWE",1823,NA,0.123,0.286
"393","SWE",1824,NA,0.123,0.286
"394","SWE",1825,NA,0.123,0.286
"395","SWE",1826,NA,0.123,0.286
"396","SWE",1827,NA,0.123,0.286
"397","SWE",1828,NA,0.123,0.286
"398","SWE",1829,NA,0.123,0.286
"399","SWE",1830,NA,0.123,0.288
"400","SWE",1831,NA,0.123,0.288
"401","SWE",1832,NA,0.123,0.288
"402","SWE",1833,NA,0.123,0.288
"403","SWE",1834,NA,0.123,0.287
"404","SWE",1835,NA,0.123,0.287
"405","SWE",1836,NA,0.123,0.287
"406","SWE",1837,NA,0.123,0.287
"407","SWE",1838,NA,0.123,0.287
"408","SWE",1839,NA,0.123,0.287
"409","SWE",1840,NA,0.123,0.302
"410","SWE",1841,NA,0.123,0.302
"411","SWE",1842,NA,0.123,0.302
"412","SWE",1843,NA,0.123,0.302
"413","SWE",1844,NA,0.123,0.302
"414","SWE",1845,NA,0.123,0.317
"415","SWE",1846,NA,0.123,0.317
"416","SWE",1847,NA,0.123,0.317
"417","SWE",1848,NA,0.123,0.317
"418","SWE",1849,NA,0.123,0.317
"419","SWE",1850,NA,0.123,0.317
"420","SWE",1851,NA,0.123,0.317
"421","SWE",1852,NA,0.123,0.317
"422","SWE",1853,NA,0.123,0.317
"423","SWE",1854,NA,0.123,0.317
"424","SWE",1855,NA,0.123,0.317
"425","SWE",1856,NA,0.123,0.318
"426","SWE",1857,NA,0.123,0.318
"427","SWE",1858,NA,0.123,0.318
"428","SWE",1859,NA,0.123,0.317
"429","SWE",1860,NA,0.028,0.32
"430","SWE",1861,NA,0.028,0.326
"431","SWE",1862,NA,0.028,0.325
"432","SWE",1863,NA,0.028,0.325
"433","SWE",1864,NA,0.028,0.325
"434","SWE",1865,NA,0.028,0.325
"435","SWE",1866,NA,0.028,0.328
"436","SWE",1867,NA,0.028,0.328
"437","SWE",1868,NA,0.028,0.328
"438","SWE",1869,NA,0.028,0.328
"439","SWE",1870,NA,0.028,0.328
"440","SWE",1871,NA,0.028,0.328
"441","SWE",1872,NA,0.028,0.329
"442","SWE",1873,NA,0.028,0.329
"443","SWE",1874,NA,0.028,0.329
"444","SWE",1875,NA,0.028,0.329
"445","SWE",1876,NA,0.028,0.329
"446","SWE",1877,NA,0.028,0.329
"447","SWE",1878,NA,0.028,0.329
"448","SWE",1879,NA,0.028,0.329
"449","SWE",1880,NA,0.016,0.332
"450","SWE",1881,NA,0.016,0.331
"451","SWE",1882,NA,0.016,0.331
"452","SWE",1883,NA,0.016,0.331
"453","SWE",1884,NA,0.016,0.332
"454","SWE",1885,NA,0.016,0.332
"455","SWE",1886,NA,0.016,0.332
"456","SWE",1887,NA,0.016,0.332
"457","SWE",1888,NA,0.016,0.332
"458","SWE",1889,NA,0.016,0.332
"459","SWE",1890,NA,0.008,0.334
"460","SWE",1891,NA,0.008,0.334
"461","SWE",1892,NA,0.008,0.334
"462","SWE",1893,NA,0.008,0.335
"463","SWE",1894,NA,0.008,0.335
"464","SWE",1895,NA,0.008,0.335
"465","SWE",1896,NA,0.008,0.334
"466","SWE",1897,NA,0.008,0.334
"467","SWE",1898,NA,0.008,0.334
"468","SWE",1899,NA,0.008,0.334
"469","SWE",1900,0.593,0.008,0.335
"470","SWE",1901,0.593,0.008,0.339
"471","SWE",1902,0.593,0.008,0.338
"472","SWE",1903,0.593,0.008,0.336
"473","SWE",1904,0.593,0.008,0.336
"474","SWE",1905,0.593,0.008,0.336
"475","SWE",1906,0.593,0.008,0.335
"476","SWE",1907,0.593,0.008,0.336
"477","SWE",1908,0.593,0.008,0.335
"478","SWE",1909,0.593,0.008,0.342
"479","SWE",1910,0.593,0.008,0.343
"480","SWE",1911,0.593,0.008,0.35
"481","SWE",1912,0.593,0.008,0.354
"482","SWE",1913,0.593,0.008,0.353
"483","SWE",1914,0.593,0.008,0.349
"484","SWE",1915,0.593,0.008,0.349
"485","SWE",1916,0.593,0.008,0.349
"486","SWE",1917,0.593,0.008,0.416
"487","SWE",1918,0.593,0.008,0.452
"488","SWE",1919,0.593,0.008,0.457
"489","SWE",1920,0.593,0.008,0.464
"490","SWE",1921,0.593,0.008,0.475
"491","SWE",1922,0.593,0.008,0.645
"492","SWE",1923,0.593,0.008,0.645
"493","SWE",1924,0.593,0.008,0.649
"494","SWE",1925,0.593,0.008,0.65
"495","SWE",1926,0.945,0.008,0.65
"496","SWE",1927,0.945,0.008,0.65
"497","SWE",1928,0.945,0.008,0.65
"498","SWE",1929,0.945,0.008,0.65
"499","SWE",1930,0.945,0.008,0.65
"500","SWE",1931,0.945,0.008,0.644
"501","SWE",1932,0.945,0.008,0.652
"502","SWE",1933,0.945,0.008,0.659
"503","SWE",1934,0.945,0.008,0.659
"504","SWE",1935,0.945,0.008,0.661
"505","SWE",1936,0.945,0.008,0.645
"506","SWE",1937,0.945,0.008,0.646
"507","SWE",1938,0.945,0.008,0.641
"508","SWE",1939,0.945,0.008,0.63
"509","SWE",1940,0.945,0.008,0.625
"510","SWE",1941,0.945,0.008,0.627
"511","SWE",1942,0.945,0.008,0.627
"512","SWE",1943,0.945,0.008,0.627
"513","SWE",1944,0.945,0.008,0.627
"514","SWE",1945,0.945,0.008,0.642
"515","SWE",1946,0.945,0.004,0.707
"516","SWE",1947,0.945,0.004,0.709
"517","SWE",1948,0.945,0.004,0.709
"518","SWE",1949,0.945,0.004,0.715
"519","SWE",1950,1.268,0.004,0.721
"520","SWE",1951,1.268,0.004,0.72
"521","SWE",1952,1.268,0.004,0.722
"522","SWE",1953,1.268,0.004,0.725
"523","SWE",1954,1.268,0.004,0.725
"524","SWE",1955,1.268,0.004,0.725
"525","SWE",1956,1.268,0.004,0.725
"526","SWE",1957,1.268,0.004,0.724
"527","SWE",1958,1.268,0.004,0.724
"528","SWE",1959,1.268,0.004,0.724
"529","SWE",1960,1.485,0.004,0.73
"530","SWE",1961,1.485,0.004,0.733
"531","SWE",1962,1.485,0.004,0.733
"532","SWE",1963,1.485,0.004,0.733
"533","SWE",1964,1.485,0.004,0.733
"534","SWE",1965,1.485,0.004,0.732
"535","SWE",1966,1.622,0.004,0.731
"536","SWE",1967,1.622,0.004,0.731
"537","SWE",1968,1.622,0.004,0.73
"538","SWE",1969,1.622,0.004,0.73
"539","SWE",1970,2.861,0.004,0.731
"540","SWE",1971,2.861,0.004,0.857
"541","SWE",1972,3.016,0.004,0.863
"542","SWE",1973,3.016,0.004,0.864
"543","SWE",1974,3.016,0.004,0.874
"544","SWE",1975,3.016,0.004,0.879
"545","SWE",1976,3.016,0.004,0.879
"546","SWE",1977,3.016,0.004,0.88
"547","SWE",1978,3.016,0.004,0.88
"548","SWE",1979,3.016,0.004,0.88
"549","SWE",1980,3.016,0.004,0.879
"550","SWE",1981,3.016,0.004,0.879
"551","SWE",1982,3.016,0.004,0.879
"552","SWE",1983,3.016,0.004,0.878
"553","SWE",1984,3.016,0.004,0.878
"554","SWE",1985,3.016,0.004,0.881
"555","SWE",1986,3.016,0.004,0.883
"556","SWE",1987,3.016,0.004,0.883
"557","SWE",1988,3.016,0.004,0.882
"558","SWE",1989,3.016,0.004,0.881
"559","SWE",1990,3.016,0.004,0.883
"560","SWE",1991,3.016,0.004,0.883
"561","SWE",1992,3.177,0.004,0.883
"562","SWE",1993,3.177,0.004,0.883
"563","SWE",1994,3.177,0.004,0.883
"564","SWE",1995,3.177,0.004,0.883
"565","SWE",1996,3.177,0.004,0.883
"566","SWE",1997,3.177,0.004,0.883
"567","SWE",1998,3.177,0.004,0.882
"568","SWE",1999,2.426,0.004,0.88
"569","SWE",2000,2.426,0.004,0.88
"570","SWE",2001,2.426,0.004,0.88
"571","SWE",2002,2.426,0.004,0.882
"572","SWE",2003,2.426,0.004,0.885
"573","SWE",2004,2.426,0.004,0.885
"574","SWE",2005,2.426,0.004,0.885
"575","SWE",2006,2.426,0.004,0.888
"576","SWE",2007,2.426,0.004,0.892
"577","SWE",2008,2.426,0.004,0.892
"578","SWE",2009,2.289,0.004,0.892
"579","SWE",2010,2.424,0.004,0.892
"580","SWE",2011,2.424,0.004,0.89
"581","SWE",2012,2.284,0.004,0.894
"582","SWE",2013,1.577,0.004,0.896
"583","SWE",2014,1.577,0.004,0.893
"584","SWE",2015,1.577,0.006,0.89
"585","SWE",2016,1.577,0.006,0.889
"586","SWE",2017,1.577,0.006,0.888
"587","SWE",2018,1.577,0.006,0.885
"588","SWE",2019,1.577,0.007,0.875
"589","SWE",2020,1.577,0.006,0.873
"590","SWE",2021,1.577,0.006,0.871
"591","SWE",2022,1.577,0.008,0.87
"592","CHE",1798,NA,0.016,0.264
"593","CHE",1799,NA,0.016,0.264
"594","CHE",1800,NA,0.016,0.26
"595","CHE",1801,NA,0.016,0.249
"596","CHE",1802,NA,0.016,0.252
"597","CHE",1803,NA,0.016,0.186
"598","CHE",1804,NA,0.012,0.175
"599","CHE",1805,NA,0.012,0.175
"600","CHE",1806,NA,0.012,0.175
"601","CHE",1807,NA,0.012,0.175
"602","CHE",1808,NA,0.012,0.175
"603","CHE",1809,NA,0.012,0.175
"604","CHE",1810,NA,0.012,0.175
"605","CHE",1811,NA,0.012,0.175
"606","CHE",1812,NA,0.012,0.175
"607","CHE",1813,NA,0.012,0.175
"608","CHE",1814,NA,0.012,0.175
"609","CHE",1815,NA,0.012,0.175
"610","CHE",1816,NA,0.012,0.175
"611","CHE",1817,NA,0.012,0.175
"612","CHE",1818,NA,0.012,0.175
"613","CHE",1819,NA,0.012,0.175
"614","CHE",1820,NA,0.012,0.175
"615","CHE",1821,NA,0.012,0.175
"616","CHE",1822,NA,0.012,0.175
"617","CHE",1823,NA,0.012,0.175
"618","CHE",1824,NA,0.012,0.175
"619","CHE",1825,NA,0.012,0.175
"620","CHE",1826,NA,0.012,0.175
"621","CHE",1827,NA,0.012,0.175
"622","CHE",1828,NA,0.012,0.175
"623","CHE",1829,NA,0.012,0.175
"624","CHE",1830,NA,0.012,0.175
"625","CHE",1831,NA,0.012,0.187
"626","CHE",1832,NA,0.012,0.187
"627","CHE",1833,NA,0.012,0.187
"628","CHE",1834,NA,0.012,0.187
"629","CHE",1835,NA,0.012,0.187
"630","CHE",1836,NA,0.012,0.187
"631","CHE",1837,NA,0.012,0.187
"632","CHE",1838,NA,0.012,0.187
"633","CHE",1839,NA,0.012,0.187
"634","CHE",1840,NA,0.012,0.187
"635","CHE",1841,NA,0.012,0.187
"636","CHE",1842,NA,0.012,0.187
"637","CHE",1843,NA,0.012,0.187
"638","CHE",1844,NA,0.012,0.187
"639","CHE",1845,NA,0.012,0.187
