"","Country","Country_Name","Year","TaxRev_Income_IPC_1000","TaxRev_Social_SSC_2000","TaxRev_Payroll_PW_3000","TaxRev_Property_4000","TaxRev_ImmovProp_4100","TaxRev_NetWealth_4200","TaxRev_EIG_4300","TaxRev_GoodsServices_5000","TaxRev_Others_6000","TaxRev_TotalofGDP"
"1661","MUS","Mauritius",2019,26.899,4.1,0.751,4.552,0.285,0,0,63.567,0.13,20.429
"1662","MUS","Mauritius",2020,28.723,4.687,0.82,4.199,0.33,0,0,61.456,0.115,20.251
"1663","MUS","Mauritius",2021,29.741,6.502,0.441,4.897,0.319,0,0,58.287,0.132,19.991
"1664","MAR","Morocco",2000,26.025,10.982,0,5.946,3.674,0,0,55.726,1.321,20.343
"1665","MAR","Morocco",2001,26.821,14.162,0,5.851,3.532,0,0,51.941,1.225,20.992
"1666","MAR","Morocco",2002,27.436,14.32,0,6.164,3.614,0,0,50.797,1.284,21.014
"1667","MAR","Morocco",2003,29.229,15.036,0,6.198,3.535,0,0,48.328,1.209,20.703
"1668","MAR","Morocco",2004,29.822,15.556,0,6.143,3.534,0,0,47.402,1.077,21.008
"1669","MAR","Morocco",2005,31.005,16.722,0,6.114,3.213,0,0,45.183,0.976,22.979
"1670","MAR","Morocco",2006,31.229,17.949,0,5.898,2.97,0,0,43.821,1.102,24.179
"1671","MAR","Morocco",2007,31.643,16.565,0,6.177,2.669,0,0,44.65,0.965,26.389
"1672","MAR","Morocco",2008,36.026,14.704,0,5.359,2.062,0,0,43.103,0.808,28.693
"1673","MAR","Morocco",2009,33.647,17.079,0,5.299,2.403,0,0,43.057,0.918,25.599
"1674","MAR","Morocco",2010,28.9,17.495,0,5.86,2.648,0,0,46.77,0.974,25.528
"1675","MAR","Morocco",2011,29.674,18.23,0,5.644,2.356,0,0,45.612,0.84,26.227
"1676","MAR","Morocco",2012,30.908,18.268,0,6.179,2.307,0,0,43.757,0.888,27.262
"1677","MAR","Morocco",2013,29.982,18.933,0,6.74,2.932,0,0,43.292,1.053,25.961
"1678","MAR","Morocco",2014,29.714,19.452,0,6.977,2.375,0,0,42.824,1.033,25.655
"1679","MAR","Morocco",2015,29.785,19.775,0,7.37,2.588,0,0,42.165,0.905,24.586
"1680","MAR","Morocco",2016,30.21,20.113,0,7.249,2.685,0,0,41.212,1.217,25.444
"1681","MAR","Morocco",2017,31.083,20.227,0,5.617,2.595,0,0,41.874,1.199,25.867
"1682","MAR","Morocco",2018,30.709,20.666,0,5.334,2.541,0,0,42.913,0.377,26.162
"1683","MAR","Morocco",2019,30.098,21.873,0,5.064,2.506,0,0,42.667,0.298,26.336
"1684","MAR","Morocco",2020,30.358,24.807,0,4.277,2.382,0,0,40.267,0.29,27.276
"1685","MAR","Morocco",2021,28.286,23.658,0,5.351,2.796,0,0,42.396,0.309,27.053
"1686","NIC","Nicaragua",1991,12.897,13.286,0,6.994,0,2.615,0,61.308,0,10.323
"1687","NIC","Nicaragua",1992,14.121,14.641,0,4.202,0,0.188,0,63.07,0,11.221
"1688","NIC","Nicaragua",1993,11.112,12.799,0,5.564,0,0.051,0,64.039,0,10.931
"1689","NIC","Nicaragua",1994,8.912,14.646,0,5.704,0,0.04,0,64.546,0,11.588
"1690","NIC","Nicaragua",1995,11.086,14.982,0,6.124,0,0.003,0,63.232,0,11.601
"1691","NIC","Nicaragua",1996,12.035,14.244,0,6.166,0,0,0,62.634,0,11.746
"1692","NIC","Nicaragua",1997,12.515,13.3,0,3.575,0,0,0,64.805,0,13.09
"1693","NIC","Nicaragua",1998,11.7,14.357,0,0.245,0,0,0,66.263,0,14.098
"1694","NIC","Nicaragua",1999,12.201,15.243,0,0.163,0,0,0,64.64,0,13.915
"1695","NIC","Nicaragua",2000,12.301,18.048,0,0.121,0,0,0,60.044,0,14.349
"1696","NIC","Nicaragua",2001,12.724,20.699,0,0.117,0,0,0,55.532,0,14.149
"1697","NIC","Nicaragua",2002,14.625,20.146,0,0.112,0,0,0,55.288,0.121,14.786
"1698","NIC","Nicaragua",2003,18.766,18.923,0,0.1,0,0,0,53.023,0,16.226
"1699","NIC","Nicaragua",2004,21.191,19.174,0,1.374,1.275,0,0,57.958,0.303,16.234
"1700","NIC","Nicaragua",2005,21.262,18.323,0,1.239,1.149,0,0,58.021,1.155,17.351
"1701","NIC","Nicaragua",2006,21.734,18.863,0,1.326,1.242,0,0,57.079,0.998,18.508
"1702","NIC","Nicaragua",2007,22.262,19.065,0,1.31,1.231,0,0,56.263,1.101,18.847
"1703","NIC","Nicaragua",2008,23.46,20.181,0,1.157,1.086,0,0,54.231,0.971,18.132
"1704","NIC","Nicaragua",2009,25.054,21.806,0,1.157,1.08,0,0,51.011,0.971,18.486
"1705","NIC","Nicaragua",2010,23.092,22.372,0,1.171,1.115,0,0,52.406,0.959,19.333
"1706","NIC","Nicaragua",2011,25.178,21.313,0,1.095,1.045,0,0,51.51,0.904,20.193
"1707","NIC","Nicaragua",2012,25.389,21.32,0,1.009,0.963,0,0,51.482,0.8,20.818
"1708","NIC","Nicaragua",2013,25.726,22.211,0,1.134,1,0,0,50.19,0.739,21.233
"1709","NIC","Nicaragua",2014,26.867,22.588,0,1.064,0.935,0,0,48.566,0.914,21.763
"1710","NIC","Nicaragua",2015,27.477,23.455,0,0.994,0.879,0,0,47.184,0.89,22.308
"1711","NIC","Nicaragua",2016,28.153,24.068,0,0.943,0.841,0,0,45.994,0.842,23.269
"1712","NIC","Nicaragua",2017,28.903,24.157,0,0.907,0.818,0,0,45.103,0.93,23.849
"1713","NIC","Nicaragua",2018,30.65,25.796,0,1.007,0.923,0,0,41.71,0.836,23.226
"1714","NIC","Nicaragua",2019,30.779,25.701,0,1.114,1.052,0,0,41.561,0.845,25.725
"1715","NIC","Nicaragua",2020,29.523,26.382,0,0.941,0.891,0,0,42.324,0.83,25.443
"1716","NIC","Nicaragua",2021,30.492,23.983,0,0.889,0.836,0,0,43.857,0.779,27.118
"1717","NER","Niger",2000,18.037,5.367,0.346,1.081,1.081,0,0,71.994,3.174,7.298
"1718","NER","Niger",2001,13.954,4.523,0.285,0.948,0.948,0,0,75.304,4.986,7.74
"1719","NER","Niger",2002,15.237,4.498,0.236,0.579,0.579,0,0,75.203,4.247,8.157
"1720","NER","Niger",2003,20.681,4.003,0.307,0.697,0.697,0,0,69.894,4.418,8.159
"1721","NER","Niger",2004,19.749,4.035,0.305,0.818,0.818,0,0,70.831,4.262,8.758
"1722","NER","Niger",2005,18.32,3.84,0.28,0.836,0.836,0,0,72.712,4.011,8.256
"1723","NER","Niger",2006,20.952,4.04,0.259,0.912,0.912,0,0,69.584,4.253,8.626
"1724","NER","Niger",2007,22.685,4.089,0.248,0.811,0.811,0,0,68.488,3.679,9.033
"1725","NER","Niger",2008,27.706,5.088,0.248,0.477,0.477,0,0,62.426,4.055,9.04
"1726","NER","Niger",2009,31.895,4.434,0.213,0.522,0.522,0,0,58.278,4.658,10.367
"1727","NER","Niger",2010,25.395,5.342,0.3,0.778,0.778,0,0,62.882,5.304,9.638
"1728","NER","Niger",2011,26.865,5.304,0.361,0.691,0.691,0,0,61.235,5.545,10.165
"1729","NER","Niger",2012,32.412,4.841,0.339,0.645,0.645,0,0,55.681,6.081,10.64
"1730","NER","Niger",2013,38.907,4.673,0.439,0.269,0.269,0,0,49.359,6.352,12.724
"1731","NER","Niger",2014,31.425,5.068,0.524,0.243,0.243,0,0,55.905,6.834,12.405
"1732","NER","Niger",2015,24.661,4.735,0.552,0.381,0.381,0,0,59.849,9.823,12.586
"1733","NER","Niger",2016,26.439,5.497,0.538,0.328,0.328,0,0,60.923,6.273,10.511
"1734","NER","Niger",2017,27.043,6.054,0.524,0.377,0.377,0,0,60.204,5.799,9.476
"1735","NER","Niger",2018,21.085,4.75,0.468,0.698,0.698,0,0,65.921,7.078,11.198
"1736","NER","Niger",2019,21.9,5.376,0.553,1.247,1.247,0,0,63.431,7.494,10.391
"1737","NER","Niger",2020,23.489,5.604,0.249,1.753,1.753,0,0,59.31,9.595,9.784
"1738","NER","Niger",2021,23.566,5.151,0.673,1.602,1.602,0,0,60.787,8.221,10.798
"1739","PAN","Panama",1990,22.877,34.222,0,3.364,2.987,0,0.016,36.829,2.707,16.571
"1740","PAN","Panama",1991,25.314,32.793,0,2.752,2.331,0,0.001,34.927,4.213,17.295
"1741","PAN","Panama",1992,25.69,32.9,0,2.593,2.107,0,0.001,36.368,2.449,17.239
"1742","PAN","Panama",1993,24.996,33.975,0,2.516,1.974,0,0.001,35.962,2.551,16.692
"1743","PAN","Panama",1994,24.701,34.077,0,2.504,1.963,0,0,36.103,2.615,16.642
"1744","PAN","Panama",1995,27.036,32.807,0,2.359,1.931,0,0,35.247,2.551,17.286
"1745","PAN","Panama",1996,24.357,36.085,1.57,2.28,1.84,0,0,33.555,2.152,15.716
"1746","PAN","Panama",1997,25.979,35.675,1.493,2.312,1.791,0,0,33.03,1.511,15.896
"1747","PAN","Panama",1998,21.624,37.06,1.591,2.527,1.953,0,0,35.494,1.705,15.302
"1748","PAN","Panama",1999,25.246,34.926,1.638,2.592,2.102,0,0,34.093,1.505,16.028
"1749","PAN","Panama",2000,24.973,38.215,1.875,2.227,1.746,0,0,31.333,1.377,15.53
"1750","PAN","Panama",2001,24.201,39.806,1.727,2.705,2.277,0,0,30.249,1.312,14.515
"1751","PAN","Panama",2002,23.9,39.025,2.024,2.546,2.134,0,0,31.173,1.333,14.07
"1752","PAN","Panama",2003,21.97,37.491,1.851,3.238,2.703,0,0,34.264,1.186,13.897
"1753","PAN","Panama",2004,22.723,38.145,1.767,2.959,2.26,0,0,33.386,1.02,13.684
"1754","PAN","Panama",2005,24.942,36.661,1.606,3.433,2.5,0,0,32.156,1.201,13.563
"1755","PAN","Panama",2006,27.313,33.722,1.881,4.031,2.236,0,0,31.919,1.134,14.454
"1756","PAN","Panama",2007,28.497,33.476,1.208,3.623,2.247,0,0,32.056,1.141,15.486
"1757","PAN","Panama",2008,28.247,34.25,1.165,3.127,2.083,0,0,32.236,0.976,15.439
"1758","PAN","Panama",2009,29.648,35.205,1.175,2.974,2.41,0,0,30.161,0.836,15.991
"1759","PAN","Panama",2010,27.352,34,1.222,2.858,2.239,0,0,33.715,0.853,16.355
"1760","PAN","Panama",2011,23.824,36.033,1.15,2.58,1.941,0,0,35.583,0.83,16.334
"1761","PAN","Panama",2012,29.539,32.528,1.047,2.395,1.785,0,0,33.823,0.668,16.623
"1762","PAN","Panama",2013,28.751,34.988,1.077,3.007,2.361,0,0,31.575,0.603,16.777
"1763","PAN","Panama",2014,25.507,36.847,1.713,2.814,2.242,0,0,32.59,0.529,15.689
"1764","PAN","Panama",2015,25.22,38.473,1.358,2.431,1.844,0,0,32.064,0.453,15.147
"1765","PAN","Panama",2016,26.656,38.053,1.229,2.322,1.869,0,0,31.356,0.385,15.549
"1766","PAN","Panama",2017,26.171,39.017,1.352,2.677,2.209,0,0,30.417,0.366,15.056
"1767","PAN","Panama",2018,27.747,39.423,1.349,2.537,2.166,0,0,28.595,0.349,14.833
"1768","PAN","Panama",2019,26.057,41.509,1.474,1.805,1.431,0,0,28.835,0.32,14.006
"1769","PAN","Panama",2020,25.96,44.544,1.418,1.74,1.441,0,0,26.068,0.27,13.413
"1770","PAN","Panama",2021,24.654,44.041,1.397,2.222,1.786,0,0,27.387,0.299,12.744
"1771","PRY","Paraguay",1990,12.126,4.75,0,2.823,2.823,0,0,72.11,8.192,8.506
"1772","PRY","Paraguay",1991,12.295,6.26,0,2.888,2.888,0,0,70.188,8.37,8.276
"1773","PRY","Paraguay",1992,14.506,7.819,0,4.643,3.274,0,0,65.975,7.057,8.491
"1774","PRY","Paraguay",1993,15.591,9.262,0,5.87,0.04,0,0,67.441,1.836,8.851
"1775","PRY","Paraguay",1994,18.733,8.401,0,4.669,0.007,0,0,66.751,1.446,10.629
"1776","PRY","Paraguay",1995,18.558,7.965,0,3.232,0.216,0,0,68.736,1.509,12.101
"1777","PRY","Paraguay",1996,19.291,9.223,0,2.99,0.001,0,0,67.227,1.269,11.353
"1778","PRY","Paraguay",1997,17.404,9.227,0,3.089,0.042,0,0,69.338,0.942,11.351
"1779","PRY","Paraguay",1998,17.335,8.962,0,2.835,0.047,0,0,69.43,1.438,10.809
"1780","PRY","Paraguay",1999,17.253,26.873,0,2.181,0.029,0,0,53.693,0,11.592
"1781","PRY","Paraguay",2000,13.112,25.632,0,2.001,0,0,0,58.004,1.251,11.62
"1782","PRY","Paraguay",2001,11.773,24.298,0,1.993,0,0,0,61.221,0.715,10.755
"1783","PRY","Paraguay",2002,13.132,25.787,0,1.894,0,0,0,58.593,0.595,9.505
"1784","PRY","Paraguay",2003,11.983,24.443,0,1.436,0,0,0,61.484,0.653,9.925
"1785","PRY","Paraguay",2004,13.897,21.914,0,2.115,0,0,0,61.426,0.648,10.966
"1786","PRY","Paraguay",2005,13.263,22.489,0,2.718,0,0,0,60.938,0.591,10.671
"1787","PRY","Paraguay",2006,11.833,22.519,0,2.967,1.898,0,0,60.052,2.629,11.238
"1788","PRY","Paraguay",2007,12.707,23.426,0,2.865,2.032,0,0,60.127,0.875,10.76
"1789","PRY","Paraguay",2008,13.382,23.701,0,2.343,2.067,0,0,59.938,0.635,10.939
"1790","PRY","Paraguay",2009,17.188,24.503,0,2.035,1.912,0,0,55.55,0.725,11.463
"1791","PRY","Paraguay",2010,13.406,22.717,0,1.766,1.652,0,0,60.507,1.604,12.114
"1792","PRY","Paraguay",2011,14.351,23.277,0,1.616,1.496,0,0,59.179,1.577,12.841
"1793","PRY","Paraguay",2012,14.707,26.179,0,1.527,1.4,0,0,56.108,1.479,13.406
"1794","PRY","Paraguay",2013,14.689,26.268,0,1.729,1.616,0,0,55.996,1.317,12.687
"1795","PRY","Paraguay",2014,14.776,26.933,0,1.509,1.412,0,0,55.829,0.953,13.817
"1796","PRY","Paraguay",2015,15.171,27.245,0,1.684,1.57,0,0,55.228,0.672,13.718
"1797","PRY","Paraguay",2016,16.126,25.664,0,2.081,1.968,0,0,55.435,0.694,13.421
"1798","PRY","Paraguay",2017,16.553,26.203,0,1.84,1.725,0,0,54.711,0.694,14.025
"1799","PRY","Paraguay",2018,16.478,25.69,0,1.3,1.22,0,0,56.022,0.509,13.859
"1800","PRY","Paraguay",2019,18.246,26.446,0,1.344,1.264,0,0,53.352,0.612,13.946
"1801","PRY","Paraguay",2020,18.526,27.603,0,1.237,1.158,0,0,52.184,0.45,13.522
"1802","PRY","Paraguay",2021,18.458,27.4,0,1.304,1.221,0,0,52.138,0.7,14.014
"1803","PER","Peru",1990,5.822,7.829,0,13.599,0,7.676,0,71.375,1.375,11.964
"1804","PER","Peru",1991,7.086,15.288,0,9.316,0,5.034,0,66.382,1.929,13.416
"1805","PER","Peru",1992,11.703,14.577,2.987,3.546,0,3.145,0,64.562,2.625,14.551
"1806","PER","Peru",1993,14.239,13.523,3.949,2.575,0,2.575,0,64.881,0.833,14.505
"1807","PER","Peru",1994,16.314,11.484,5.481,0.552,0,0.552,0,64.41,1.759,16.344
"1808","PER","Peru",1995,17.994,11.342,5.591,0.153,0,0.153,0,64.014,0.906,16.739
"1809","PER","Peru",1996,21.989,10.548,6.033,0.011,0,0.011,0,60.476,0.944,17.316
"1810","PER","Peru",1997,21.187,11.11,5.305,0.012,0,0.012,0,60.186,2.2,17.995
"1811","PER","Peru",1998,21.836,11.205,4.825,0.005,0,0.005,0,59.99,2.139,16.88
"1812","PER","Peru",1999,19.782,11.768,4.42,0.043,0,0.043,0,61.895,2.092,15.455
"1813","PER","Peru",2000,18.97,11.896,4.393,1.206,1.112,0.001,0,60.751,2.784,15.223
"1814","PER","Peru",2001,19.91,11.992,3.472,3.369,1.135,0,0,57.608,3.648,15.192
"1815","PER","Peru",2002,21.104,11.748,1.587,3.062,1.19,0,0,60.017,2.482,14.88
"1816","PER","Peru",2003,24.882,10.995,1.492,1.443,1.155,0,0,59.157,2.031,15.621
"1817","PER","Peru",2004,24.861,10.463,1.249,3.371,1.14,0,0,58.129,1.927,15.85
"1818","PER","Peru",2005,29.388,9.896,0.017,3.299,1.135,0,0,55.761,1.639,16.621
"1819","PER","Peru",2006,37.618,9.431,0.009,2.736,0.897,0,0,48.753,1.452,18.068
"1820","PER","Peru",2007,40.784,8.861,-0.067,3.263,0.936,0,0,45.858,1.301,18.514
"1821","PER","Peru",2008,38.466,10.115,0.009,3.25,0.921,0,0,47.027,1.133,18.876
"1822","PER","Peru",2009,34.972,11.652,0.007,3.296,1.093,0,0,48.613,1.46,16.912
"1823","PER","Peru",2010,36.519,10.6,0.076,2.983,0.972,0,0,48.599,1.222,17.777
"1824","PER","Peru",2011,40.701,10.304,0.073,2.163,0.988,0,0,45.419,1.339,18.445
"1825","PER","Peru",2012,41.177,10.514,0.075,1.968,0.995,0,0,44.071,2.194,18.94
"1826","PER","Peru",2013,38.186,10.925,0.077,2.068,1.093,0,0,44.887,3.858,18.827
"1827","PER","Peru",2014,39.564,10.756,0,1.956,1.117,0,0,45.334,2.39,19.125
"1828","PER","Peru",2015,35.572,11.942,0.087,2.287,1.378,0,0,48.127,1.985,17.361
"1829","PER","Peru",2016,38.06,12.435,0.085,2.487,1.536,0,0,45.498,1.436,16.072
"1830","PER","Peru",2017,37.229,12.778,0.085,2.404,1.605,0,0,46.774,0.728,15.218
"1831","PER","Peru",2018,36.094,12.207,0.081,2.2,1.435,0,0,48.054,1.364,16.344
"1832","PER","Peru",2019,36.529,12.074,0.077,2.394,1.583,0,0,47.165,1.761,16.508
"1833","PER","Peru",2020,36.671,13.417,0.088,2.21,1.599,0,0,46.811,0.803,15.208
"1834","PER","Peru",2021,37.618,10.431,0.064,2.076,1.441,0,0,47.292,2.519,17.942
"1835","PHL","Philippines",1994,32.655,8.529,0,2.483,1.982,0,0.099,51.413,4.92,16.077
"1836","PHL","Philippines",1995,33.117,8.776,0,2.935,2.315,0,0.116,51.419,3.753,16.491
"1837","PHL","Philippines",1996,34.923,8.224,0,2.939,2.097,0,0.134,50.269,3.645,17.004
"1838","PHL","Philippines",1997,37.358,7.732,0,3.318,2.433,0,0.187,47.721,3.871,17.022
"1839","PHL","Philippines",1998,39.347,11.574,0,2.992,2.489,0,0.095,41.599,4.488,16.394
"1840","PHL","Philippines",1999,37.488,13.118,0,3.074,2.51,0,0.108,42.899,3.42,15.78
"1841","PHL","Philippines",2000,38.594,13.145,0,3.083,2.649,0,0.085,42.04,3.137,15.262
"1842","PHL","Philippines",2001,39.06,13.319,0,3.018,2.774,0,0.098,41.139,3.464,15.09
"1843","PHL","Philippines",2002,38.676,14.457,0,3.362,3.106,0,0.084,39.901,3.605,14.455
"1844","PHL","Philippines",2003,38.308,13.494,0,3.452,3.202,0,0.105,41.128,3.618,14.48
"1845","PHL","Philippines",2004,39.896,13.396,0,3.115,2.89,0,0.1,40.366,3.227,14.017
"1846","PHL","Philippines",2005,39.945,12.492,0,3.412,2.976,0,0.118,39.876,4.275,14.594
"1847","PHL","Philippines",2006,38.902,11.397,0,2.951,2.617,0,0.108,42.806,3.945,15.759
"1848","PHL","Philippines",2007,40.419,11.753,0,2.885,2.442,0,0.086,40.701,4.242,15.581
"1849","PHL","Philippines",2008,40.752,11.341,0,2.695,2.376,0,0.102,40.7,4.512,15.58
"1850","PHL","Philippines",2009,38.802,12.954,0,3.021,2.569,0,0.118,41.422,3.801,14.354
"1851","PHL","Philippines",2010,39.228,12.629,0,3.031,2.491,0,0.149,41.231,3.882,14.189
"1852","PHL","Philippines",2011,41.678,12.669,0,3.038,2.456,0,0.163,38.706,3.91,14.488
"1853","PHL","Philippines",2012,41.409,12.9,0,3.053,2.356,0,0.217,38.847,3.79,15.093
"1854","PHL","Philippines",2013,41.092,12.659,0,3.015,2.209,0,0.175,39.379,3.855,15.508
"1855","PHL","Philippines",2014,39.816,13.466,0,2.843,2.153,0,0.258,39.989,3.886,15.989
"1856","PHL","Philippines",2015,40.233,14.104,0,2.806,2.143,0,0.249,39.077,3.78,16.226
"1857","PHL","Philippines",2016,40.346,13.987,0,2.663,2.035,0,0.27,39.198,3.806,16.231
"1858","PHL","Philippines",2017,39.798,13.403,0,2.806,2.216,0,0.269,40.27,3.723,16.783
"1859","PHL","Philippines",2018,35.443,13.648,0,2.611,2.079,0,0.225,42.967,5.332,17.394
"1860","PHL","Philippines",2019,35.676,14.277,0,2.478,1.987,0,0.205,42.461,5.108,18.061
"1861","PHL","Philippines",2020,36.096,15.705,0,2.657,2.212,0,0.152,40.797,4.747,17.844
"1862","PHL","Philippines",2021,33.085,16.069,0,2.845,2.231,0,0.283,42.415,5.586,18.06
"1863","RWA","Rwanda",1996,20.08,3.021,0,0.148,0.148,0,0,76.752,0,8.302
"1864","RWA","Rwanda",1997,25.254,3.404,0,0.086,0.086,0,0,71.256,0,8.677
"1865","RWA","Rwanda",1998,27.67,3.79,0,0.179,0.179,0,0,68.361,0,9.085
"1866","RWA","Rwanda",1999,25.727,4.473,0,0.215,0.215,0,0,69.585,0,9.08
"1867","RWA","Rwanda",2000,26.039,4.968,0,0.188,0.188,0,0,68.805,0,8.55
"1868","RWA","Rwanda",2001,28.631,4.556,0,0.18,0.178,0,0,66.634,0,9.584
"1869","RWA","Rwanda",2002,29.794,4.339,0,0.22,0.22,0,0,65.648,0,10.605
"1870","RWA","Rwanda",2003,28.498,4.831,0,0.01,0.01,0,0,66.662,0,10.546
"1871","RWA","Rwanda",2004,25.727,7.421,0,0.029,0.028,0,0,66.823,0,10.606
"1872","RWA","Rwanda",2005,28.585,6.865,0,0.025,0.024,0,0,64.525,0,10.673
"1873","RWA","Rwanda",2006,31.016,5.529,0,0.013,0.013,0,0,63.442,0,11.272
"1874","RWA","Rwanda",2007,33.628,6.493,0,0.011,0.01,0,0,59.868,0,11.498
"1875","RWA","Rwanda",2008,34.851,6.586,0,0.007,0.007,0,0,58.555,0,12.469
"1876","RWA","Rwanda",2009,34.677,6.601,0,0.02,0.02,0,0,58.702,0,12.099
"1877","RWA","Rwanda",2010,36.206,6.406,0,0.022,0.022,0,0,57.366,0,12.345
"1878","RWA","Rwanda",2011,36.357,6.631,0,0.013,0.013,0,0,57,0,13.01
"1879","RWA","Rwanda",2012,38.185,6.645,0,0.004,0.004,0,0,55.165,0,13.733
"1880","RWA","Rwanda",2013,40.532,6.988,0,0.002,0.002,0,0,52.477,0,15.041
"1881","RWA","Rwanda",2014,37.297,6.416,0,0.002,0.002,0,0,56.285,0,15.401
"1882","RWA","Rwanda",2015,38.073,5.985,0,0.063,0.063,0,0,55.878,0,16.223
"1883","RWA","Rwanda",2016,38.582,6.697,0,0.07,0.07,0,0,54.651,0,16.306
"1884","RWA","Rwanda",2017,39.117,6.001,0,0.093,0.093,0,0,54.789,0,16.221
"1885","RWA","Rwanda",2018,40.331,5.947,0,0.092,0.092,0,0,53.63,0,16.879
"1886","RWA","Rwanda",2019,39.762,5.855,0,0.133,0.133,0,0,54.25,0,17.304
"1887","RWA","Rwanda",2020,41.298,6.219,0,0.91,0.91,0,0,51.573,0,17.102
"1888","RWA","Rwanda",2021,42.615,5.743,0,0.803,0.803,0,0,50.84,0,16.997
"1889","SEN","Senegal",1997,20.956,3.945,1.353,2.371,0,0,0.522,69.89,1.485,12.192
"1890","SEN","Senegal",1998,21.944,3.982,1.356,1.89,0,0,0.416,68.99,1.838,12.143
"1891","SEN","Senegal",1999,19.619,3.933,1.232,2.249,0,0,0.495,71.539,1.428,12.599
"1892","SEN","Senegal",2000,22.13,3.972,1.192,2.003,0,0,0.441,69.184,1.52,13.096
"1893","SEN","Senegal",2001,20.52,4.081,1.181,2.395,0,0,0.527,70.01,1.813,12.617
"1894","SEN","Senegal",2002,21.229,4.132,1.061,2.332,0,0,0.513,69.372,1.874,13.5
"1895","SEN","Senegal",2003,21.432,4.238,1.089,2.773,0,0,0.61,68.915,1.554,13.902
"1896","SEN","Senegal",2004,22.038,4.29,1.042,2.592,0,0,0.57,68.574,1.465,14.52
"1897","SEN","Senegal",2005,23.083,4.121,1.064,2.615,0,0,0.575,67.816,1.301,15.285
"1898","SEN","Senegal",2006,21.771,4.198,0.998,2.536,0,0,0.558,69.188,1.309,15.746
"1899","SEN","Senegal",2007,20.437,4.074,0.893,2.561,0,0,0.563,70.837,1.197,16.209
"1900","SEN","Senegal",2008,23.086,4.56,0.843,2.827,0,0,0.581,67.543,1.141,15.154
"1901","SEN","Senegal",2009,24.161,4.733,0.878,2.916,0,0,0.481,66.265,1.045,14.993
"1902","SEN","Senegal",2010,25.887,5.758,0.852,3.084,0,0,0.982,63.449,0.97,15.894
"1903","SEN","Senegal",2011,24.741,4.427,0.921,2.836,0,0,0.718,66.109,0.965,16.042
"1904","SEN","Senegal",2012,26.4,6.558,1.038,2.557,0,0,0.526,62.587,0.859,16.133
"1905","SEN","Senegal",2013,25.969,6.717,1.119,2.543,0,0,0.543,62.583,1.07,15.405
"1906","SEN","Senegal",2014,25.112,6.578,1.065,2.496,0,0,0.51,63.69,1.059,16.234
"1907","SEN","Senegal",2015,25.28,6.747,1.172,2.408,0,0,0.491,63.075,1.317,16.397
"1908","SEN","Senegal",2016,26.901,6.676,0.901,2.707,0,0,0.602,61.861,0.953,17.019
"1909","SEN","Senegal",2017,26.65,6.965,0.684,2.595,0,0,0.193,60.1,3.004,16.73
"1910","SEN","Senegal",2018,27.179,6.757,0.238,2.531,0,0,0.188,58.94,4.355,17.288
"1911","SEN","Senegal",2019,27.731,6.221,0.349,2.376,0,0,0.151,60.441,2.882,18.687
"1912","SEN","Senegal",2020,27.401,6.091,0.306,2.392,0,0,0.253,57.781,6.029,18.562
"1913","SEN","Senegal",2021,27.272,5.204,1.154,3.207,0.169,0,0.21,61.506,1.657,18.699
"1914","SGP","Singapore",2000,52.826,0,0,11.172,5.988,0,0.278,31.09,4.912,15.179
"1915","SGP","Singapore",2001,54.735,0,0,9.413,5.932,0,0.345,30.965,4.887,15.11
"1916","SGP","Singapore",2002,53.463,0,0,9.316,5.73,0,0.352,32.042,5.179,12.855
"1917","SGP","Singapore",2003,47.77,0,0,10.487,6.187,0,0.846,36.591,5.152,12.313
"1918","SGP","Singapore",2004,48.188,0,0,12.075,7.15,0,1.498,34.96,4.777,12.001
"1919","SGP","Singapore",2005,50.267,0,0,11.198,7.12,0,0.314,33.954,4.581,11.782
"1920","SGP","Singapore",2006,49.035,0,0,14.317,6.987,0,0.34,31.846,4.801,11.818
"1921","SGP","Singapore",2007,45.374,0,0,17.086,6.629,0,0.42,32.905,4.635,13.184
"1922","SGP","Singapore",2008,51.146,0,0,11.497,7.574,0,0.126,32.241,5.117,13.966
"1923","SGP","Singapore",2009,47.004,0,0,11.944,5.405,0,0.022,34.47,6.582,12.392
"1924","SGP","Singapore",2010,44.654,0,0,14.528,6.686,0,0.012,34.353,6.465,12.469
"1925","SGP","Singapore",2011,44.663,0,0,15.359,8.462,0,0.006,32.8,7.178,12.942
"1926","SGP","Singapore",2012,44.717,0,0,16.117,7.502,0,0.016,30.503,8.663,13.491
"1927","SGP","Singapore",2013,43.112,0,0,15.86,8.17,0,0.006,30.766,10.262,13.176
"1928","SGP","Singapore",2014,44.243,0,0,13.166,8.021,0,0.001,31.323,11.268,13.357
"1929","SGP","Singapore",2015,44.729,0,0,12.981,8.007,0,-0.001,31.73,10.56,13.049
"1930","SGP","Singapore",2016,44.938,0,0,13.012,7.426,0,0.001,31.752,10.298,13.041
"1931","SGP","Singapore",2017,48.318,0,0,14.082,6.69,0,0,28.53,9.07,13.831
"1932","SGP","Singapore",2018,46.551,0,0,13.981,7.022,0,0,29.454,10.013,12.892
"1933","SGP","Singapore",2019,48.097,0,0,13.247,7.039,0,0,28.777,9.88,13.173
