"","Country","Country_Name","Year","TaxRev_Income_IPC_1000","TaxRev_Social_SSC_2000","TaxRev_Payroll_PW_3000","TaxRev_Property_4000","TaxRev_ImmovProp_4100","TaxRev_NetWealth_4200","TaxRev_EIG_4300","TaxRev_GoodsServices_5000","TaxRev_Others_6000","TaxRev_TotalofGDP"
"546","MEX","Mexico",1995,32.594,21.77,1.276,2.409,1.734,0,0.001,39.574,2.378,10.11
"547","MEX","Mexico",1996,33.023,21.274,1.291,2.202,1.789,0,0.001,39.526,2.684,9.912
"548","MEX","Mexico",1997,34.758,18.521,1.679,1.926,1.448,0,0.001,40.805,2.311,10.5
"549","MEX","Mexico",1998,34.465,17.367,1.355,1.852,1.344,0,0,43.372,1.589,10.963
"550","MEX","Mexico",1999,34.397,16.779,1.34,1.708,1.242,0,0,44.298,1.477,11.728
"551","MEX","Mexico",2000,36.046,18.016,1.462,1.82,1.297,0,0,41.659,0.997,11.462
"552","MEX","Mexico",2001,35.362,17.745,1.542,1.94,1.392,0,0,42.462,0.95,12.194
"553","MEX","Mexico",2002,34.828,17.356,1.718,2.062,1.412,0,0,42.897,1.139,12.61
"554","MEX","Mexico",2003,34.876,17.762,2.369,2.065,1.434,0,0,42.024,0.904,12.671
"555","MEX","Mexico",2004,35.257,18.88,1.72,2.249,1.512,0,0,41.017,0.879,11.559
"556","MEX","Mexico",2005,37.003,19.011,1.883,2.466,1.532,0,0,38.56,1.076,11.362
"557","MEX","Mexico",2006,38.365,17.459,1.924,2.402,1.474,0,0,38.676,1.173,11.588
"558","MEX","Mexico",2007,40.091,17.128,2.031,2.399,1.405,0,0,37.127,1.223,12.014
"559","MEX","Mexico",2008,40.42,15.572,2,2.303,1.374,0,0,38.502,1.203,12.599
"560","MEX","Mexico",2009,39.037,17.263,2.108,2.34,1.508,0,0,37.466,1.786,12.467
"561","MEX","Mexico",2010,39.831,16.167,2.151,2.27,1.499,0,0,37.985,1.596,12.84
"562","MEX","Mexico",2011,41.269,16.154,2.242,2.2,1.534,0,0,36.404,1.731,12.767
"563","MEX","Mexico",2012,40.137,16.51,2.401,2.258,1.577,0,0,36.841,1.853,12.649
"564","MEX","Mexico",2013,44.203,16.255,2.449,2.135,1.447,0,0,33.055,1.903,13.304
"565","MEX","Mexico",2014,40.9,15.803,2.703,2.296,1.577,0,0,36.761,1.537,13.694
"566","MEX","Mexico",2015,41.665,13.856,2.378,1.953,1.285,0,0,38.638,1.51,15.903
"567","MEX","Mexico",2016,42.686,13.011,2.296,1.893,1.207,0,0,38.754,1.361,16.609
"568","MEX","Mexico",2017,44.569,13.258,2.384,1.923,1.267,0,0,36.378,1.488,16.08
"569","MEX","Mexico",2018,44.012,13.404,2.457,2.03,1.302,0,0,36.38,1.717,16.144
"570","MEX","Mexico",2019,42.4,13.816,2.535,1.984,1.265,0,0,37.647,1.618,16.345
"571","MEX","Mexico",2020,42.62,13.884,2.542,1.91,1.271,0,0,37.22,1.824,17.706
"572","MEX","Mexico",2021,42.742,13.749,2.626,2.026,1.261,0,0,37.012,1.844,17.255
"573","NLD","Netherlands",1990,32.263,37.421,0,3.655,1.638,0.53,0.5,26.418,0.243,39.698
"574","NLD","Netherlands",1991,33.432,37.374,0,3.573,1.573,0.568,0.513,25.401,0.219,41.728
"575","NLD","Netherlands",1992,31.426,38.943,0,3.6,1.597,0.526,0.526,25.789,0.242,41.389
"576","NLD","Netherlands",1993,32.695,38.643,0,3.802,1.641,0.579,0.546,24.59,0.271,41.581
"577","NLD","Netherlands",1994,28.063,41.168,0,4.184,1.718,0.591,0.678,26.319,0.266,39.733
"578","NLD","Netherlands",1995,27.308,39.537,0,4.209,1.863,0.547,0.629,28.546,0.4,37.248
"579","NLD","Netherlands",1996,28.057,37.934,0,4.526,1.858,0.503,0.688,29.099,0.384,37.345
"580","NLD","Netherlands",1997,27.315,38.107,0,4.798,1.881,0.563,0.697,29.423,0.357,36.798
"581","NLD","Netherlands",1998,26.869,38.03,0,4.984,1.917,0.51,0.784,29.778,0.339,36.254
"582","NLD","Netherlands",1999,26.03,38.525,0,5.112,1.831,0.5,0.828,29.86,0.473,37.158
"583","NLD","Netherlands",2000,25.929,38.677,0,5.273,1.855,0.494,0.889,29.655,0.466,36.907
"584","NLD","Netherlands",2001,27.135,35.734,0,5.05,1.94,0.053,0.762,31.473,0.608,35.612
"585","NLD","Netherlands",2002,27.619,35.204,0,5.281,2.018,0.028,0.966,31.282,0.614,35.014
"586","NLD","Netherlands",2003,25.64,36.916,0,5.075,2.157,0.021,0.818,31.899,0.47,34.804
"587","NLD","Netherlands",2004,24.858,37.125,0,5.263,2.236,0.024,0.821,32.336,0.417,34.809
"588","NLD","Netherlands",2005,27.291,34.502,0,5.483,2.251,0.031,0.886,32.211,0.513,35.013
"589","NLD","Netherlands",2006,27.236,35.963,0,4.668,1.59,-0.003,0.859,31.75,0.383,36.047
"590","NLD","Netherlands",2007,28.27,34.882,0,4.69,1.579,0.014,0.85,31.719,0.438,35.685
"591","NLD","Netherlands",2008,27.26,37.019,0,4.253,1.584,0.009,0.772,31.066,0.402,35.946
"592","NLD","Netherlands",2009,28.166,36.113,0,3.97,1.868,0.011,0.83,31.297,0.454,34.939
"593","NLD","Netherlands",2010,27.897,36.3,0,3.848,1.861,0.01,0.755,31.532,0.422,35.656
"594","NLD","Netherlands",2011,26.866,38.381,0,3.432,1.923,0.005,0.666,30.898,0.424,35.443
"595","NLD","Netherlands",2012,25.334,40.816,0,3.039,1.958,0.001,0.595,30.551,0.261,35.587
"596","NLD","Netherlands",2013,24.775,40.829,0,3.39,2.201,0,0.725,30.536,0.471,36.109
"597","NLD","Netherlands",2014,25.592,39.638,0,3.861,2.619,0,0.613,30.412,0.496,37.047
"598","NLD","Netherlands",2015,27.746,37.763,0,3.825,2.499,0,0.632,30.503,0.163,37.007
"599","NLD","Netherlands",2016,27.2,38.194,0,3.957,2.436,0,0.678,30.387,0.262,38.405
"600","NLD","Netherlands",2017,30.021,35.675,0,4.021,2.422,0,0.644,29.983,0.3,38.701
"601","NLD","Netherlands",2018,29.56,35.981,0,4.043,2.454,0,0.576,30.147,0.269,38.799
"602","NLD","Netherlands",2019,31.012,34.237,0,3.815,2.313,0,0.557,30.691,0.244,39.264
"603","NLD","Netherlands",2020,30.7,34.113,0,4.251,2.483,0,0.653,30.456,0.48,39.999
"604","NLD","Netherlands",2021,31.613,33.026,0,4.136,2.285,0,0.732,30.929,0.296,39.185
"605","NZL","New Zealand",1990,59.591,0,0,6.844,6.268,0,0.291,33.562,0.004,36.174
"606","NZL","New Zealand",1991,58.226,0,0,6.41,5.699,0,0.299,35.36,0.004,34.342
"607","NZL","New Zealand",1992,58.385,0,0,6.024,5.328,0,0.294,35.58,0.011,34.763
"608","NZL","New Zealand",1993,58.604,0,0,5.547,5.027,0,0.04,35.849,0,34.873
"609","NZL","New Zealand",1994,60.95,0,0,5.343,4.833,0,0,33.707,0,35.425
"610","NZL","New Zealand",1995,61.255,0,0,5.372,4.741,0,0.009,33.373,0,35.569
"611","NZL","New Zealand",1996,59.428,0,0,5.566,5.035,0,0,35.006,0,33.761
"612","NZL","New Zealand",1997,59.786,0,0,5.394,4.871,0,0,34.82,0,33.903
"613","NZL","New Zealand",1998,58.072,0,0,5.616,5.339,0,0.009,36.311,0,32.28
"614","NZL","New Zealand",1999,58,0,0,5.836,5.674,0,0.005,36.164,0,32.324
"615","NZL","New Zealand",2000,60.005,0,0,5.311,5.153,0,0.005,34.684,0,32.536
"616","NZL","New Zealand",2001,59.135,0,0,5.226,5.079,0,0.002,35.639,0,31.961
"617","NZL","New Zealand",2002,59.754,0,0,5.123,5.013,0,0.002,35.123,0,33.241
"618","NZL","New Zealand",2003,59.611,0,0,5.124,5.006,0,0.004,35.264,0,33.166
"619","NZL","New Zealand",2004,61.126,0,0,5.036,4.912,0,0.004,33.838,0,34.201
"620","NZL","New Zealand",2005,62.972,0,0,4.904,4.759,0,0.005,32.1,0.024,36.091
"621","NZL","New Zealand",2006,62.135,0,0,5.179,5.027,0,0.003,32.662,0.024,35.297
"622","NZL","New Zealand",2007,62.936,0,0,5.335,5.187,0,0.005,31.68,0.048,33.92
"623","NZL","New Zealand",2008,60.335,0,0,5.907,5.761,0,0.002,33.745,0.013,32.922
"624","NZL","New Zealand",2009,56.9,0,0,6.483,6.342,0,0.003,36.602,0.015,30.228
"625","NZL","New Zealand",2010,53.754,0,0,6.61,6.469,0,0.003,39.628,0.008,30.298
"626","NZL","New Zealand",2011,53.034,0,0,6.646,6.509,0,0,40.312,0.008,30.079
"627","NZL","New Zealand",2012,54.865,0,0,6.336,6.215,0,0,38.795,0.004,31.635
"628","NZL","New Zealand",2013,54.601,0,0,6.352,6.223,0,0,39.043,0.004,30.46
"629","NZL","New Zealand",2014,54.586,0,0,6.256,6.126,0,0,39.155,0.003,31.193
"630","NZL","New Zealand",2015,54.876,0,0,6.191,6.088,0,0,38.931,0.002,31.491
"631","NZL","New Zealand",2016,55.595,0,0,6.075,5.984,0,0,38.322,0.008,31.405
"632","NZL","New Zealand",2017,55.608,0,0,5.976,5.86,0,0,38.415,0.001,31.316
"633","NZL","New Zealand",2018,56.305,0,0,5.844,5.739,0,0,37.849,0.002,32.18
"634","NZL","New Zealand",2019,55.123,0,0,6.16,6.059,0,0,38.715,0.002,31.397
"635","NZL","New Zealand",2020,56.488,0,0,5.501,5.425,0,0,38.01,0.001,33.703
"636","NZL","New Zealand",2021,58.561,0,0,5.547,5.47,0,0,35.892,0.001,34.569
"637","NOR","Norway",1990,35.217,26.295,0,2.945,0.734,1.696,0.148,35.539,0.004,40.249
"638","NOR","Norway",1991,35.967,26.111,0,2.875,0.711,1.697,0.15,35.043,0.004,40.368
"639","NOR","Norway",1992,32.784,26.921,0,2.901,0.806,1.648,0.194,37.39,0.003,39.532
"640","NOR","Norway",1993,33.765,25.144,0,2.705,0.812,1.394,0.199,38.383,0.004,38.657
"641","NOR","Norway",1994,34.755,24.11,0,2.731,0.779,1.446,0.18,38.399,0.005,39.952
"642","NOR","Norway",1995,35.705,23.888,0,2.861,0.736,1.512,0.257,37.541,0.004,39.367
"643","NOR","Norway",1996,36.914,23.418,0,2.847,0.732,1.483,0.248,36.817,0.004,39.292
"644","NOR","Norway",1997,38.483,22.741,0,2.708,0.621,1.43,0.226,36.064,0.005,40.093
"645","NOR","Norway",1998,37.26,23.525,0,2.404,0.561,1.18,0.246,36.804,0.007,41.194
"646","NOR","Norway",1999,37.639,23.699,0,2.474,0.509,1.198,0.195,36.061,0.127,41.509
"647","NOR","Norway",2000,45.254,21.047,0,2.297,0.434,1.227,0.203,31.403,0,41.613
"648","NOR","Norway",2001,45.283,21.627,0,2.29,0.42,1.221,0.203,30.8,0,41.814
"649","NOR","Norway",2002,43.865,22.925,0,2.381,0.437,1.272,0.189,30.828,0,42.137
"650","NOR","Norway",2003,43.971,23.089,0,2.483,0.477,1.295,0.227,30.457,0,41.471
"651","NOR","Norway",2004,46.586,21.705,0,2.526,0.468,1.318,0.22,29.182,0,42.197
"652","NOR","Norway",2005,49.292,20.45,0,2.535,0.511,1.264,0.209,27.724,0,42.399
"653","NOR","Norway",2006,50.207,19.913,0,2.478,0.516,1.223,0.218,27.402,0,42.544
"654","NOR","Norway",2007,48.057,20.711,0,2.694,0.564,1.307,0.261,28.537,0,41.831
"655","NOR","Norway",2008,50.605,20.836,0,2.548,0.576,1.313,0.183,26.011,0,41.033
"656","NOR","Norway",2009,45.968,23.324,0,2.734,0.651,1.331,0.243,27.975,0,40.921
"657","NOR","Norway",2010,47.284,22.431,0,2.635,0.656,1.218,0.219,27.65,0,41.581
"658","NOR","Norway",2011,48.855,22.107,0,2.542,0.646,1.173,0.15,26.496,0,41.664
"659","NOR","Norway",2012,48.428,22.567,0,2.685,0.654,1.291,0.154,26.32,0,41.144
"660","NOR","Norway",2013,45.644,23.916,0,2.847,0.726,1.339,0.184,27.594,0,39.571
"661","NOR","Norway",2014,42.565,25.677,0,2.976,0.791,1.402,0.154,28.782,0,38.491
"662","NOR","Norway",2015,39.768,27.199,0,2.846,0.935,1.181,0.025,30.186,0,38.188
"663","NOR","Norway",2016,38.039,27.469,0,3.141,1.02,1.391,0.017,31.352,0,38.654
"664","NOR","Norway",2017,39.101,26.593,0.148,3.28,1.065,1.484,0.007,30.878,0,38.456
"665","NOR","Norway",2018,41.762,25.539,0.141,3.127,1.015,1.422,0.005,29.431,0,39.118
"666","NOR","Norway",2019,40.908,26.393,0.141,3.243,1.032,1.486,0.003,29.315,0,39.718
"667","NOR","Norway",2020,36.335,28.448,0.154,3.418,1.106,1.461,0.005,31.646,0,38.714
"668","NOR","Norway",2021,49.006,22.494,0.124,2.958,0.871,1.351,0.003,25.418,0,42.449
"669","POL","Poland",1991,21.848,31.874,16.635,3.933,3.124,0,0.058,25.706,0.003,33.99
"670","POL","Poland",1992,30.293,32.999,4.68,3.476,2.685,0,0.062,28.546,0.006,36.139
"671","POL","Poland",1993,30.607,30.897,2.026,3.443,2.676,0,0.054,33.006,0.02,39.175
"672","POL","Poland",1994,30.364,29.682,1.327,3.359,2.663,0,0.047,35.255,0.013,36.398
"673","POL","Poland",1995,29.847,30.314,0.658,3.462,2.836,0,0.035,35.514,0.204,36.577
"674","POL","Poland",1996,28.445,31.081,0.581,3.578,2.868,0,0.041,36.089,0.226,36.555
"675","POL","Poland",1997,28.203,31.921,0.616,3.74,3,0,0.046,35.272,0.248,36.059
"676","POL","Poland",1998,28.61,32.596,0.62,3.891,3.114,0,0.055,34.138,0.145,35.268
"677","POL","Poland",1999,20.637,39.021,0.495,4.136,3.194,0,0.062,35.584,0.127,34.956
"678","POL","Poland",2000,20.431,39.175,0.662,4.302,3.416,0,0.07,35.311,0.119,32.872
"679","POL","Poland",2001,18.316,40.854,0.583,5.081,4.412,0,0.085,35.075,0.092,32.829
"680","POL","Poland",2002,18.649,38.849,0.598,4.933,4.336,0,0.074,36.892,0.08,32.969
"681","POL","Poland",2003,18.161,38.823,0.652,4.682,4.124,0,0.065,37.603,0.078,32.443
"682","POL","Poland",2004,18.543,37.848,0.755,4.663,4.06,0,0.075,38.115,0.076,31.935
"683","POL","Poland",2005,19.445,36.841,0.782,4.509,3.895,0,0.074,38.332,0.091,32.965
"684","POL","Poland",2006,20.785,35.688,0.744,4.301,3.631,0,0.071,38.354,0.128,33.632
"685","POL","Poland",2007,22.805,34.061,0.749,4.162,3.286,0,0.08,38.096,0.127,34.634
"686","POL","Poland",2008,23.261,32.713,0.823,4.159,3.42,0,0.078,38.888,0.156,34.281
"687","POL","Poland",2009,21.58,35.325,0.88,4.283,3.696,0,0.073,37.781,0.151,31.368
"688","POL","Poland",2010,20.083,34.424,0.821,4.207,3.618,0,0.064,40.335,0.131,31.6
"689","POL","Poland",2011,19.974,34.968,0.839,4.032,3.511,0,0.056,40.057,0.13,32.067
"690","POL","Poland",2012,20.392,37.29,0.822,4.164,3.728,0,0.056,37.193,0.139,32.378
"691","POL","Poland",2013,19.612,38.364,0.757,4.378,3.929,0,0.048,36.694,0.194,32.395
"692","POL","Poland",2014,19.818,37.906,0.737,4.372,3.904,0,0.048,36.965,0.203,32.272
"693","POL","Poland",2015,20.046,38.265,0.69,4.218,3.802,0,0.042,36.669,0.111,32.474
"694","POL","Poland",2016,19.98,37.99,0.671,4.119,3.654,0,0.045,37.092,0.148,33.556
"695","POL","Poland",2017,20.251,37.549,0.661,3.992,3.503,0,0.043,37.402,0.145,34.239
"696","POL","Poland",2018,21.055,37.242,0.633,3.735,3.263,0,0.04,37.189,0.145,35.061
"697","POL","Poland",2019,21.432,37.553,0.736,3.601,3.13,0,0.04,36.538,0.139,35.178
"698","POL","Poland",2020,21.154,37.946,0.924,3.644,3.182,0,0.038,36.213,0.119,35.56
"699","POL","Poland",2021,21.671,35.337,1.505,3.491,2.906,0,0.044,37.863,0.133,36.698
"700","PRT","Portugal",1990,25.668,27.155,0,2.712,0.898,0,0.5,44.216,0.249,26.486
"701","PRT","Portugal",1991,27.62,27.123,0,2.681,0.95,0,0.568,42.349,0.227,27.53
"702","PRT","Portugal",1992,28.828,25.449,0,2.316,0.907,0,0.252,43.16,0.247,29.454
"703","PRT","Portugal",1993,27.518,26.813,0,2.436,1.035,0,0.235,42.803,0.429,28.029
"704","PRT","Portugal",1994,26.101,26.278,0,2.398,1.039,0,0.214,44.725,0.5,28.804
"705","PRT","Portugal",1995,26.419,26.282,0,3.176,1.193,0,0.219,44.076,0.047,29.184
"706","PRT","Portugal",1996,27.949,25.26,0,2.927,1.119,0,0.212,43.752,0.113,29.862
"707","PRT","Portugal",1997,28.251,25.909,0,2.955,1.106,0,0.234,42.767,0.118,29.799
"708","PRT","Portugal",1998,27.329,25.628,0,3.339,1.218,0,0.252,43.533,0.171,30.058
"709","PRT","Portugal",1999,28.071,25.202,0,3.75,1.239,0,0.255,42.784,0.192,30.837
"710","PRT","Portugal",2000,29.444,25.609,0,3.697,1.279,0,0.259,41.01,0.24,30.92
"711","PRT","Portugal",2001,28.181,26.639,0,3.48,1.286,0,0.218,41.447,0.253,30.707
"712","PRT","Portugal",2002,27.258,26.454,0,3.657,1.362,0,0.237,42.128,0.503,31.139
"713","PRT","Portugal",2003,25.112,27.419,0,3.68,1.578,0,0.239,43.511,0.278,30.108
"714","PRT","Portugal",2004,26.094,26.89,0,3.543,1.698,0,0.058,43.169,0.304,30.224
"715","PRT","Portugal",2005,25.074,26.552,0,3.769,1.687,0,0.052,44.256,0.349,30.943
"716","PRT","Portugal",2006,25.619,25.826,0,3.882,1.73,0,0.044,44.26,0.413,31.412
"717","PRT","Portugal",2007,27.817,25.597,0,4.169,1.804,0,0.017,42.04,0.377,31.846
"718","PRT","Portugal",2008,28.281,26.38,0,3.865,1.939,0,0.015,41.075,0.399,31.739
"719","PRT","Portugal",2009,27.893,28.721,0,3.767,2.04,0,0.001,39.173,0.445,29.796
"720","PRT","Portugal",2010,26.741,28.35,0,3.719,2.039,0,0.004,40.774,0.416,30.366
"721","PRT","Portugal",2011,28.256,27.615,0,3.402,2.135,0,0,40.342,0.385,32.228
"722","PRT","Portugal",2012,27.056,27.435,0,3.737,2.149,0,0,41.357,0.415,31.667
"723","PRT","Portugal",2013,32.228,26.141,0,3.307,2.312,0,0.003,37.911,0.413,33.968
"724","PRT","Portugal",2014,30.857,26.332,0,3.599,2.452,0,0,38.687,0.525,34.182
"725","PRT","Portugal",2015,30.365,26.19,0,3.734,2.485,0,0,39.156,0.554,34.382
"726","PRT","Portugal",2016,28.798,26.635,0,3.764,2.377,0,0,40.179,0.624,34.051
"727","PRT","Portugal",2017,28.238,26.863,0,3.974,2.327,0,0,40.497,0.428,34.112
"728","PRT","Portugal",2018,28.286,26.905,0,4.169,2.311,0,0,40.062,0.578,34.656
"729","PRT","Portugal",2019,27.397,27.857,0,4.162,2.297,0,0,40.152,0.431,34.498
"730","PRT","Portugal",2020,27.703,29.702,0,4.096,2.315,0,0,37.87,0.63,35.164
"731","PRT","Portugal",2021,26.56,29.545,0,4.312,2.132,0,0,39.024,0.559,35.312
"732","SVK","Slovak Republic",1995,25.535,37.178,0,1.42,1.034,0,0.023,35.867,0,39.481
"733","SVK","Slovak Republic",1996,22.935,40.286,0,1.69,1.27,0,0.059,35.089,0,38.577
"734","SVK","Slovak Republic",1997,23.493,40.159,0,1.766,1.341,0,0.041,34.582,0,36.48
"735","SVK","Slovak Republic",1998,23.24,40.442,0,1.75,1.298,0,0.049,34.568,0,36.097
"736","SVK","Slovak Republic",1999,24.156,39.468,0,1.83,1.34,0,0.068,34.546,0,34.845
"737","SVK","Slovak Republic",2000,20.486,41.406,0,1.82,1.341,0,0.077,36.289,0,33.633
"738","SVK","Slovak Republic",2001,21.249,43.063,0,1.765,1.308,0,0.074,33.923,0,32.705
"739","SVK","Slovak Republic",2002,19.918,43.899,0,1.781,1.26,0,0.074,34.402,0,32.828
"740","SVK","Slovak Republic",2003,20.187,41.813,0,1.744,1.208,0,0.058,36.256,0,32.552
"741","SVK","Slovak Republic",2004,18.92,40.853,0,1.701,1.237,0,0.027,38.526,0,31.531
"742","SVK","Slovak Republic",2005,18.791,39.737,0,1.565,1.447,0,0.004,39.907,0,31.291
"743","SVK","Slovak Republic",2006,20.487,39.353,0,1.483,1.449,0,0.002,38.678,0,29.333
"744","SVK","Slovak Republic",2007,20.829,39.251,0,1.327,1.319,0,0.001,38.593,0,29.22
"745","SVK","Slovak Republic",2008,22.013,39.979,0,1.261,1.256,0,0.001,36.747,0,29.066
"746","SVK","Slovak Republic",2009,19.044,42.775,0,1.442,1.44,0,0,36.739,0,28.891
"747","SVK","Slovak Republic",2010,18.796,42.557,0,1.446,1.445,0,0,37.201,0,27.862
"748","SVK","Slovak Republic",2011,18.536,41.195,0,1.38,1.38,0,0,38.889,0,28.876
"749","SVK","Slovak Republic",2012,18.939,42.403,0,1.494,1.494,0,0,37.164,0,28.711
"750","SVK","Slovak Republic",2013,19.369,42.663,0,1.418,1.418,0,0,36.55,0,30.985
"751","SVK","Slovak Republic",2014,20.366,42.041,0,1.359,1.359,0,0,36.234,0,31.861
"752","SVK","Slovak Republic",2015,21.277,41.832,0,1.287,1.287,0,0,35.605,0,32.51
"753","SVK","Slovak Republic",2016,21.121,42.662,0,1.295,1.295,0,0,34.922,0,33.071
"754","SVK","Slovak Republic",2017,20.721,42.77,0,1.254,1.254,0,0,35.255,0,33.966
"755","SVK","Slovak Republic",2018,20.83,42.991,0,1.207,1.207,0,0,34.972,0,34.027
"756","SVK","Slovak Republic",2019,20.416,43.191,0,1.158,1.158,0,0,35.236,0,34.535
"757","SVK","Slovak Republic",2020,20.107,43.782,0,1.347,1.347,0,0,34.764,0,34.781
"758","SVK","Slovak Republic",2021,21.655,43.021,0,1.313,1.313,0,0,34.011,0,35.36
"759","ESP","Spain",1990,30.641,35.425,0,5.516,1.426,0.614,0.425,28.397,0.021,31.537
"760","ESP","Spain",1991,31.074,35.563,0,4.956,1.399,0.403,0.426,28.356,0.05,31.808
"761","ESP","Spain",1992,30,36.383,0,4.793,1.509,0.403,0.4,28.743,0.08,32.811
"762","ESP","Spain",1993,29.861,37.872,0,5.018,1.734,0.445,0.435,27.293,-0.044,31.865
"763","ESP","Spain",1994,28.281,37.306,0,5.633,1.94,0.473,0.567,28.64,0.139,31.898
"764","ESP","Spain",1995,29.091,35.977,0,5.696,1.912,0.528,0.593,29.231,0.006,31.307
"765","ESP","Spain",1996,29.119,35.615,0,5.66,1.871,0.522,0.628,29.602,0.005,31.11
"766","ESP","Spain",1997,29.237,35.133,0,6.265,1.903,0.557,0.645,29.355,0.01,31.949
"767","ESP","Spain",1998,28.911,34.477,0,5.988,1.919,0.592,0.589,30.623,0.001,32.762
"768","ESP","Spain",1999,28.059,34.715,0,6.193,1.903,0.62,0.59,31.033,0.001,33.136
"769","ESP","Spain",2000,28.09,34.88,0,6.458,1.863,0.66,0.644,30.571,0.001,33.05
"770","ESP","Spain",2001,28.142,35.684,0,6.286,1.874,0.617,0.604,29.888,0,32.796
"771","ESP","Spain",2002,29.219,35.166,0,6.697,1.83,0.57,0.603,28.918,0.001,33.244
"772","ESP","Spain",2003,27.896,35.493,0,7.435,1.85,0.549,0.647,29.175,0.001,33.095
"773","ESP","Spain",2004,28.225,34.629,0,8.039,1.856,0.519,0.674,29.106,0.002,34.042
"774","ESP","Spain",2005,29.371,33.371,0,8.56,1.85,0.525,0.74,28.696,0.002,35.243
"775","ESP","Spain",2006,30.549,32.722,0,8.934,1.853,0.56,0.728,27.792,0.002,35.999
"776","ESP","Spain",2007,33.214,32.45,0,8.205,1.859,0.633,0.741,26.129,0.003,36.414
"777","ESP","Spain",2008,30.445,37.052,0,7.188,2.231,0.811,0.817,25.313,0.002,32.103
"778","ESP","Spain",2009,29.728,40.499,0,6.845,2.793,0.197,0.838,22.926,0.003,29.679
"779","ESP","Spain",2010,27.952,37.917,0,6.609,2.881,0.205,0.719,27.519,0.002,31.282
"780","ESP","Spain",2011,28.711,37.942,0,6.274,3.069,0.201,0.668,27.071,0.003,31.19
"781","ESP","Spain",2012,29.687,36.105,0,6.558,3.356,0.434,0.685,27.645,0.004,32.368
"782","ESP","Spain",2013,28.904,34.59,0,7.177,3.501,0.606,0.738,29.307,0.022,33.105
"783","ESP","Spain",2014,28.611,34.341,0,7.427,3.543,0.537,0.767,29.567,0.055,33.872
"784","ESP","Spain",2015,28.146,33.683,0,7.638,3.461,0.522,0.765,30.481,0.052,33.827
"785","ESP","Spain",2016,28.092,33.961,0,7.651,3.435,0.536,0.719,30.252,0.045,33.58
"786","ESP","Spain",2017,28.411,34.083,0,7.485,3.351,0.532,0.689,29.99,0.031,33.852
"787","ESP","Spain",2018,29.261,33.875,0,7.325,3.219,0.532,0.644,29.492,0.047,34.645
"788","ESP","Spain",2019,28.637,35.329,0,7.08,3.124,0.519,0.582,28.919,0.035,34.663
"789","ESP","Spain",2020,29.053,37.429,0,6.736,3.218,0.559,0.605,26.754,0.029,36.844
"790","ESP","Spain",2021,29.826,35.475,0,7.215,2.967,0.509,0.766,27.445,0.038,37.796
"791","SWE","Sweden",1990,41.642,27.233,2.472,3.523,1.183,0.423,0.19,24.963,0.167,48.777
"792","SWE","Sweden",1991,37.003,29.059,3.463,4.03,2.128,0.323,0.201,26.393,0.051,46.854
"793","SWE","Sweden",1992,38.111,29.391,2.928,3.582,2.358,0.296,0.162,25.927,0.062,44.408
"794","SWE","Sweden",1993,40.923,27.291,1.296,3.207,2.048,0.393,0.129,27.223,0.061,43.732
"795","SWE","Sweden",1994,42.426,27.175,1.304,3.207,1.979,0.404,0.144,25.794,0.094,44.017
"796","SWE","Sweden",1995,39.268,27.646,2.072,2.707,1.776,0.417,0.162,28.14,0.167,45.063
"797","SWE","Sweden",1996,39.125,28.618,2.342,3.628,2.625,0.562,0.149,26.179,0.108,46.781
"798","SWE","Sweden",1997,39.353,28.026,3.106,3.79,2.778,0.559,0.184,25.625,0.1,47.66
"799","SWE","Sweden",1998,38.956,27.497,4.573,3.583,2.416,0.587,0.195,25.265,0.126,47.709
"800","SWE","Sweden",1999,40.431,23.919,7.201,3.531,2.136,0.787,0.197,24.828,0.09,48.23
"801","SWE","Sweden",2000,42.723,25.479,4.159,3.311,1.933,0.683,0.212,24.205,0.123,50.03
"802","SWE","Sweden",2001,38.805,28.03,4.334,3.114,1.799,0.55,0.218,25.556,0.162,47.123
"803","SWE","Sweden",2002,36.28,28.892,4.65,3.186,2.008,0.336,0.254,26.852,0.141,45.127
"804","SWE","Sweden",2003,37.337,27.881,4.856,3.136,1.949,0.398,0.202,26.708,0.082,45.526
"805","SWE","Sweden",2004,38.898,27.079,4.671,3.129,1.873,0.41,0.196,26.119,0.103,45.944
"806","SWE","Sweden",2005,40.336,26.251,4.503,2.893,1.813,0.36,0.079,25.92,0.097,47.305
"807","SWE","Sweden",2006,39.621,25.478,5.507,2.93,1.746,0.429,0.008,26.379,0.084,45.908
"808","SWE","Sweden",2007,38.92,26.053,5.585,2.429,1.737,0,0.002,26.894,0.119,44.912
"809","SWE","Sweden",2008,36.38,24.847,8.306,2.299,1.591,0,0.001,28.061,0.107,43.967
"810","SWE","Sweden",2009,35.404,24.472,8.397,2.343,1.731,0,0,29.248,0.136,43.697
"811","SWE","Sweden",2010,35.679,25.105,7.017,2.383,1.723,0,0.001,29.724,0.093,42.877
"812","SWE","Sweden",2011,35.036,23.141,9.93,2.335,1.763,0,0,29.445,0.112,41.962
"813","SWE","Sweden",2012,34.36,23.822,10.168,2.382,1.823,0,0,29.153,0.114,42.125
"814","SWE","Sweden",2013,34.853,23.186,10.597,2.535,1.945,0,0,28.718,0.111,42.5
