"","Country","Country_Name.x","Year","TaxRev_Income_IPC_1000","TaxRev_Social_SSC_2000","TaxRev_Payroll_PW_3000","TaxRev_Property_4000","TaxRev_ImmovProp_4100","TaxRev_NetWealth_4200","TaxRev_EIG_4300","TaxRev_GoodsServices_5000","TaxRev_Others_6000","TaxRev_TotalofGDP","wealth_gini","wealth_share_bottom50","wealth_share_top10","wealth_share_top1","Country_Name.y","e_peedgini","v2peedueq","v2x_corr","v2x_libdem","v2elfrfair","v2x_civlib","v2elpubfin"
"1","AUS","Australia",1995,55.361,0,6.825,8.799,4.673,0,0,29.015,0,28.213,0.719375058413419,0.0479,0.5557,0.2193,"Australia",9.163,2.322,0.032,0.849,1.691,0.952,1.772
"2","AUS","Australia",1996,56.307,0,6.75,8.989,4.596,0,0,27.954,0,28.854,0.719330988811265,0.0479,0.5556,0.2192,"Australia",8.359,2.322,0.032,0.849,1.667,0.952,1.772
"3","AUS","Australia",1997,56.57,0,6.689,9.197,4.591,0,0,27.543,0,28.611,0.719522025647905,0.0479,0.556,0.2195,"Australia",7.538,2.322,0.032,0.841,1.667,0.95,1.772
"4","AUS","Australia",1998,58.949,0,4.677,9.001,4.402,0,0,27.372,0,29.373,0.719612819011445,0.0479,0.5561,0.2196,"Australia",7.323,2.322,0.032,0.841,1.703,0.95,1.772
"5","AUS","Australia",1999,59.909,0,4.586,9.193,4.281,0,0,26.311,0,29.803,0.720588111458511,0.0477,0.5576,0.2208,"Australia",7.333,2.322,0.032,0.84,1.703,0.949,1.772
"6","AUS","Australia",2000,57.94,0,4.481,8.766,4.222,0,0,28.813,0,30.38,0.721171519871831,0.0474,0.5582,0.2214,"Australia",7.317,2.322,0.032,0.849,1.703,0.954,1.772
"7","AUS","Australia",2001,56.223,0,4.504,8.802,4.365,0,0,30.471,0,28.859,0.720049273832402,0.0478,0.5566,0.22,"Australia",7.227,2.322,0.032,0.845,1.678,0.954,1.772
"8","AUS","Australia",2002,56.158,0,4.362,8.973,4.361,0,0,30.507,0,29.736,0.720588111458511,0.0477,0.5576,0.2208,"Australia",7.18,2.322,0.032,0.836,1.678,0.952,1.772
"9","AUS","Australia",2003,56.392,0,4.355,9.468,4.457,0,0,29.785,0,29.833,0.720625415322303,0.0477,0.5577,0.2209,"Australia",7.083,2.322,0.032,0.836,1.678,0.952,1.772
"10","AUS","Australia",2004,58.308,0,4.411,8.706,4.528,0,0,28.574,0,30.134,0.721116277181096,0.0474,0.5581,0.2212,"Australia",6.987,2.322,0.032,0.836,1.65,0.952,1.772
"11","AUS","Australia",2005,58.953,0,4.518,8.617,4.458,0,0,27.913,0,29.835,0.72151344584617,0.0473,0.5587,0.2218,"Australia",6.877,2.322,0.032,0.835,1.65,0.952,1.772
"12","AUS","Australia",2006,58.782,0,4.616,9.193,4.647,0,0,27.41,0,29.284,0.722768146553577,0.0472,0.5613,0.2241,"Australia",6.779,2.322,0.032,0.835,1.65,0.952,1.772
"13","AUS","Australia",2007,59.444,0,4.731,8.977,4.503,0,0,26.848,0,29.409,0.721475188135699,0.0474,0.5588,0.222,"Australia",6.676,2.322,0.032,0.836,2.059,0.952,1.772
"14","AUS","Australia",2008,58.933,0,5.133,8.279,5.241,0,0,27.654,0,26.727,0.721217897758436,0.0476,0.5585,0.2228,"Australia",6.585,2.322,0.032,0.847,2.059,0.956,1.772
"15","AUS","Australia",2009,55.657,0,5.224,9.629,5.641,0,0,29.489,0,25.402,0.721360307533331,0.0474,0.5586,0.2218,"Australia",6.398,2.322,0.032,0.847,2.059,0.956,1.772
"16","AUS","Australia",2010,56.674,0,5.184,9.39,5.58,0,0,28.752,0,25.151,0.721383434146077,0.0474,0.5587,0.2218,"Australia",6.335,2.322,0.032,0.857,2.201,0.955,1.608
"17","AUS","Australia",2011,58.904,0,5.25,8.682,5.366,0,0,27.165,0,25.786,0.722584230731997,0.0472,0.5605,0.2255,"Australia",NA,2.322,0.032,0.861,2.201,0.955,1.608
"18","AUS","Australia",2012,57.956,0,5.201,8.737,5.292,0,0,28.106,0,26.82,0.724851979231715,0.047,0.5647,0.232,"Australia",NA,2.322,0.032,0.861,2.201,0.952,1.608
"19","AUS","Australia",2013,57.067,0,5.151,9.492,5.474,0,0,28.29,0,26.974,0.726614593825957,0.0464,0.5672,0.2341,"Australia",NA,1.829,0.035,0.838,2.213,0.946,1.608
"20","AUS","Australia",2014,57.802,0,5.164,10.26,5.682,0,0,26.774,0,27.174,0.726584393525201,0.0464,0.5672,0.2343,"Australia",NA,1.829,0.034,0.828,2.213,0.947,1.608
"21","AUS","Australia",2015,56.724,0,5.069,10.672,5.784,0,0,27.535,0,27.796,0.724577183900237,0.047,0.5644,0.2293,"Australia",NA,1.829,0.034,0.839,2.213,0.948,1.608
"22","AUS","Australia",2016,57.321,0,4.917,10.757,5.939,0,0,27.005,0,27.519,0.723623162492174,0.0471,0.5626,0.2268,"Australia",NA,1.829,0.033,0.845,2.022,0.948,1.608
"23","AUS","Australia",2017,58.694,0,4.852,10.065,5.761,0,0,26.389,0,28.546,0.725927650483442,0.0465,0.5661,0.2312,"Australia",NA,1.829,0.027,0.844,2.022,0.935,1.741
"24","AUS","Australia",2018,60.097,0,4.832,9.533,5.868,0,0,25.538,0,28.622,0.727100987298797,0.0465,0.5682,0.2348,"Australia",NA,1.829,0.032,0.832,2.022,0.934,1.741
"25","AUS","Australia",2019,59.174,0,4.682,9.835,6.159,0,0,26.309,0,27.729,0.726901679899356,0.0465,0.5678,0.2341,"Australia",NA,1.829,0.029,0.791,1.37,0.931,1.621
"26","AUS","Australia",2020,58.947,0,4.47,10.083,5.841,0,0,26.499,0,28.368,0.725695243125813,0.0467,0.5659,0.2306,"Australia",NA,1.829,0.029,0.81,1.37,0.931,1.621
"27","AUS","Australia",2021,61.512,0,4.321,10.89,5.36,0,0,23.277,0,29.482,0.728304398998858,0.0463,0.57,0.2386,"Australia",NA,1.501,0.029,0.804,1.37,0.92,1.621
"28","AUT","Austria",1995,26.129,35.649,6.884,1.483,0.628,0.08,0.113,29.038,0.818,41.271,0.791217416091717,0.0081,0.6058,0.2227,"Austria",6.959,1.643,0.088,0.774,1.674,0.94,2.843
"29","AUT","Austria",1996,27.643,34.566,6.575,1.422,0.606,0.053,0.115,29.013,0.782,42.641,0.791440689007366,0.008,0.6061,0.223,"Austria",6.631,1.643,0.088,0.78,1.674,0.949,2.843
"30","AUT","Austria",1997,28.495,33.824,6.419,1.327,0.59,0.027,0.11,29.123,0.813,43.44,0.792080605274149,0.0079,0.6071,0.2239,"Austria",6.283,1.643,0.088,0.78,1.674,0.949,2.843
"31","AUT","Austria",1998,28.803,33.623,6.367,1.316,0.582,0.008,0.122,28.97,0.92,43.447,0.79289562384246,0.0077,0.6084,0.225,"Austria",5.941,1.643,0.088,0.778,1.677,0.949,2.843
"32","AUT","Austria",1999,28.199,33.797,6.4,1.329,0.586,0.008,0.136,29.466,0.81,43.09,0.792078598798248,0.0081,0.6075,0.2266,"Austria",6.545,1.643,0.088,0.778,1.705,0.949,2.843
"33","AUT","Austria",2000,28.291,33.778,6.408,1.336,0.583,0.001,0.123,29.335,0.852,42.285,0.792918929004507,0.0077,0.6085,0.225,"Austria",6.259,1.643,0.097,0.785,1.705,0.949,2.843
"34","AUT","Austria",2001,31.031,32.456,6.198,1.3,0.563,0,0.171,28.196,0.819,43.886,0.791865079728222,0.008,0.6068,0.2236,"Austria",5.594,1.643,0.111,0.785,1.705,0.949,2.843
"35","AUT","Austria",2002,29.334,32.925,6.339,1.246,0.574,0,0.153,29.287,0.868,42.697,0.792787158452629,0.0078,0.6082,0.2248,"Austria",4.929,1.643,0.111,0.785,1.689,0.949,2.843
"36","AUT","Austria",2003,29.132,33.224,6.365,1.284,0.587,0,0.16,29.173,0.823,42.409,0.795163903293727,0.0073,0.612,0.2287,"Austria",4.349,1.643,0.1,0.782,1.689,0.949,2.843
"37","AUT","Austria",2004,28.921,33.403,6.273,1.287,0.579,0,0.152,29.232,0.882,41.958,0.793235811243967,0.0079,0.6094,0.2288,"Austria",5.735,1.643,0.119,0.783,1.723,0.949,2.843
"38","AUT","Austria",2005,28.333,33.885,6.309,1.32,0.582,0,0.134,29.324,0.829,41.012,0.795812792145064,0.0075,0.6137,0.2338,"Austria",5.174,1.643,0.119,0.784,1.723,0.949,2.843
"39","AUT","Austria",2006,28.682,34.029,6.344,1.395,0.567,0,0.122,28.712,0.838,40.408,0.798648209287741,0.0068,0.6179,0.2369,"Austria",4.592,1.643,0.104,0.787,1.882,0.949,2.843
"40","AUT","Austria",2007,29.804,33.395,6.31,1.365,0.544,0,0.135,28.319,0.806,40.548,0.795374915476231,0.0075,0.6129,0.2328,"Austria",4.033,1.643,0.083,0.8,1.882,0.949,2.843
"41","AUT","Austria",2008,30.611,33.034,6.515,1.262,0.535,0,0.112,27.794,0.784,41.391,0.796545303969822,0.0074,0.615,0.2364,"Austria",4.036,1.643,0.083,0.799,1.857,0.947,2.843
"42","AUT","Austria",2009,27.77,34.422,6.899,1.28,0.565,0,0.098,28.792,0.837,40.98,0.794090509753531,0.0079,0.611,0.2318,"Austria",4.177,1.643,0.083,0.797,1.857,0.947,2.843
"43","AUT","Austria",2010,28.072,34.179,6.897,1.283,0.563,0,0.029,28.665,0.903,40.958,0.794926137774496,0.0077,0.6123,0.2331,"Austria",4.195,1.643,0.083,0.795,1.863,0.947,2.843
"44","AUT","Austria",2011,28.289,33.993,6.866,1.236,0.544,0,0.026,28.901,0.715,41.119,0.789395478135418,0.0111,0.6084,0.2493,"Austria",NA,1.643,0.088,0.792,1.863,0.946,2.843
"45","AUT","Austria",2012,28.602,33.749,6.88,1.326,0.533,0,0.016,28.722,0.72,41.767,0.784408727451904,0.0149,0.6074,0.2654,"Austria",NA,1.643,0.083,0.797,1.863,0.947,2.843
"46","AUT","Austria",2013,28.814,33.922,6.871,1.695,0.533,0,0.014,28.024,0.674,42.635,0.777906830426986,0.0196,0.6061,0.2802,"Austria",NA,1.643,0.059,0.797,1.839,0.95,2.843
"47","AUT","Austria",2014,29.338,33.96,6.875,1.399,0.526,0,0.003,27.873,0.556,42.699,0.773569425810763,0.0226,0.6042,0.2907,"Austria",NA,1.643,0.059,0.796,1.839,0.95,2.843
"48","AUT","Austria",2015,30.172,33.587,6.763,1.324,0.513,0,0.008,27.658,0.497,43.126,0.773780233374339,0.0232,0.6071,0.2902,"Austria",NA,1.643,0.059,0.795,1.839,0.948,2.843
"49","AUT","Austria",2016,27.978,34.711,6.966,1.308,0.516,0,0.002,28.535,0.502,41.753,0.771152215430533,0.0251,0.6072,0.2875,"Austria",NA,1.643,0.059,0.767,1,0.948,2.843
"50","AUT","Austria",2017,28.279,34.863,6.624,1.256,0.521,0,0,28.463,0.515,41.871,0.768791725445425,0.0281,0.612,0.2932,"Austria",NA,1.643,0.069,0.771,1.933,0.939,2.843
"51","AUT","Austria",2018,29.332,34.806,6.397,1.29,0.496,0,0.005,27.698,0.476,42.261,0.770633939110667,0.0279,0.6151,0.2987,"Austria",NA,1.643,0.075,0.754,1.933,0.926,2.843
"52","AUT","Austria",2019,29.475,34.908,6.366,1.275,0.49,0,0,27.495,0.481,42.615,0.769897444587315,0.028,0.6139,0.2973,"Austria",NA,2.37,0.085,0.773,1.703,0.918,2.843
"53","AUT","Austria",2020,27.779,36.809,6.515,1.369,0.537,0,0,27.1,0.429,42.086,0.769174662527575,0.0281,0.6127,0.2951,"Austria",NA,2.431,0.07,0.756,1.703,0.919,2.843
"54","AUT","Austria",2021,29.51,35.415,6.455,1.455,0.506,0,0,26.743,0.422,43.284,0.771683779114198,0.0278,0.6169,0.3028,"Austria",NA,2.015,0.114,0.751,1.703,0.917,2.843
"55","BEL","Belgium",1995,38.118,32.772,0,3.82,1.024,0.008,0.763,25.29,0,42.837,0.672550187001903,0.0756,0.5263,0.1781,"Belgium",17.166,3.35,0.039,0.81,1.848,0.963,3.609
"56","BEL","Belgium",1996,37.671,32.538,0,4.109,1.12,0.011,0.841,25.682,0,43.351,0.672758205267325,0.0756,0.5266,0.1784,"Belgium",17.155,3.35,0.039,0.814,1.848,0.963,3.609
"57","BEL","Belgium",1997,38.195,31.789,0,4.39,1.122,0.058,0.773,25.627,0,43.812,0.672857219588527,0.0756,0.5268,0.1785,"Belgium",17.177,3.35,0.021,0.814,1.848,0.963,3.609
"58","BEL","Belgium",1998,38.918,31.458,0,4.667,1.09,0.065,0.863,24.957,0,44.437,0.672642369751362,0.0756,0.5264,0.1783,"Belgium",17.248,3.35,0.021,0.811,1.848,0.963,3.609
"59","BEL","Belgium",1999,37.93,31.464,0,4.661,1.047,0.075,0.884,25.946,0,44.239,0.673190806464172,0.0755,0.5273,0.1794,"Belgium",17.193,3.35,0.021,0.815,1.839,0.963,3.609
"60","BEL","Belgium",2000,38.624,30.806,0,4.698,1.036,0.082,0.979,25.872,0,43.849,0.672653915368299,0.0756,0.5265,0.1783,"Belgium",17.293,3.35,0.021,0.819,1.839,0.963,3.609
"61","BEL","Belgium",2001,39.163,31.325,0,4.539,1.012,0.083,0.981,24.973,0,43.692,0.672519744410852,0.0756,0.5262,0.1784,"Belgium",17.192,3.35,0.021,0.819,1.839,0.963,3.609
"62","BEL","Belgium",2002,38.715,31.672,0,4.49,1.073,0.086,0.977,25.069,0.054,43.913,0.672076281505523,0.0757,0.5254,0.1778,"Belgium",17.095,3.35,0.021,0.819,1.839,0.963,3.609
"63","BEL","Belgium",2003,38.082,31.847,0,4.717,1.112,0.085,1.06,25.301,0.053,43.344,0.672060268282301,0.0757,0.5254,0.1777,"Belgium",16.941,3.35,0.021,0.82,1.825,0.963,3.609
"64","BEL","Belgium",2004,37.96,31.062,0,5.247,1.056,0.117,1.211,25.686,0.045,43.471,0.672554202657228,0.0756,0.5262,0.1784,"Belgium",16.77,3.35,0.021,0.796,1.825,0.961,3.609
"65","BEL","Belgium",2005,36.364,30.677,0.003,6.971,2.85,0.14,1.301,25.933,0.051,43.357,0.672435639128134,0.0756,0.526,0.1784,"Belgium",16.543,3.35,0.021,0.811,1.825,0.964,3.609
"66","BEL","Belgium",2006,36.114,30.689,0.004,7.273,2.855,0.149,1.388,25.869,0.05,43.218,0.673444145546927,0.0754,0.5276,0.1804,"Belgium",16.391,3.35,0.021,0.815,1.825,0.964,3.609
"67","BEL","Belgium",2007,35.802,31.107,0.004,7.154,2.811,0.171,1.392,25.892,0.041,42.92,0.674449831012957,0.0753,0.5293,0.1817,"Belgium",16.506,3.35,0.021,0.824,2.251,0.964,3.609
"68","BEL","Belgium",2008,35.997,31.63,0.004,7.02,2.821,0.159,1.434,25.311,0.038,43.593,0.673088028605804,0.0755,0.5269,0.1802,"Belgium",16.542,3.35,0.021,0.827,2.251,0.965,3.609
"69","BEL","Belgium",2009,33.889,33.441,0.004,6.926,3.001,0.141,1.386,25.7,0.04,42.699,0.672226191939647,0.0757,0.5256,0.1784,"Belgium",16.523,3.35,0.021,0.829,2.251,0.965,3.609
"70","BEL","Belgium",2010,34.191,32.44,0.004,7.226,2.975,0.152,1.457,26.116,0.023,42.882,0.672735673281377,0.0756,0.5264,0.1795,"Belgium",16.615,3.35,0.021,0.831,2.212,0.965,3.609
"71","BEL","Belgium",2011,34.71,32.365,0.005,7.298,2.967,0.156,1.488,25.596,0.026,43.508,0.672441674710875,0.0745,0.5224,0.1771,"Belgium",NA,3.35,0.021,0.835,2.212,0.965,3.609
"72","BEL","Belgium",2012,34.642,32.17,0.005,7.386,2.862,0.192,1.594,25.771,0.027,44.331,0.663338553347486,0.0775,0.5103,0.1668,"Belgium",NA,3.35,0.021,0.835,2.212,0.965,3.609
"73","BEL","Belgium",2013,35.446,31.839,0.004,7.803,2.932,0.255,1.75,24.881,0.026,45.033,0.659165657556535,0.0788,0.5047,0.1617,"Belgium",NA,2.559,0.021,0.834,2.212,0.965,3.609
"74","BEL","Belgium",2014,35.802,31.652,0.004,7.905,2.962,0.346,1.53,24.614,0.024,44.75,0.663271955387771,0.0767,0.5085,0.1644,"Belgium",NA,2.559,0.021,0.833,2.183,0.965,3.609
"75","BEL","Belgium",2015,35.644,31.917,0.005,7.838,2.955,0.359,1.63,24.576,0.021,44.115,0.667971599316697,0.0747,0.5163,0.1635,"Belgium",NA,2.559,0.021,0.832,2.183,0.962,3.609
"76","BEL","Belgium",2016,35.533,31.143,0.004,8.026,3.027,0.567,1.573,25.293,0,43.288,0.669659062314796,0.0726,0.5178,0.1554,"Belgium",NA,2.559,0.021,0.832,2.183,0.962,3.609
"77","BEL","Belgium",2017,36.521,30.62,0.004,7.897,2.952,0.476,1.6,24.958,0,43.797,0.672242360804198,0.0702,0.5208,0.1475,"Belgium",NA,2.559,0.021,0.83,2.183,0.961,3.609
"78","BEL","Belgium",2018,36.819,30.271,0.004,7.853,2.82,0.472,1.585,25.054,0,43.824,0.673245905181243,0.0701,0.5225,0.149,"Belgium",NA,2.559,0.021,0.83,2.183,0.961,3.609
"79","BEL","Belgium",2019,35.386,31.104,0.004,8.063,3.029,0.454,1.447,25.442,0,42.389,0.673808850449042,0.0699,0.5234,0.1502,"Belgium",NA,2.559,0.021,0.833,2.089,0.961,3.609
"80","BEL","Belgium",2020,35.586,31.964,0.002,8.035,3.117,0.506,1.526,24.414,0,42.266,0.673318013244884,0.07,0.5227,0.1489,"Belgium",NA,2.559,0.021,0.818,2.089,0.953,3.609
"81","BEL","Belgium",2021,35.704,30.634,0.002,8.425,2.924,0.482,1.715,25.236,0,42.518,0.673916168408802,0.0699,0.5235,0.1505,"Belgium",NA,2.559,0.021,0.82,2.089,0.954,3.609
"82","CAN","Canada",1995,46.437,13.992,2.242,10.662,9.007,1.005,0.001,25.405,1.263,34.628,0.727998682856878,0.0464,0.5701,0.2328,"Canada",15.629,2.098,0.043,0.753,2.087,0.938,1.357
"83","CAN","Canada",1996,47.15,14.002,2.174,10.525,8.781,1.059,0,24.968,1.181,34.941,0.728677494874233,0.0462,0.5712,0.2332,"Canada",14.666,2.098,0.043,0.758,2.087,0.939,1.357
"84","CAN","Canada",1997,48.847,13.312,2.052,10.254,8.429,1.075,0.001,24.431,1.104,35.791,0.729732603047907,0.0459,0.5729,0.2349,"Canada",13.702,2.203,0.043,0.759,1.571,0.943,1.357
"85","CAN","Canada",1998,48.358,13.879,2.092,10.378,8.586,1.083,0.001,24.746,0.547,35.711,0.730260946218621,0.0458,0.5736,0.2362,"Canada",12.789,2.203,0.043,0.759,1.571,0.943,1.357
"86","CAN","Canada",1999,49.854,13.384,2.069,10.06,8.293,1.046,0.001,24.067,0.567,35.487,0.73092618562184,0.0458,0.5749,0.2376,"Canada",12.648,2.203,0.043,0.759,1.571,0.943,1.357
"87","CAN","Canada",2000,50.052,13.61,2.053,9.522,7.75,1.069,0.001,24.208,0.555,34.673,0.733896116366253,0.0455,0.5799,0.2448,"Canada",11.809,2.203,0.043,0.759,2.062,0.943,1.357
"88","CAN","Canada",2001,47.806,14.194,2.009,10.749,8.792,0.934,0,24.722,0.52,34.085,0.732848158610551,0.0455,0.5781,0.2427,"Canada",11.671,2.203,0.043,0.754,2.062,0.941,1.357
"89","CAN","Canada",2002,45.213,15.216,2.052,10.818,8.878,0.837,0,26.205,0.496,33.081,0.732301011739509,0.0456,0.5771,0.2413,"Canada",11.504,2.203,0.043,0.746,2.062,0.94,1.119
"90","CAN","Canada",2003,45.016,15.464,2.086,10.818,8.889,0.731,0,26.269,0.347,32.7,0.732518856829614,0.0455,0.5775,0.2415,"Canada",11.317,2.203,0.043,0.746,2.062,0.94,1.761
"91","CAN","Canada",2004,46.194,14.939,2.031,10.795,8.786,0.754,0,25.735,0.305,32.713,0.733916011927079,0.0454,0.5798,0.2451,"Canada",11.293,2.203,0.043,0.751,1.639,0.94,1.913
"92","CAN","Canada",2005,47.027,14.76,1.988,10.724,8.689,0.744,0,25.182,0.319,32.661,0.73540572423434,0.045,0.5822,0.2476,"Canada",11.089,2.203,0.043,0.751,1.639,0.94,1.913
"93","CAN","Canada",2006,48.439,14.569,1.961,10.589,8.617,0.682,0,24.374,0.068,32.725,0.736540402105192,0.045,0.5841,0.2497,"Canada",10.802,2.203,0.043,0.759,2.106,0.94,1.857
"94","CAN","Canada",2007,48.999,14.38,1.958,10.632,8.693,0.579,0,23.964,0.067,32.495,0.737129869591314,0.0447,0.5849,0.2502,"Canada",10.499,2.203,0.039,0.759,2.106,0.941,1.857
"95","CAN","Canada",2008,49.391,14.475,2.007,11.516,9.171,0.412,0.034,22.499,0.11,31.235,0.735872236190687,0.045,0.583,0.2492,"Canada",10.197,2.203,0.04,0.757,2.1,0.941,1.857
"96","CAN","Canada",2009,47.778,15.029,2.054,12.152,9.813,0.386,0.036,22.871,0.116,32.346,0.731897279306352,0.0456,0.5764,0.2391,"Canada",10.071,2.203,0.04,0.755,2.1,0.941,1.857
"97","CAN","Canada",2010,46.644,14.864,2.083,12.338,10.008,0.295,0.034,23.956,0.115,31.007,0.733528042591274,0.0455,0.5794,0.2434,"Canada",9.804,2.203,0.037,0.757,2.1,0.941,1.857
"98","CAN","Canada",2011,47.329,14.733,2.115,11.971,9.8,0.173,0.038,23.734,0.117,30.803,0.734193106205623,0.0453,0.5803,0.245,"Canada",NA,2.203,0.037,0.741,1.288,0.941,1.857
"99","CAN","Canada",2012,47.458,15.073,2.089,11.883,9.781,0.111,0.035,23.376,0.12,31.177,0.732944927835376,0.0455,0.5785,0.2424,"Canada",NA,2.203,0.037,0.734,1.288,0.942,1.721
"100","CAN","Canada",2013,47.583,15.264,2.108,11.896,9.755,0.07,0.037,23.032,0.118,31.132,0.734473896510877,0.0451,0.5807,0.2449,"Canada",NA,1.807,0.026,0.739,1.288,0.945,1.153
"101","CAN","Canada",2014,48.086,14.969,2.074,11.749,9.664,0.058,0.036,23.006,0.116,31.266,0.7353721211025,0.0451,0.5823,0.2472,"Canada",NA,1.807,0.026,0.741,1.288,0.945,1.153
"102","CAN","Canada",2015,48.195,14.752,2.029,11.906,9.59,0.057,0.041,23.004,0.115,32.82,0.736151410061012,0.045,0.5835,0.249,"Canada",NA,1.593,0.026,0.741,1.701,0.947,1.154
"103","CAN","Canada",2016,48.133,14.696,2.031,12.052,9.692,0.061,0.039,22.978,0.11,33.258,0.732540422032486,0.0455,0.5777,0.2416,"Canada",NA,1.593,0.026,0.76,1.701,0.944,1.154
"104","CAN","Canada",2017,48.391,13.994,2.022,11.898,9.455,0.062,0.043,23.581,0.114,33.044,0.735055695730608,0.045,0.5816,0.2461,"Canada",NA,2.209,0.026,0.767,1.701,0.938,1.382
"105","CAN","Canada",2018,49.256,13.888,1.986,11.501,9.174,0.06,0.045,23.251,0.118,33.482,0.73523509774472,0.045,0.5819,0.2468,"Canada",NA,2.209,0.026,0.759,1.701,0.939,1.382
"106","CAN","Canada",2019,48.967,14.16,2.271,11.694,9.356,0.06,0.045,22.783,0.125,33.082,0.734811457840209,0.0451,0.5813,0.246,"Canada",NA,2.209,0.028,0.766,2.157,0.943,1.382
"107","CAN","Canada",2020,50.98,14.04,2.243,11.704,9.408,0.06,0.044,20.916,0.117,34.7,0.733779161841994,0.0454,0.5798,0.2432,"Canada",NA,2.209,0.036,0.741,2.157,0.942,1.382
"108","CAN","Canada",2021,50.971,13.966,2.211,11.301,8.705,0.054,0.052,21.442,0.109,33.919,0.735804843251628,0.045,0.5829,0.249,"Canada",NA,2.209,0.036,0.747,2.016,0.943,1.382
"109","CZE","Czechia",1995,24.99,41.379,0,1.386,0.686,0,0.071,32.145,0.099,34.497,0.719256954127502,0.0479,0.5555,0.2192,"Czechia",NA,2.284,0.243,0.827,1.755,0.961,1.805
"110","CZE","Czechia",1996,22.574,42.977,0,1.477,0.659,0,0.077,32.911,0.061,33.108,0.719256954127502,0.0479,0.5555,0.2192,"Czechia",NA,2.284,0.243,0.826,1.779,0.961,1.805
"111","CZE","Czechia",1997,23.808,43.571,0,1.548,0.598,0,0.087,31.04,0.033,33.396,0.719256954127502,0.0479,0.5555,0.2192,"Czechia",NA,2.284,0.243,0.826,1.779,0.961,1.805
"112","CZE","Czechia",1998,23.128,44.3,0,1.574,0.594,0,0.079,30.976,0.023,32.298,0.719305923952874,0.0479,0.5556,0.2193,"Czechia",NA,2.284,0.243,0.818,1.748,0.961,1.805
"113","CZE","Czechia",1999,23.106,43.509,0,1.373,0.572,0,0.072,31.987,0.025,33.122,0.719305923952874,0.0479,0.5556,0.2193,"Czechia",NA,2.284,0.246,0.812,1.748,0.961,1.805
"114","CZE","Czechia",2000,22.79,44.265,0,1.411,0.579,0,0.076,31.488,0.046,32.335,0.719305923952874,0.0479,0.5556,0.2193,"Czechia",NA,2.284,0.249,0.81,1.748,0.961,1.805
"115","CZE","Czechia",2001,23.906,44.065,0,1.483,0.543,0,0.082,30.514,0.032,32.405,0.719330988811265,0.0479,0.5556,0.2192,"Czechia",NA,2.284,0.249,0.81,1.748,0.961,1.805
"116","CZE","Czechia",2002,24.758,44.083,0,1.441,0.511,0,0.084,29.692,0.026,33.275,0.719305923952874,0.0479,0.5556,0.2193,"Czechia",NA,2.284,0.249,0.821,1.765,0.961,1.755
"117","CZE","Czechia",2003,25.422,43.53,0,1.403,0.503,0,0.089,29.614,0.032,34.099,0.719330988811265,0.0479,0.5556,0.2192,"Czechia",NA,2.284,0.249,0.828,1.765,0.961,1.755
"118","CZE","Czechia",2004,24.999,42.341,0,1.098,0.466,0,0.058,31.534,0.028,34.495,0.719438986366015,0.0479,0.5559,0.2194,"Czechia",NA,2.284,0.249,0.83,1.765,0.962,1.755
"119","CZE","Czechia",2005,24.32,42.819,0,1.159,0.444,0,0.065,31.698,0.005,34.234,0.719730453287596,0.0479,0.5563,0.2197,"Czechia",NA,2.284,0.249,0.83,1.765,0.962,1.755
"120","CZE","Czechia",2006,24.583,43.641,0,1.177,0.42,0,0.067,30.596,0.003,33.842,0.721357616223074,0.0474,0.5584,0.223,"Czechia",NA,2.284,0.249,0.834,2.041,0.964,1.755
"121","CZE","Czechia",2007,24.903,43.566,0,1.177,0.389,0,0.035,30.351,0.002,34.102,0.723549734949671,0.0471,0.5621,0.2295,"Czechia",NA,2.284,0.249,0.837,2.041,0.964,1.755
"122","CZE","Czechia",2008,22.662,44.239,0,1.13,0.386,0,0.019,31.967,0.001,33.298,0.726618049356802,0.0466,0.5672,0.2364,"Czechia",NA,2.284,0.249,0.835,2.041,0.964,1.755
"123","CZE","Czechia",2009,21.227,43.953,0,1.11,0.502,0,0.018,33.692,0.017,32.088,0.723039292156358,0.047,0.5612,0.2281,"Czechia",NA,2.284,0.258,0.824,2.041,0.962,1.755
"124","CZE","Czechia",2010,20.199,44.762,0,1.272,0.68,0,0.017,33.755,0.012,32.229,0.725352020132675,0.0469,0.5652,0.2351,"Czechia",NA,2.408,0.233,0.816,2.06,0.962,1.823
"125","CZE","Czechia",2011,20.309,43.903,0,1.524,0.632,0,0.328,34.254,0.01,33.025,0.726268129723337,0.0466,0.5666,0.238,"Czechia",NA,2.408,0.238,0.82,2.06,0.963,1.823
"126","CZE","Czechia",2012,20.483,43.652,0,1.503,0.698,0,0.248,34.348,0.014,33.438,0.726943329512153,0.0463,0.5671,0.2375,"Czechia",NA,2.408,0.224,0.827,2.06,0.963,1.823
"127","CZE","Czechia",2013,20.784,43.183,0,1.376,0.705,0,0.015,34.653,0.005,33.71,0.727871607505307,0.0464,0.5691,0.2418,"Czechia",NA,2.408,0.229,0.793,2.027,0.959,1.823
"128","CZE","Czechia",2014,21.414,43.814,0,1.368,0.696,0,0,33.397,0.006,32.851,0.72998139093454,0.046,0.5726,0.2472,"Czechia",NA,2.408,0.225,0.782,2.027,0.957,1.823
