"","country","year","Wealth_Gini","Wealth_Share_bottom50","Wealth_Share_top10","Wealth_Share_top1","IncomePost_Gini","IncomePre_Gini","IncomeDispPost_Share_bottom50","IncomeDispPost_Share_top10","IncomeDispPost_Share_top1","iso3c"
"968","SK",2010,0.577771108428754,0.1269,0.4211,0.128,0.358643228731715,0.415377406220173,0.2491,1,0.098,"SVK"
"969","SK",2011,0.587442918052297,0.1204,0.4259,0.1352,0.353949826442136,0.401417263571862,0.2498,1,0.0862,"SVK"
"970","SK",2012,0.612871784220879,0.1059,0.4424,0.1513,0.347268861422656,0.394851138490409,0.2549,1,0.086,"SVK"
"971","SK",2013,0.633521733100984,0.0948,0.46,0.1711,0.354638760976229,0.414883217727564,0.256,1,0.1053,"SVK"
"972","SK",2014,0.64991974623743,0.0855,0.4743,0.1877,0.324215837068756,0.388325877170246,0.2754,1,0.0891,"SVK"
"973","SK",2015,0.663835653860616,0.0784,0.485,0.1874,0.337986019249087,0.405719930338122,0.2664,1,0.0996,"SVK"
"974","SK",2016,0.667937612599889,0.0755,0.4861,0.176,0.314271860788448,0.388724171972534,0.2797,1,0.0758,"SVK"
"975","SK",2017,0.678869690458136,0.0691,0.4917,0.168,0.289612958924035,0.373439867492678,0.2934,1,0.0683,"SVK"
"976","SK",2018,0.679081139352306,0.0691,0.4921,0.1685,0.302909980776871,0.381489068199315,0.2825,1,0.0635,"SVK"
"977","SK",2019,0.680571459818452,0.0687,0.4944,0.1725,0.283319901130358,0.372421619120985,0.2919,1,0.0606,"SVK"
"978","SK",2020,0.680352359150795,0.0688,0.4941,0.1719,0.283559169582306,0.375238358307865,0.2951,1,0.0543,"SVK"
"979","SK",2021,0.680596798530601,0.0687,0.4945,0.1725,0.283017881749103,0.3776773803121,0.2948,1,0.0549,"SVK"
