"","Country","Country_Name","Year","TaxRev_Income_IPC_1000","TaxRev_Social_SSC_2000","TaxRev_Payroll_PW_3000","TaxRev_Property_4000","TaxRev_ImmovProp_4100","TaxRev_NetWealth_4200","TaxRev_EIG_4300","TaxRev_GoodsServices_5000","TaxRev_Others_6000","TaxRev_TotalofGDP","Wealth_Gini","v2peedueq","v2x_corr","v2x_libdem","Unemployment_rate","GDP_constant_billions","GDP_current_billions"
"425","KOR","Korea",2009,28.466,23.366,0.249,11.622,3.237,0,0.888,31.808,4.489,22.703,0.739585765229293,3.156,0.175,0.678,3.363,1181.06136199354,943.941876218743
"426","KOR","Korea",2010,28.011,23.344,0.241,11.324,3.132,0,1.039,33.709,3.37,22.378,0.740373865039544,3.156,0.185,0.682,3.324,1261.43051984942,1143.67224114972
"427","KOR","Korea",2011,30.084,23.992,0.249,11.355,3.038,0,1.035,31.235,3.084,23.177,0.741817981288477,3.156,0.185,0.682,2.992,1307.9226581134,1253.28953750081
"428","KOR","Korea",2012,29.866,24.721,0.254,10.609,3.022,0,1.178,31.172,3.378,23.702,0.741235786532286,3.156,0.201,0.668,2.812,1339.34590533201,1278.04653628701
"429","KOR","Korea",2013,29.307,26.371,0.282,10.321,3.112,0,1.235,30.725,2.994,23.143,0.741644140061652,3.156,0.219,0.623,2.747,1381.73230087028,1370.6329553212
"430","KOR","Korea",2014,29.104,26.868,0.285,11.03,3.189,0,1.266,29.951,2.762,23.381,0.741747562019867,3.156,0.219,0.612,3.082,1425.98163937035,1484.4885262718
"431","KOR","Korea",2015,30.275,26.602,0.285,12.355,3.173,0,1.282,28.033,2.45,23.737,0.743455093052404,3.156,0.242,0.616,3.546,1466.03893620643,1466.03893620643
"432","KOR","Korea",2016,31.225,26.154,0.3,11.566,3.04,0,1.242,28.136,2.619,24.745,0.743682357346557,3.156,0.242,0.638,3.65,1509.24136955354,1499.67982390961
"433","KOR","Korea",2017,32.101,25.711,0.296,11.688,3.076,0,1.458,27.728,2.476,25.357,0.744318879543357,3.156,0.141,0.805,3.653,1556.92789927075,1623.0741835019
"434","KOR","Korea",2018,34.148,25.399,0.295,11.61,3.077,0,1.453,26.275,2.273,26.686,0.745182616764083,3.156,0.139,0.805,3.824,1602.19407976904,1725.37349682543
"435","KOR","Korea",2019,33.215,26.732,0.305,11.4,3.388,0,1.59,25.817,2.532,27.227,0.74382565286723,2.419,0.121,0.791,3.746,1638.14696019506,1651.42293244777
"436","KOR","Korea",2020,30.934,28.016,0.298,14.21,3.723,0,1.927,24.395,2.147,27.745,0.741600717264021,2.419,0.121,0.797,3.931,1626.52569404993,1644.31283190617
"437","KOR","Korea",2021,33.206,26.201,0.283,15.065,3.955,0,2.424,23.115,2.129,29.761,0.743374496339271,2.419,0.17,0.788,3.639,1696.54331194281,1818.43210688004
"438","LUX","Luxembourg",1995,40.179,26.997,0,7.148,0.318,4.884,0.281,25.547,0.128,35.992,0.754572975972991,3.15,0.056,0.793,2.918,30.604417464514,20.8530938697318
"439","LUX","Luxembourg",1996,40.326,26.748,0,7.669,0.313,5.423,0.292,25.137,0.119,36.459,0.755330244537657,3.15,0.056,0.793,3.286,31.0322900156547,20.8953146579805
"440","LUX","Luxembourg",1997,40.127,25.99,0,8.046,0.299,5.558,0.332,25.715,0.122,36.705,0.757633266674372,3.15,0.056,0.793,2.527,32.7141884019113,19.5638362652233
"441","LUX","Luxembourg",1998,38.913,26.183,0,8.739,0.299,6.059,0.25,25.983,0.182,37.382,0.760659637411784,3.15,0.056,0.793,2.763,34.8977008945582,20.1500533451878
"442","LUX","Luxembourg",1999,36.535,26.665,0,9.95,0.267,6.942,0.386,26.683,0.166,36.717,0.759727538101377,3.15,0.056,0.795,2.39,37.7506513039183,21.8993175988414
"443","LUX","Luxembourg",2000,36.496,26.128,0,10.688,0.247,7.44,0.271,26.554,0.134,37.025,0.760905405035032,3.15,0.056,0.796,2.345,40.3698406613785,21.2301829893036
"444","LUX","Luxembourg",2001,36.449,27.805,0,9.743,0.243,6.924,0.267,25.877,0.127,37.229,0.760132318898439,3.15,0.056,0.796,1.805,41.6109528759605,21.3875337032327
"445","LUX","Luxembourg",2002,36.907,28.038,0,8.057,0.232,5.789,0.346,26.698,0.301,37.415,0.757244384378765,3.15,0.056,0.796,2.621,42.9530795821566,23.6498333321655
"446","LUX","Luxembourg",2003,36.53,28.494,0,7.48,0.228,5.273,0.486,27.363,0.133,37.395,0.757509345217411,3.15,0.056,0.796,3.675,44.0781833479207,29.6672682481305
"447","LUX","Luxembourg",2004,33.248,28.884,0,7.802,0.237,5.449,0.398,29.936,0.13,36.235,0.763419474497873,3.15,0.056,0.796,5.113,45.9435241574617,35.0648437928993
"448","LUX","Luxembourg",2005,34.525,28.011,0,8.493,0.226,6.153,0.388,28.855,0.116,37.436,0.765530516377929,3.15,0.056,0.795,4.488,47.0842443171613,37.6722801204794
"449","LUX","Luxembourg",2006,35.022,27.937,0,9.34,0.213,6.636,0.393,27.637,0.064,35.305,0.759389431939081,3.15,0.056,0.795,4.731,49.9171691283586,42.9101462960646
"450","LUX","Luxembourg",2007,34.59,27.568,0,9.618,0.202,6.521,0.346,28.119,0.106,35.747,0.764446727663511,3.15,0.056,0.795,4.065,53.9597947346914,51.5874014157872
"451","LUX","Luxembourg",2008,35.956,28.44,0,7.381,0.197,5.174,0.381,28.123,0.101,35.028,0.76133769583878,3.15,0.056,0.795,5.06,53.7978202763277,58.8442777015258
"452","LUX","Luxembourg",2009,35.234,29.934,0,6.609,0.204,5.053,0.369,28.088,0.135,36.275,0.756428646795129,3.15,0.056,0.8,5.122,52.0553336101398,54.4672898975582
"453","LUX","Luxembourg",2010,36.161,29.019,0,7.026,0.194,5.494,0.332,27.649,0.144,35.652,0.755086764784686,3.15,0.027,0.803,4.361,54.0128294508633,56.2139859874168
"454","LUX","Luxembourg",2011,35.568,29.12,0,6.937,0.192,5.356,0.271,28.247,0.128,36.126,0.766179294154075,3.15,0.027,0.803,4.902,54.5768847237121,61.6962813262453
"455","LUX","Luxembourg",2012,35.156,29.089,0,7.031,0.196,5.301,0.42,28.572,0.151,36.408,0.781818760239538,3.15,0.027,0.803,5.14,55.4773498525629,59.7763835273602
"456","LUX","Luxembourg",2013,35.319,28.817,0,7.296,0.184,5.514,0.404,28.44,0.128,36.183,0.781649578184357,3.15,0.027,0.802,5.848,57.2369751643722,65.2032764669763
"457","LUX","Luxembourg",2014,34.609,28.237,0,7.787,0.183,5.764,0.394,29.265,0.102,36.08,0.786896126218899,3.15,0.027,0.8,5.852,58.7383502557597,68.8048118976445
"458","LUX","Luxembourg",2015,37.235,29.463,0,9.106,0.191,6.997,0.394,24.047,0.149,34.777,0.773784629327665,3.15,0.027,0.8,6.669,60.0715842161375,60.0715842161375
"459","LUX","Luxembourg",2016,37.343,28.775,0,9.403,0.184,7.12,0.431,24.309,0.17,35.461,0.759815900680024,3.15,0.027,0.8,6.291,63.0620620768293,62.2168854359488
"460","LUX","Luxembourg",2017,37.328,28.729,0,9.688,0.178,7.097,0.52,24.129,0.125,36.649,0.756537340875553,3.15,0.027,0.8,5.522,63.8927077784988,65.7121803429836
"461","LUX","Luxembourg",2018,39.692,27.37,0,9.782,0.161,7.153,0.383,23.033,0.122,39.355,0.746081725870056,3.15,0.027,0.8,5.585,64.6717655688058,71.0003597604611
"462","LUX","Luxembourg",2019,39.244,27.779,0,9.795,0.154,7.477,0.463,23.064,0.118,39.501,0.74138882948381,3.15,0.027,0.801,5.595,66.5574958967378,69.8905053235842
"463","LUX","Luxembourg",2020,37.965,29.134,0,9.978,0.158,7.503,0.342,22.831,0.092,38.249,0.741397427414938,3.15,0.027,0.794,6.773,65.9519359656765,73.6993667002134
"464","LUX","Luxembourg",2021,38.128,27.504,0,10.479,0.148,7.663,0.425,23.784,0.105,38.404,0.741406025553715,3.15,0.027,0.794,5.247,70.6796358538902,85.5841059938746
"465","MEX","Mexico",1995,32.594,21.77,1.276,2.409,1.734,0,0.001,39.574,2.378,10.11,0.83529525740812,-1.088,0.662,0.282,7.095,724.231953186783,380.157469866849
"466","MEX","Mexico",1996,33.023,21.274,1.291,2.202,1.789,0,0.001,39.526,2.684,9.912,0.83730603262245,-1.088,0.662,0.293,5.465,769.266848154144,432.157945024428
"467","MEX","Mexico",1997,34.758,18.521,1.679,1.926,1.448,0,0.001,40.805,2.311,10.5,0.833974887756767,-1.088,0.645,0.347,4.235,824.645415837671,523.449530464257
"468","MEX","Mexico",1998,34.465,17.367,1.355,1.852,1.344,0,0,43.372,1.589,10.963,0.835606536324747,-1.088,0.644,0.377,3.733,875.650385706693,557.461102630658
"469","MEX","Mexico",1999,34.397,16.779,1.34,1.708,1.242,0,0,44.298,1.477,11.728,0.835866955542087,-0.998,0.644,0.378,2.598,899.774819969384,631.249359702389
"470","MEX","Mexico",2000,36.046,18.016,1.462,1.82,1.297,0,0,41.659,0.997,11.462,0.834622034042468,-1.059,0.549,0.48,2.646,945.02705097019,742.06132964337
"471","MEX","Mexico",2001,35.362,17.745,1.542,1.94,1.392,0,0,42.462,0.95,12.194,0.835790380109472,-1.059,0.545,0.487,2.627,940.766441369285,796.064590656176
"472","MEX","Mexico",2002,34.828,17.356,1.718,2.062,1.412,0,0,42.897,1.139,12.61,0.835994021840975,-1.059,0.567,0.493,3.003,938.54070084289,810.666116505478
"473","MEX","Mexico",2003,34.876,17.762,2.369,2.065,1.434,0,0,42.024,0.904,12.671,0.84335496421653,-1.059,0.612,0.503,3.455,949.66752189428,765.549967888647
"474","MEX","Mexico",2004,35.257,18.88,1.72,2.249,1.512,0,0,41.017,0.879,11.559,0.862289327564156,-1.059,0.612,0.51,3.937,983.527357387617,819.459227375022
"475","MEX","Mexico",2005,37.003,19.011,1.883,2.466,1.532,0,0,38.56,1.076,11.362,0.866492128822586,-1.059,0.612,0.51,3.558,1004.31172089022,917.571853345583
"476","MEX","Mexico",2006,38.365,17.459,1.924,2.402,1.474,0,0,38.676,1.173,11.588,0.879340732056107,-1.059,0.611,0.482,3.566,1052.56903488134,1020.26505769851
"477","MEX","Mexico",2007,40.091,17.128,2.031,2.399,1.405,0,0,37.127,1.223,12.014,0.895746113010716,-1.059,0.611,0.454,3.628,1074.43998729473,1102.35555478894
"478","MEX","Mexico",2008,40.42,15.572,2,2.303,1.374,0,0,38.502,1.203,12.599,0.907581141792434,-1.059,0.611,0.456,3.874,1084.57552199053,1161.5534598948
"479","MEX","Mexico",2009,39.037,17.263,2.108,2.34,1.508,0,0,37.466,1.786,12.467,0.900795170767935,-1.059,0.611,0.455,5.356,1016.29877544566,943.437415098633
"480","MEX","Mexico",2010,39.831,16.167,2.151,2.27,1.499,0,0,37.985,1.596,12.84,0.900888007746289,-1.059,0.637,0.459,5.303,1066.82238772337,1105.42423888937
"481","MEX","Mexico",2011,41.269,16.154,2.242,2.2,1.534,0,0,36.404,1.731,12.767,0.905761481211357,-1.059,0.637,0.457,5.175,1103.5642316625,1229.01370325577
"482","MEX","Mexico",2012,40.137,16.51,2.401,2.258,1.577,0,0,36.841,1.853,12.649,0.91132748358325,-1.059,0.662,0.449,4.892,1142.77619457673,1255.11042474185
"483","MEX","Mexico",2013,44.203,16.255,2.449,2.135,1.447,0,0,33.055,1.903,13.304,0.909638608151909,-1.026,0.771,0.416,4.921,1152.5138084048,1327.43629036097
"484","MEX","Mexico",2014,40.9,15.803,2.703,2.296,1.577,0,0,36.761,1.537,13.694,0.90942355129414,-0.965,0.771,0.417,4.819,1181.37002850537,1364.50771746367
"485","MEX","Mexico",2015,41.665,13.856,2.378,1.953,1.285,0,0,38.638,1.51,15.903,0.905347956059018,-0.965,0.74,0.418,4.311,1213.29446752759,1213.29446752759
"486","MEX","Mexico",2016,42.686,13.011,2.296,1.893,1.207,0,0,38.754,1.361,16.609,0.900239630013914,-0.965,0.74,0.419,3.853,1234.80002987399,1112.23349739912
"487","MEX","Mexico",2017,44.569,13.258,2.384,1.923,1.267,0,0,36.378,1.488,16.08,0.897412178639684,-0.753,0.701,0.428,3.419,1257.91213425687,1190.72147595884
"488","MEX","Mexico",2018,44.012,13.404,2.457,2.03,1.302,0,0,36.38,1.717,16.144,0.897950389156563,-0.686,0.677,0.448,3.275,1282.71919443088,1256.30018298365
"489","MEX","Mexico",2019,42.4,13.816,2.535,1.984,1.265,0,0,37.647,1.618,16.345,0.897374676579773,-0.686,0.599,0.433,3.477,1279.15132662444,1305.21247996159
"490","MEX","Mexico",2020,42.62,13.884,2.542,1.91,1.271,0,0,37.22,1.824,17.706,0.895226393463247,-0.686,0.582,0.406,4.441,1168.48443905437,1120.74111838027
"491","MEX","Mexico",2021,42.742,13.749,2.626,2.026,1.261,0,0,37.012,1.844,17.255,0.896243190902396,-0.815,0.496,0.371,4.019,1236.69856860936,1312.55751290128
"492","NLD","Netherlands",1990,32.263,37.421,0,3.655,1.638,0.53,0.5,26.418,0.243,39.698,0.727856255642195,2.824,0.019,0.815,7.671,465.082446942397,318.33051192061
"493","NLD","Netherlands",1991,33.432,37.374,0,3.573,1.573,0.568,0.513,25.401,0.219,41.728,0.728294168912697,2.824,0.019,0.815,7.285,476.426432932937,327.500327675625
"494","NLD","Netherlands",1992,31.426,38.943,0,3.6,1.597,0.526,0.526,25.789,0.242,41.389,0.731037782626032,2.824,0.019,0.815,5.555,484.554605651777,362.962872180451
"495","NLD","Netherlands",1993,32.695,38.643,0,3.802,1.641,0.579,0.546,24.59,0.271,41.581,0.729105156997463,2.824,0.019,0.815,6.287,490.648132551043,353.55016967252
"496","NLD","Netherlands",1994,28.063,41.168,0,4.184,1.718,0.591,0.678,26.319,0.266,39.733,0.714532062610786,2.824,0.019,0.814,7.159,505.176677944667,379.130260322073
"497","NLD","Netherlands",1995,27.308,39.537,0,4.209,1.863,0.547,0.629,28.546,0.4,37.248,0.735526577223439,2.824,0.019,0.814,7.158,520.918165020581,452.301674444139
"498","NLD","Netherlands",1996,28.057,37.934,0,4.526,1.858,0.503,0.688,29.099,0.384,37.345,0.725372337773194,2.824,0.019,0.814,6.421,539.143748273904,450.490196078431
"499","NLD","Netherlands",1997,27.315,38.107,0,4.798,1.881,0.563,0.697,29.423,0.357,36.798,0.726776982189946,2.824,0.019,0.81,5.511,562.483569063842,416.812740004518
"500","NLD","Netherlands",1998,26.869,38.03,0,4.984,1.917,0.51,0.784,29.778,0.339,36.254,0.737498712679468,2.824,0.019,0.799,4.394,588.717336764449,438.008220395468
"501","NLD","Netherlands",1999,26.03,38.525,0,5.112,1.831,0.5,0.828,29.86,0.473,37.158,0.722132504856908,2.824,0.019,0.817,3.623,618.353650975274,447.049523049808
"502","NLD","Netherlands",2000,25.929,38.677,0,5.273,1.855,0.494,0.889,29.655,0.466,36.907,0.714978008773393,2.491,0.019,0.808,2.725,644.297559542718,417.479337444707
"503","NLD","Netherlands",2001,27.135,35.734,0,5.05,1.94,0.053,0.762,31.473,0.608,35.612,0.705976583178234,2.491,0.019,0.808,2.119,659.290074379866,431.586852369686
"504","NLD","Netherlands",2002,27.619,35.204,0,5.281,2.018,0.028,0.966,31.282,0.614,35.014,0.692476856923481,2.491,0.023,0.804,2.554,660.722537625617,473.861980070981
"505","NLD","Netherlands",2003,25.64,36.916,0,5.075,2.157,0.021,0.818,31.899,0.47,34.804,0.691343654281159,2.491,0.017,0.813,3.593,661.750925152705,580.07036070196
"506","NLD","Netherlands",2004,24.858,37.125,0,5.263,2.236,0.024,0.821,32.336,0.417,34.809,0.693380667060541,2.491,0.017,0.813,4.646,674.886321780345,658.380081545175
"507","NLD","Netherlands",2005,27.291,34.502,0,5.483,2.251,0.031,0.886,32.211,0.513,35.013,0.687443303456664,2.491,0.017,0.813,5.873,688.727404110835,685.348181515953
"508","NLD","Netherlands",2006,27.236,35.963,0,4.668,1.59,-0.003,0.859,31.75,0.383,36.047,0.689487385818925,2.491,0.017,0.818,5.002,712.564183491074,733.955269898823
"509","NLD","Netherlands",2007,28.27,34.882,0,4.69,1.579,0.014,0.85,31.719,0.438,35.685,0.684814073371285,2.491,0.017,0.826,4.153,739.44810799338,848.558887541179
"510","NLD","Netherlands",2008,27.26,37.019,0,4.253,1.584,0.009,0.772,31.066,0.402,35.946,0.674360109048063,2.491,0.017,0.826,3.654,755.496534043895,951.869997864062
"511","NLD","Netherlands",2009,28.166,36.113,0,3.97,1.868,0.011,0.83,31.297,0.454,34.939,0.681685901431312,2.491,0.017,0.826,4.347,727.793352989741,871.518638049218
"512","NLD","Netherlands",2010,27.897,36.3,0,3.848,1.861,0.01,0.755,31.532,0.422,35.656,0.677307342861802,2.491,0.017,0.827,4.989,737.565720627788,847.380859016668
"513","NLD","Netherlands",2011,26.866,38.381,0,3.432,1.923,0.005,0.666,30.898,0.424,35.443,0.664272622741862,2.491,0.017,0.828,4.977,749.006761258435,905.270626332687
"514","NLD","Netherlands",2012,25.334,40.816,0,3.039,1.958,0.001,0.595,30.551,0.261,35.587,0.669854114934019,2.491,0.017,0.823,5.821,741.289340197321,838.923319919531
"515","NLD","Netherlands",2013,24.775,40.829,0,3.39,2.201,0,0.725,30.536,0.471,36.109,0.684753452969094,2.491,0.025,0.823,7.243,740.324364660471,877.172824534512
"516","NLD","Netherlands",2014,25.592,39.638,0,3.861,2.619,0,0.613,30.412,0.496,37.047,0.659070739664784,2.491,0.025,0.83,7.416,750.862107575857,892.167986713722
"517","NLD","Netherlands",2015,27.746,37.763,0,3.825,2.499,0,0.632,30.503,0.163,37.007,0.653838090936496,2.491,0.021,0.83,6.873,765.572770634375,765.572770634375
"518","NLD","Netherlands",2016,27.2,38.194,0,3.957,2.436,0,0.678,30.387,0.262,38.405,0.638242964244636,2.491,0.021,0.83,6.006,782.351934079297,784.06043024008
"519","NLD","Netherlands",2017,30.021,35.675,0,4.021,2.422,0,0.644,29.983,0.3,38.701,0.650403047345996,2.491,0.021,0.831,4.839,805.125436190089,833.86964168706
"520","NLD","Netherlands",2018,29.56,35.981,0,4.043,2.454,0,0.576,30.147,0.269,38.799,0.624147153075347,2.203,0.019,0.831,3.831,824.133764145055,914.043438179607
"521","NLD","Netherlands",2019,31.012,34.237,0,3.815,2.313,0,0.557,30.691,0.244,39.264,0.612966118008616,1.717,0.019,0.824,3.38,840.250428566882,910.194347568626
"522","NLD","Netherlands",2020,30.7,34.113,0,4.251,2.483,0,0.653,30.456,0.48,39.999,0.612970567207277,1.717,0.022,0.814,3.819,807.59759178977,909.793466661481
"523","NLD","Netherlands",2021,31.613,33.026,0,4.136,2.285,0,0.732,30.929,0.296,39.185,0.612974994053081,1.852,0.022,0.81,4.21,857.602880650928,1029.67833832944
"524","NZL","New Zealand",1995,61.255,0,0,5.372,4.741,0,0.009,33.373,0,35.569,0.72397194421022,2.754,0.009,0.823,6.461,102.833295559546,63.9187035069075
"525","NZL","New Zealand",1996,59.428,0,0,5.566,5.035,0,0,35.006,0,33.761,0.722768146553577,2.754,0.009,0.824,6.29,106.551412681532,70.1408352990148
"526","NZL","New Zealand",1997,59.786,0,0,5.394,4.871,0,0,34.82,0,33.903,0.724092475491958,2.754,0.009,0.836,6.857,108.766826478844,66.0751434154952
"527","NZL","New Zealand",1998,58.072,0,0,5.616,5.339,0,0.009,36.311,0,32.28,0.72648383442008,2.754,0.009,0.836,7.718,109.701234679824,56.2271698510448
"528","NZL","New Zealand",1999,58,0,0,5.836,5.674,0,0.005,36.164,0,32.324,0.726645796930839,2.754,0.009,0.835,7.023,115.598075977615,58.7622606258758
"529","NZL","New Zealand",2000,60.005,0,0,5.311,5.153,0,0.005,34.684,0,32.536,0.72311916246845,2.754,0.009,0.834,6.13,118.917293537196,52.6232819567031
"530","NZL","New Zealand",2001,59.135,0,0,5.226,5.079,0,0.002,35.639,0,31.961,0.72430219540334,2.754,0.009,0.834,5.433,122.973421433428,53.8724259166248
"531","NZL","New Zealand",2002,59.754,0,0,5.123,5.013,0,0.002,35.123,0,33.241,0.724300760227123,2.754,0.009,0.834,5.282,128.770342579194,66.6277293114495
"532","NZL","New Zealand",2003,59.611,0,0,5.124,5.006,0,0.004,35.264,0,33.166,0.724853364446943,2.754,0.009,0.834,4.745,134.859217908262,88.2508855502626
"533","NZL","New Zealand",2004,61.126,0,0,5.036,4.912,0,0.004,33.838,0,34.201,0.725080827349785,2.754,0.009,0.834,4.005,140.373553234889,103.905210084034
"534","NZL","New Zealand",2005,62.972,0,0,4.904,4.759,0,0.005,32.1,0.024,36.091,0.72298269215662,2.754,0.009,0.834,3.807,145.080721769905,114.720129550095
"535","NZL","New Zealand",2006,62.135,0,0,5.179,5.027,0,0.003,32.662,0.024,35.297,0.720653356901124,2.754,0.009,0.833,3.857,149.140752802524,111.538810712665
"536","NZL","New Zealand",2007,62.936,0,0,5.335,5.187,0,0.005,31.68,0.048,33.92,0.721183941137113,2.754,0.009,0.833,3.661,153.712092609704,137.188946865584
"537","NZL","New Zealand",2008,60.335,0,0,5.907,5.761,0,0.002,33.745,0.013,32.922,0.722225720476672,2.754,0.009,0.836,4.167,151.851082480517,133.131369930414
"538","NZL","New Zealand",2009,56.9,0,0,6.483,6.342,0,0.003,36.602,0.015,30.228,0.72226236660866,2.754,0.009,0.852,6.121,151.680906570896,121.373602348679
"539","NZL","New Zealand",2010,53.754,0,0,6.61,6.469,0,0.003,39.628,0.008,30.298,0.723191960203309,2.754,0.009,0.851,6.557,153.905688035008,146.517541181254
"540","NZL","New Zealand",2011,53.034,0,0,6.646,6.509,0,0,40.312,0.008,30.079,0.725122941320961,2.754,0.009,0.849,6.491,157.324825746613,168.291357111739
"541","NZL","New Zealand",2012,54.865,0,0,6.336,6.215,0,0,38.795,0.004,31.635,0.72733459252305,2.754,0.009,0.848,6.931,160.900868564654,176.206659722524
"542","NZL","New Zealand",2013,54.601,0,0,6.352,6.223,0,0,39.043,0.004,30.46,0.724430332325966,2.754,0.009,0.841,5.839,165.349650447184,190.906575136003
"543","NZL","New Zealand",2014,54.586,0,0,6.256,6.126,0,0,39.155,0.003,31.193,0.724549339663042,2.754,0.009,0.839,5.428,171.650855837794,201.313497220917
"544","NZL","New Zealand",2015,54.876,0,0,6.191,6.088,0,0,38.931,0.002,31.491,0.725008021607749,2.754,0.009,0.839,5.415,178.064471137921,178.064471137921
"545","NZL","New Zealand",2016,55.595,0,0,6.075,5.984,0,0,38.322,0.008,31.405,0.724406211551667,2.754,0.009,0.839,5.147,184.8340515002,188.838342527975
"546","NZL","New Zealand",2017,55.608,0,0,5.976,5.86,0,0,38.415,0.001,31.316,0.725845359469062,2.754,0.009,0.838,4.736,191.348367300685,206.556258844567
"547","NZL","New Zealand",2018,56.305,0,0,5.844,5.739,0,0,37.849,0.002,32.18,0.72589023089607,2.754,0.009,0.843,4.335,198.09374779895,211.886686924483
"548","NZL","New Zealand",2019,55.123,0,0,6.16,6.059,0,0,38.715,0.002,31.397,0.725704949611128,2.317,0.009,0.843,4.109,202.939087501525,213.091987153092
"549","NZL","New Zealand",2020,56.488,0,0,5.501,5.425,0,0,38.01,0.001,33.703,0.725646909665215,2.317,0.009,0.837,4.595,201.612025314249,212.569779569519
"550","NZL","New Zealand",2021,58.561,0,0,5.547,5.47,0,0,35.892,0.001,34.569,0.725384797638384,2.317,0.008,0.827,3.776,212.03102704022,255.551704625831
"551","NOR","Norway",1995,35.705,23.888,0,2.861,0.736,1.512,0.257,37.541,0.004,39.367,0.737878952587039,3.475,0.006,0.854,6.307,254.491515965692,152.029612324788
"552","NOR","Norway",1996,36.914,23.418,0,2.847,0.732,1.483,0.248,36.817,0.004,39.292,0.738415140694087,3.475,0.006,0.854,5.036,267.287258447866,163.520109150671
"553","NOR","Norway",1997,38.483,22.741,0,2.708,0.621,1.43,0.226,36.064,0.005,40.093,0.738924919218675,3.475,0.006,0.853,4.687,281.41233853467,161.356631888484
"554","NOR","Norway",1998,37.26,23.525,0,2.404,0.561,1.18,0.246,36.804,0.007,41.194,0.737948926604417,3.475,0.006,0.85,3.737,288.922351968585,154.230295158447
"555","NOR","Norway",1999,37.639,23.699,0,2.474,0.509,1.198,0.195,36.061,0.127,41.509,0.738172792884484,3.475,0.006,0.85,3.247,294.90895938824,162.38370602113
"556","NOR","Norway",2000,45.254,21.047,0,2.297,0.434,1.227,0.203,31.403,0,41.613,0.741571651612162,3.475,0.006,0.858,3.458,304.696827529193,171.457201935968
"557","NOR","Norway",2001,45.283,21.627,0,2.29,0.42,1.221,0.203,30.8,0,41.814,0.739449495590634,3.475,0.006,0.858,3.738,310.995308463367,174.239354070977
"558","NOR","Norway",2002,43.865,22.925,0,2.381,0.437,1.272,0.189,30.828,0,42.137,0.739492426408788,3.475,0.006,0.859,4.022,315.279446109331,195.914852576467
"559","NOR","Norway",2003,43.971,23.089,0,2.483,0.477,1.295,0.227,30.457,0,41.471,0.740570665809969,3.475,0.006,0.859,4.221,318.258551203885,229.385469337024
"560","NOR","Norway",2004,46.586,21.705,0,2.526,0.468,1.318,0.22,29.182,0,42.197,0.741459063625143,3.475,0.006,0.859,4.256,331.035320863904,265.268662473297
"561","NOR","Norway",2005,49.292,20.45,0,2.535,0.511,1.264,0.209,27.724,0,42.399,0.74263154644234,3.475,0.006,0.861,4.381,339.924026041128,309.978579743888
"562","NOR","Norway",2006,50.207,19.913,0,2.478,0.516,1.223,0.218,27.402,0,42.544,0.744048054476025,3.475,0.006,0.862,3.399,348.291164617133,346.915160681708
"563","NOR","Norway",2007,48.057,20.711,0,2.694,0.564,1.307,0.261,28.537,0,41.831,0.743320873613129,3.475,0.006,0.862,2.493,358.440508422031,402.643260487572
"564","NOR","Norway",2008,50.605,20.836,0,2.548,0.576,1.313,0.183,26.011,0,41.033,0.744144191632927,3.475,0.006,0.862,2.55,360.167903275809,464.917553191489
"565","NOR","Norway",2009,45.968,23.324,0,2.734,0.651,1.331,0.243,27.975,0,40.921,0.739637301557195,3.475,0.006,0.865,3.103,353.179332437739,387.976400617019
"566","NOR","Norway",2010,47.284,22.431,0,2.635,0.656,1.218,0.219,27.65,0,41.581,0.741723833288574,3.475,0.006,0.871,3.521,355.959036891599,431.052143940438
"567","NOR","Norway",2011,48.855,22.107,0,2.542,0.646,1.173,0.15,26.496,0,41.664,0.733761038047419,3.475,0.006,0.87,3.215,359.894719437842,501.360549669404
"568","NOR","Norway",2012,48.428,22.567,0,2.685,0.654,1.291,0.154,26.32,0,41.144,0.704094123063442,3.475,0.006,0.87,3.123,369.67651131549,512.777309840997
"569","NOR","Norway",2013,45.644,23.916,0,2.847,0.726,1.339,0.184,27.594,0,39.571,0.713837899848158,3.475,0.006,0.856,3.423,373.433130102304,526.014468085106
"570","NOR","Norway",2014,42.565,25.677,0,2.976,0.791,1.402,0.154,28.782,0,38.491,0.709326813849657,3.475,0.006,0.858,3.484,381.08153353312,501.736471832848
"571","NOR","Norway",2015,39.768,27.199,0,2.846,0.935,1.181,0.025,30.186,0,38.188,0.704845977175296,3.475,0.006,0.863,4.296,388.15951224553,388.15951224553
"572","NOR","Norway",2016,38.039,27.469,0,3.141,1.02,1.391,0.017,31.352,0,38.654,0.702710557045407,3.475,0.006,0.863,4.679,392.680500155007,370.956547619048
"573","NOR","Norway",2017,39.101,26.593,0.148,3.28,1.065,1.484,0.007,30.878,0,38.456,0.705967324378548,3.475,0.009,0.862,4.162,402.355151389893,401.745275035261
"574","NOR","Norway",2018,41.762,25.539,0.141,3.127,1.015,1.422,0.005,29.431,0,39.118,0.716244846831614,3.475,0.009,0.85,3.8,405.690275911956,439.7886258838
"575","NOR","Norway",2019,40.908,26.393,0.141,3.243,1.032,1.486,0.003,29.315,0,39.718,0.723354015915163,3.475,0.009,0.852,3.687,410.249333471117,408.742840909091
