"","Country","Country_Name","Year","TaxRev_Income_IPC_1000","TaxRev_Social_SSC_2000","TaxRev_Payroll_PW_3000","TaxRev_Property_4000","TaxRev_ImmovProp_4100","TaxRev_NetWealth_4200","TaxRev_EIG_4300","TaxRev_GoodsServices_5000","TaxRev_Others_6000","TaxRev_TotalofGDP","Wealth_Gini","v2peedueq","v2x_corr","v2x_libdem","Unemployment_rate","GDP_constant_billions","GDP_current_billions"
"1","AUS","Australia",1995,55.361,0,6.825,8.799,4.673,0,0,29.015,0,28.213,0.719375058413419,2.322,0.032,0.849,8.473,707.771815356074,368.166023166023
"2","AUS","Australia",1996,56.307,0,6.75,8.989,4.596,0,0,27.954,0,28.854,0.719330988811265,2.322,0.032,0.849,8.509,735.119653575813,401.341880620728
"3","AUS","Australia",1997,56.57,0,6.689,9.197,4.591,0,0,27.543,0,28.611,0.719522025647905,2.322,0.032,0.841,8.367,763.88627817232,435.642611296586
"4","AUS","Australia",1998,58.949,0,4.677,9.001,4.402,0,0,27.372,0,29.373,0.719612819011445,2.322,0.032,0.841,7.684,799.508217490112,399.674421759479
"5","AUS","Australia",1999,59.909,0,4.586,9.193,4.281,0,0,26.311,0,29.803,0.720588111458511,2.322,0.032,0.84,6.876,839.704672154942,389.652212056649
"6","AUS","Australia",2000,57.94,0,4.481,8.766,4.222,0,0,28.813,0,30.38,0.721171519871831,2.322,0.032,0.849,6.288,872.633840587072,416.167815092908
"7","AUS","Australia",2001,56.223,0,4.504,8.802,4.365,0,0,30.471,0,28.859,0.720049273832402,2.322,0.032,0.845,6.747,890.30578685639,379.629301675108
"8","AUS","Australia",2002,56.158,0,4.362,8.973,4.361,0,0,30.507,0,29.736,0.720588111458511,2.322,0.032,0.836,6.375,925.736696479946,395.788696012059
"9","AUS","Australia",2003,56.392,0,4.355,9.468,4.457,0,0,29.785,0,29.833,0.720625415322303,2.322,0.032,0.836,5.933,954.34832189394,467.739079790332
"10","AUS","Australia",2004,58.308,0,4.411,8.706,4.528,0,0,28.574,0,30.134,0.721116277181096,2.322,0.032,0.836,5.399,994.663065408582,614.659980082515
"11","AUS","Australia",2005,58.953,0,4.518,8.617,4.458,0,0,27.913,0,29.835,0.72151344584617,2.322,0.032,0.835,5.036,1026.03612362681,695.69289867656
"12","AUS","Australia",2006,58.782,0,4.616,9.193,4.647,0,0,27.41,0,29.284,0.722768146553577,2.322,0.032,0.835,4.785,1054.30647891088,748.417562769636
"13","AUS","Australia",2007,59.444,0,4.731,8.977,4.503,0,0,26.848,0,29.409,0.721475188135699,2.322,0.032,0.836,4.381,1094.08960242235,855.007458585224
"14","AUS","Australia",2008,58.933,0,5.133,8.279,5.241,0,0,27.654,0,26.727,0.721217897758436,2.322,0.032,0.847,4.242,1133.32614986916,1056.11242719038
"15","AUS","Australia",2009,55.657,0,5.224,9.629,5.641,0,0,29.489,0,25.402,0.721360307533331,2.322,0.032,0.847,5.565,1154.77518148075,928.76212269805
"16","AUS","Australia",2010,56.674,0,5.184,9.39,5.58,0,0,28.752,0,25.151,0.721383434146077,2.322,0.032,0.857,5.214,1180.48669061143,1148.89020029242
"17","AUS","Australia",2011,58.904,0,5.25,8.682,5.366,0,0,27.165,0,25.786,0.722584230731997,2.322,0.032,0.861,5.083,1208.92428185558,1398.70132302963
"18","AUS","Australia",2012,57.956,0,5.201,8.737,5.292,0,0,28.106,0,26.82,0.724851979231715,2.322,0.032,0.861,5.225,1256.29488727941,1547.64983573289
"19","AUS","Australia",2013,57.067,0,5.151,9.492,5.474,0,0,28.29,0,26.974,0.726614593825957,1.829,0.035,0.838,5.663,1289.03642512218,1577.30184020001
"20","AUS","Australia",2014,57.802,0,5.164,10.26,5.682,0,0,26.774,0,27.174,0.726584393525201,1.829,0.034,0.828,6.078,1322.64677417219,1468.59769000622
"21","AUS","Australia",2015,56.724,0,5.069,10.672,5.784,0,0,27.535,0,27.796,0.724577183900237,1.829,0.034,0.839,6.055,1351.76894513911,1351.76894513911
"22","AUS","Australia",2016,57.321,0,4.917,10.757,5.939,0,0,27.005,0,27.519,0.723623162492174,1.829,0.033,0.845,5.711,1389.33653209002,1207.58090157872
"23","AUS","Australia",2017,58.694,0,4.852,10.065,5.761,0,0,26.389,0,28.546,0.725927650483442,1.829,0.027,0.844,5.592,1421.55120867645,1326.882104817
"24","AUS","Australia",2018,60.097,0,4.832,9.533,5.868,0,0,25.538,0,28.622,0.727100987298797,1.829,0.032,0.832,5.3,1462.86664866766,1429.73366818591
"25","AUS","Australia",2019,59.174,0,4.682,9.835,6.159,0,0,26.309,0,27.729,0.726901679899356,1.829,0.029,0.791,5.159,1494.77336635199,1394.67132596057
"26","AUS","Australia",2020,58.947,0,4.47,10.083,5.841,0,0,26.499,0,28.368,0.725695243125813,1.829,0.029,0.81,6.456,1489.77056379011,1330.3815449093
"27","AUS","Australia",2021,61.512,0,4.321,10.89,5.36,0,0,23.277,0,29.482,0.728304398998858,1.501,0.029,0.804,5.116,1521.23199873521,1559.03375628513
"28","AUT","Austria",1995,26.129,35.649,6.884,1.483,0.628,0.08,0.113,29.038,0.818,41.271,0.791217416091717,1.643,0.088,0.774,4.353,268.57616842157,241.038283062645
"29","AUT","Austria",1996,27.643,34.566,6.575,1.422,0.606,0.053,0.115,29.013,0.782,42.641,0.791440689007366,1.643,0.088,0.78,5.291,274.886456416226,237.250948791266
"30","AUT","Austria",1997,28.495,33.824,6.419,1.327,0.59,0.027,0.11,29.123,0.813,43.44,0.792080605274149,1.643,0.088,0.78,5.157,280.641477589641,212.790348404555
"31","AUT","Austria",1998,28.803,33.623,6.367,1.316,0.582,0.008,0.122,28.97,0.92,43.447,0.79289562384246,1.643,0.088,0.778,5.493,290.692443914523,218.259904401956
"32","AUT","Austria",1999,28.199,33.797,6.4,1.329,0.586,0.008,0.136,29.466,0.81,43.09,0.792078598798248,1.643,0.088,0.778,4.707,301.030430129082,217.259147049954
"33","AUT","Austria",2000,28.291,33.778,6.408,1.336,0.583,0.001,0.123,29.335,0.852,42.285,0.792918929004507,1.643,0.097,0.785,4.694,311.192381028414,197.289625479906
"34","AUT","Austria",2001,31.031,32.456,6.198,1.3,0.563,0,0.171,28.196,0.819,43.886,0.791865079728222,1.643,0.111,0.785,6.4,315.135711888113,197.508773215323
"35","AUT","Austria",2002,29.334,32.925,6.339,1.246,0.574,0,0.153,29.287,0.868,42.697,0.792787158452629,1.643,0.111,0.785,4.86,320.340348097004,214.39486667524
"36","AUT","Austria",2003,29.132,33.224,6.365,1.284,0.587,0,0.16,29.173,0.823,42.409,0.795163903293727,1.643,0.1,0.782,4.785,323.356259321687,262.273631180054
"37","AUT","Austria",2004,28.921,33.403,6.273,1.287,0.579,0,0.152,29.232,0.882,41.958,0.793235811243967,1.643,0.119,0.783,5.969,332.200441760824,301.457562038541
"38","AUT","Austria",2005,28.333,33.885,6.309,1.32,0.582,0,0.134,29.324,0.829,41.012,0.795812792145064,1.643,0.119,0.784,5.682,339.655236682676,316.092273276015
"39","AUT","Austria",2006,28.682,34.029,6.344,1.395,0.567,0,0.122,28.712,0.838,40.408,0.798648209287741,1.643,0.104,0.787,5.32,351.38707065634,336.280064332411
"40","AUT","Austria",2007,29.804,33.395,6.31,1.365,0.544,0,0.135,28.319,0.806,40.548,0.795374915476231,1.643,0.083,0.8,4.909,364.484726093492,389.185571506052
"41","AUT","Austria",2008,30.611,33.034,6.515,1.262,0.535,0,0.112,27.794,0.784,41.391,0.796545303969822,1.643,0.083,0.799,4.198,369.807747327812,432.051935642945
"42","AUT","Austria",2009,27.77,34.422,6.899,1.28,0.565,0,0.098,28.792,0.837,40.98,0.794090509753531,1.643,0.083,0.797,5.371,355.886045571664,401.758735822211
"43","AUT","Austria",2010,28.072,34.179,6.897,1.283,0.563,0,0.029,28.665,0.903,40.958,0.794926137774496,1.643,0.083,0.795,4.883,362.424005611476,392.275107258667
"44","AUT","Austria",2011,28.289,33.993,6.866,1.236,0.544,0,0.026,28.901,0.715,41.119,0.789395478135418,1.643,0.088,0.792,4.637,373.016924602914,431.685217367511
"45","AUT","Austria",2012,28.602,33.749,6.88,1.326,0.533,0,0.016,28.722,0.72,41.767,0.784408727451904,1.643,0.083,0.797,4.909,375.555101767152,409.401816050531
"46","AUT","Austria",2013,28.814,33.922,6.871,1.695,0.533,0,0.014,28.024,0.674,42.635,0.777906830426986,1.643,0.059,0.797,5.367,375.650886015,430.190979705962
"47","AUT","Austria",2014,29.338,33.96,6.875,1.399,0.526,0,0.003,27.873,0.556,42.699,0.773569425810763,1.643,0.059,0.796,5.674,378.134963330691,442.584815286034
"48","AUT","Austria",2015,30.172,33.587,6.763,1.324,0.513,0,0.008,27.658,0.497,43.126,0.773780233374339,1.643,0.059,0.795,5.802,381.971148530543,381.971148530543
"49","AUT","Austria",2016,27.978,34.711,6.966,1.308,0.516,0,0.002,28.535,0.502,41.753,0.771152215430533,1.643,0.059,0.767,6.064,389.570224508691,395.837353031499
"50","AUT","Austria",2017,28.279,34.863,6.624,1.256,0.521,0,0,28.463,0.515,41.871,0.768791725445425,1.643,0.069,0.771,5.561,398.368950204699,417.261151844977
"51","AUT","Austria",2018,29.332,34.806,6.397,1.29,0.496,0,0.005,27.698,0.476,42.261,0.770633939110667,1.643,0.075,0.754,4.933,408.030932405258,454.991174096102
"52","AUT","Austria",2019,29.475,34.908,6.366,1.275,0.49,0,0,27.495,0.481,42.615,0.769897444587315,2.37,0.085,0.773,4.56,413.949540159265,444.596155845254
"53","AUT","Austria",2020,27.779,36.809,6.515,1.369,0.537,0,0,27.1,0.429,42.086,0.769174662527575,2.431,0.07,0.756,5.201,386.49230260855,435.049316955737
"54","AUT","Austria",2021,29.51,35.415,6.455,1.455,0.506,0,0,26.743,0.422,43.284,0.771683779114198,2.015,0.114,0.751,6.459,402.871331324597,479.295362747047
"55","BEL","Belgium",1995,38.118,32.772,0,3.82,1.024,0.008,0.763,25.29,0,42.837,0.672550187001903,3.35,0.039,0.81,9.337,317.585194591875,288.025588396278
"56","BEL","Belgium",1996,37.671,32.538,0,4.109,1.12,0.011,0.841,25.682,0,43.351,0.672758205267325,3.35,0.039,0.814,9.483,321.781927100664,279.201433224756
"57","BEL","Belgium",1997,38.195,31.789,0,4.39,1.122,0.058,0.773,25.627,0,43.812,0.672857219588527,3.35,0.021,0.814,8.95,333.989231728476,252.708051420839
"58","BEL","Belgium",1998,38.918,31.458,0,4.667,1.09,0.065,0.863,24.957,0,44.437,0.672642369751362,3.35,0.021,0.811,9.323,340.541460104062,258.528339631029
"59","BEL","Belgium",1999,37.93,31.464,0,4.661,1.047,0.075,0.884,25.946,0,44.239,0.673190806464172,3.35,0.021,0.815,8.649,352.605970422851,258.245733221468
"60","BEL","Belgium",2000,38.624,30.806,0,4.698,1.036,0.082,0.979,25.872,0,43.849,0.672653915368299,3.35,0.021,0.819,6.586,365.711203833047,236.792460312471
"61","BEL","Belgium",2001,39.163,31.325,0,4.539,1.012,0.083,0.981,24.973,0,43.692,0.672519744410852,3.35,0.021,0.819,6.178,369.732633305117,236.74614160437
"62","BEL","Belgium",2002,38.715,31.672,0,4.49,1.073,0.086,0.977,25.069,0.054,43.913,0.672076281505523,3.35,0.021,0.819,6.91,376.043542626992,258.383599375177
"63","BEL","Belgium",2003,38.082,31.847,0,4.717,1.112,0.085,1.06,25.301,0.053,43.344,0.672060268282301,3.35,0.021,0.82,7.68,379.946808976211,318.082528506588
"64","BEL","Belgium",2004,37.96,31.062,0,5.247,1.056,0.117,1.211,25.686,0.045,43.471,0.672554202657228,3.35,0.021,0.796,7.363,393.51548592082,369.214712443206
"65","BEL","Belgium",2005,36.364,30.677,0.003,6.971,2.85,0.14,1.301,25.933,0.051,43.357,0.672435639128134,3.35,0.021,0.811,8.44,402.651880769961,385.714762230039
"66","BEL","Belgium",2006,36.114,30.689,0.004,7.273,2.855,0.149,1.388,25.869,0.05,43.218,0.673444145546927,3.35,0.021,0.815,8.246,412.928965821953,408.259840868823
"67","BEL","Belgium",2007,35.802,31.107,0.004,7.154,2.811,0.171,1.392,25.892,0.041,42.92,0.674449831012957,3.35,0.021,0.824,7.459,428.111873071133,470.922156309453
"68","BEL","Belgium",2008,35.997,31.63,0.004,7.02,2.821,0.159,1.434,25.311,0.038,43.593,0.673088028605804,3.35,0.021,0.827,6.976,430.025228051015,517.328087920078
"69","BEL","Belgium",2009,33.889,33.441,0.004,6.926,3.001,0.141,1.386,25.7,0.04,42.699,0.672226191939647,3.35,0.021,0.829,7.908,421.33552309164,483.254171097812
"70","BEL","Belgium",2010,34.191,32.44,0.004,7.226,2.975,0.152,1.457,26.116,0.023,42.882,0.672735673281377,3.35,0.021,0.831,8.293,433.403805754258,481.420882905001
"71","BEL","Belgium",2011,34.71,32.365,0.005,7.298,2.967,0.156,1.488,25.596,0.026,43.508,0.672441674710875,3.35,0.021,0.835,7.14,440.747893479883,523.330354138133
"72","BEL","Belgium",2012,34.642,32.17,0.005,7.386,2.862,0.192,1.594,25.771,0.027,44.331,0.663338553347486,3.35,0.021,0.835,7.542,444.005978083203,496.152879924727
"73","BEL","Belgium",2013,35.446,31.839,0.004,7.803,2.932,0.255,1.75,24.881,0.026,45.033,0.659165657556535,2.559,0.021,0.834,8.425,446.045040873594,521.79101524706
"74","BEL","Belgium",2014,35.802,31.652,0.004,7.905,2.962,0.346,1.53,24.614,0.024,44.75,0.663271955387771,2.559,0.021,0.833,8.523,453.0860096775,535.390200131018
"75","BEL","Belgium",2015,35.644,31.917,0.005,7.838,2.955,0.359,1.63,24.576,0.021,44.115,0.667971599316697,2.559,0.021,0.832,8.482,462.335574841484,462.335574841484
"76","BEL","Belgium",2016,35.533,31.143,0.004,8.026,3.027,0.567,1.573,25.293,0,43.288,0.669659062314796,2.559,0.021,0.832,7.83,468.19191673207,476.062757356927
"77","BEL","Belgium",2017,36.521,30.62,0.004,7.897,2.952,0.476,1.6,24.958,0,43.797,0.672242360804198,2.559,0.021,0.83,7.086,475.774660680469,502.764720556354
"78","BEL","Belgium",2018,36.819,30.271,0.004,7.853,2.82,0.472,1.585,25.054,0,43.824,0.673245905181243,2.559,0.021,0.83,5.948,484.30503958875,543.299066998902
"79","BEL","Belgium",2019,35.386,31.104,0.004,8.063,3.029,0.454,1.447,25.442,0,42.389,0.673808850449042,2.559,0.021,0.833,5.36,495.15751802582,535.865804349803
"80","BEL","Belgium",2020,35.586,31.964,0.002,8.035,3.117,0.506,1.526,24.414,0,42.266,0.673318013244884,2.559,0.021,0.818,5.555,469.108374379726,526.264230147394
"81","BEL","Belgium",2021,35.704,30.634,0.002,8.425,2.924,0.482,1.715,25.236,0,42.518,0.673916168408802,2.559,0.021,0.82,6.264,501.246968574726,600.748812601541
"82","CAN","Canada",1995,46.437,13.992,2.242,10.662,9.007,1.005,0.001,25.405,1.263,34.628,0.727998682856878,2.098,0.043,0.753,9.489,955.122057570817,605.961090061207
"83","CAN","Canada",1996,47.15,14.002,2.174,10.525,8.781,1.059,0,24.968,1.181,34.941,0.728677494874233,2.098,0.043,0.758,9.62,971.253698607852,630.607994132747
"84","CAN","Canada",1997,48.847,13.312,2.052,10.254,8.429,1.075,0.001,24.431,1.104,35.791,0.729732603047907,2.203,0.043,0.759,9.101,1012.82497756698,654.986999855554
"85","CAN","Canada",1998,48.358,13.879,2.092,10.378,8.586,1.083,0.001,24.746,0.547,35.711,0.730260946218621,2.203,0.043,0.759,8.279,1052.25310469022,634
"86","CAN","Canada",1999,49.854,13.384,2.069,10.06,8.293,1.046,0.001,24.067,0.567,35.487,0.73092618562184,2.203,0.043,0.759,7.583,1106.34947342166,678.412196271118
"87","CAN","Canada",2000,50.052,13.61,2.053,9.522,7.75,1.069,0.001,24.208,0.555,34.673,0.733896116366253,2.203,0.043,0.759,6.829,1163.19967464676,744.773415931587
"88","CAN","Canada",2001,47.806,14.194,2.009,10.749,8.792,0.934,0,24.722,0.52,34.085,0.732848158610551,2.203,0.043,0.754,7.219,1185.01081001945,738.981792355372
"89","CAN","Canada",2002,45.213,15.216,2.052,10.818,8.878,0.837,0,26.205,0.496,33.081,0.732301011739509,2.203,0.043,0.746,7.665,1220.55231013193,760.649334098005
"90","CAN","Canada",2003,45.016,15.464,2.086,10.818,8.889,0.731,0,26.269,0.347,32.7,0.732518856829614,2.203,0.043,0.746,7.574,1242.60018562517,895.540646634787
"91","CAN","Canada",2004,46.194,14.939,2.031,10.795,8.786,0.754,0,25.735,0.305,32.713,0.733916011927079,2.203,0.043,0.751,7.185,1281.02590437369,1026.69023827825
"92","CAN","Canada",2005,47.027,14.76,1.988,10.724,8.689,0.744,0,25.182,0.319,32.661,0.73540572423434,2.203,0.043,0.751,6.758,1322.1526563287,1173.10859877868
"93","CAN","Canada",2006,48.439,14.569,1.961,10.589,8.617,0.682,0,24.374,0.068,32.725,0.736540402105192,2.203,0.043,0.759,6.484,1357.03030035829,1319.26480959097
"94","CAN","Canada",2007,48.999,14.38,1.958,10.632,8.693,0.579,0,23.964,0.067,32.495,0.737129869591314,2.203,0.039,0.759,6.156,1384.84812705922,1468.82040778326
"95","CAN","Canada",2008,49.391,14.475,2.007,11.516,9.171,0.412,0.034,22.499,0.11,31.235,0.735872236190687,2.203,0.04,0.757,6.284,1398.6329926998,1552.98969072165
"96","CAN","Canada",2009,47.778,15.029,2.054,12.152,9.813,0.386,0.036,22.871,0.116,32.346,0.731897279306352,2.203,0.04,0.755,8.46,1357.86163478853,1374.62514215729
"97","CAN","Canada",2010,46.644,14.864,2.083,12.338,10.008,0.295,0.034,23.956,0.115,31.007,0.733528042591274,2.203,0.037,0.757,8.178,1399.83050874717,1617.34336748626
"98","CAN","Canada",2011,47.329,14.733,2.115,11.971,9.8,0.173,0.038,23.734,0.117,30.803,0.734193106205623,2.203,0.037,0.741,7.637,1443.74591293341,1793.32663017452
"99","CAN","Canada",2012,47.458,15.073,2.089,11.883,9.781,0.111,0.035,23.376,0.12,31.177,0.732944927835376,2.203,0.037,0.734,7.392,1469.09320156391,1828.3664815216
"100","CAN","Canada",2013,47.583,15.264,2.108,11.896,9.755,0.07,0.037,23.032,0.118,31.132,0.734473896510877,1.807,0.026,0.739,7.143,1503.26157065963,1846.59742183498
"101","CAN","Canada",2014,48.086,14.969,2.074,11.749,9.664,0.058,0.036,23.006,0.116,31.266,0.7353721211025,1.807,0.026,0.741,7.023,1546.45729238653,1805.74987843994
"102","CAN","Canada",2015,48.195,14.752,2.029,11.906,9.59,0.057,0.041,23.004,0.115,32.82,0.736151410061012,1.593,0.026,0.741,6.945,1556.50881621714,1556.50881621714
"103","CAN","Canada",2016,48.133,14.696,2.031,12.052,9.692,0.061,0.039,22.978,0.11,33.258,0.732540422032486,1.593,0.026,0.76,7.038,1572.67395308004,1527.99474190743
"104","CAN","Canada",2017,48.391,13.994,2.022,11.898,9.455,0.062,0.043,23.581,0.114,33.044,0.735055695730608,2.209,0.026,0.767,6.426,1620.38628437281,1649.26564424409
"105","CAN","Canada",2018,49.256,13.888,1.986,11.501,9.174,0.06,0.045,23.251,0.118,33.482,0.73523509774472,2.209,0.026,0.759,5.837,1664.83288759613,1725.32919278302
"106","CAN","Canada",2019,48.967,14.16,2.271,11.694,9.356,0.06,0.045,22.783,0.125,33.082,0.734811457840209,2.209,0.028,0.766,5.69,1696.60508992738,1743.72518367252
"107","CAN","Canada",2020,50.98,14.04,2.243,11.704,9.408,0.06,0.044,20.916,0.117,34.7,0.733779161841994,2.209,0.036,0.741,9.657,1611.12616492014,1655.68473000019
"108","CAN","Canada",2021,50.971,13.966,2.211,11.301,8.705,0.054,0.052,21.442,0.109,33.919,0.735804843251628,2.209,0.036,0.747,7.527,1696.30571072004,2007.47218146415
"109","CZE","Czechia",1995,24.99,41.379,0,1.386,0.686,0,0.071,32.145,0.099,34.497,0.719256954127502,2.284,0.243,0.827,4.083,115.863001168759,60.1471740768651
"110","CZE","Czechia",1996,22.574,42.977,0,1.477,0.659,0,0.077,32.911,0.061,33.108,0.719256954127502,2.284,0.243,0.826,3.852,120.80504090655,67.3877886329812
"111","CZE","Czechia",1997,23.808,43.571,0,1.548,0.598,0,0.087,31.04,0.033,33.396,0.719256954127502,2.284,0.243,0.826,4.674,120.178870877585,62.1801593761239
"112","CZE","Czechia",1998,23.128,44.3,0,1.574,0.594,0,0.079,30.976,0.023,32.298,0.719305923952874,2.284,0.243,0.818,6.455,119.750353168352,66.807429711411
"113","CZE","Czechia",1999,23.106,43.509,0,1.373,0.572,0,0.072,31.987,0.025,33.122,0.719305923952874,2.284,0.246,0.812,8.702,121.407876416485,65.1731309952212
"114","CZE","Czechia",2000,22.79,44.265,0,1.411,0.579,0,0.076,31.488,0.046,32.335,0.719305923952874,2.284,0.249,0.81,8.764,126.265440317089,61.8281664960941
"115","CZE","Czechia",2001,23.906,44.065,0,1.483,0.543,0,0.082,30.514,0.032,32.405,0.719330988811265,2.284,0.249,0.81,8.128,130.107668072565,67.8080329795429
"116","CZE","Czechia",2002,24.758,44.083,0,1.441,0.511,0,0.084,29.692,0.026,33.275,0.719305923952874,2.284,0.249,0.821,7.281,132.150170232227,82.1960010507474
"117","CZE","Czechia",2003,25.422,43.53,0,1.403,0.503,0,0.089,29.614,0.032,34.099,0.719330988811265,2.284,0.249,0.828,7.777,136.88602063113,100.090467581268
"118","CZE","Czechia",2004,24.999,42.341,0,1.098,0.466,0,0.058,31.534,0.028,34.495,0.719438986366015,2.284,0.249,0.83,8.298,143.476070938564,119.814434353575
"119","CZE","Czechia",2005,24.32,42.819,0,1.159,0.444,0,0.065,31.698,0.005,34.234,0.719730453287596,2.284,0.249,0.83,7.927,152.947812388841,137.143471328274
"120","CZE","Czechia",2006,24.583,43.641,0,1.177,0.42,0,0.067,30.596,0.003,33.842,0.721357616223074,2.284,0.249,0.834,7.141,163.297687890645,156.264095664643
"121","CZE","Czechia",2007,24.903,43.566,0,1.177,0.389,0,0.035,30.351,0.002,34.102,0.723549734949671,2.284,0.249,0.837,5.316,172.393922455409,190.183800884018
"122","CZE","Czechia",2008,22.662,44.239,0,1.13,0.386,0,0.019,31.967,0.001,33.298,0.726618049356802,2.284,0.249,0.835,4.393,177.025133390924,236.816485762988
"123","CZE","Czechia",2009,21.227,43.953,0,1.11,0.502,0,0.018,33.692,0.017,32.088,0.723039292156358,2.284,0.258,0.824,6.662,168.780486813354,207.43429680533
"124","CZE","Czechia",2010,20.199,44.762,0,1.272,0.68,0,0.017,33.755,0.012,32.229,0.725352020132675,2.408,0.233,0.816,7.281,172.89012653082,209.069940963177
"125","CZE","Czechia",2011,20.309,43.903,0,1.524,0.632,0,0.328,34.254,0.01,33.025,0.726268129723337,2.408,0.238,0.82,6.712,175.933614512933,229.562733398948
"126","CZE","Czechia",2012,20.483,43.652,0,1.503,0.698,0,0.248,34.348,0.014,33.438,0.726943329512153,2.408,0.224,0.827,6.979,174.552528075614,208.857719320649
"127","CZE","Czechia",2013,20.784,43.183,0,1.376,0.705,0,0.015,34.653,0.005,33.71,0.727871607505307,2.408,0.229,0.793,6.953,174.47240205295,211.685616592931
"128","CZE","Czechia",2014,21.414,43.814,0,1.368,0.696,0,0,33.397,0.006,32.851,0.72998139093454,2.408,0.225,0.782,6.108,178.419147314396,209.358834156329
"129","CZE","Czechia",2015,21.517,43.048,0,1.43,0.674,0,0.001,33.979,0.025,33.134,0.727791960564105,2.408,0.221,0.783,5.048,188.033050459881,188.033050459881
"130","CZE","Czechia",2016,22.167,42.856,0,1.435,0.65,0,0.001,33.508,0.034,34.031,0.728249408740027,2.408,0.221,0.78,3.952,192.803983942274,196.272068576338
"131","CZE","Czechia",2017,22.191,43.021,0,1.355,0.613,0,0.001,33.382,0.051,34.438,0.730653402245196,2.408,0.221,0.742,2.893,202.76949031963,218.628940951675
"132","CZE","Czechia",2018,22.563,43.844,0,1.301,0.574,0,0,32.278,0.014,34.975,0.733551997866812,2.408,0.214,0.725,2.246,209.298846486102,249.000540729179
"133","CZE","Czechia",2019,22.778,44.149,0,1.196,0.544,0,0,31.867,0.011,34.778,0.734187728575819,2.408,0.236,0.72,2.015,215.640347578637,252.548179964897
"134","CZE","Czechia",2020,22.929,45.44,0,0.585,0.585,0,0,31.038,0.009,34.757,0.734032241945101,2.408,0.23,0.728,2.551,203.773728339855,245.974558654043
"135","CZE","Czechia",2021,20.761,47.345,0,0.563,0.559,0,0,31.321,0.01,34.742,0.73753140868871,2.408,0.183,0.716,2.803,211.013852329895,281.7912185071
"136","DNK","Denmark",1995,63.104,0.117,0.469,3.579,2.142,0.193,0.492,32.732,0,46.499,0.726110161983001,3.053,0.002,0.882,6.992,226.658693444805,185.006881515065
"137","DNK","Denmark",1996,62.595,0.137,0.449,3.427,2.029,0.135,0.449,33.392,0,46.713,0.726937084484746,3.053,0.002,0.882,6.844,233.232021689227,187.632346387983
"138","DNK","Denmark",1997,62.216,0.189,0.605,3.475,2.104,0,0.402,33.484,0.031,46.727,0.748628814207478,3.053,0.002,0.882,5.4,240.837461729208,173.537647058824
"139","DNK","Denmark",1998,60.531,0.179,0.839,3.733,2.066,0,0.386,34.665,0.054,47.298,0.748686084687648,3.053,0.002,0.881,5.039,246.179618941138,176.991934992837
"140","DNK","Denmark",1999,59.956,1.35,0.652,3.693,2.153,0,0.401,34.296,0.052,47.875,0.745708348466877,3.053,0.002,0.881,5.142,253.437048662499,177.965188354692
"141","DNK","Denmark",2000,61.423,1.359,0.363,3.334,2.181,0,0.46,33.458,0.063,46.875,0.727457086276189,3.053,0.002,0.881,4.476,262.932986641725,164.158739097623
"142","DNK","Denmark",2001,60.409,1.385,0.546,3.551,2.327,0,0.43,34.067,0.043,45.919,0.719962696588112,3.053,0.002,0.882,4.164,265.097327404035,164.791442543375
"143","DNK","Denmark",2002,60.651,0.252,0.522,3.699,2.436,0,0.397,34.835,0.041,45.405,0.727152861052602,3.053,0.002,0.883,4.274,266.333597050533,178.635163717431
"144","DNK","Denmark",2003,61.105,0.251,0.443,3.894,2.521,0,0.416,34.281,0.027,45.583,0.711618913332501,3.053,0.002,0.883,4.19,267.372454034624,218.096033517009
"145","DNK","Denmark",2004,61.349,0.238,0.414,3.864,2.449,0,0.46,34.106,0.03,46.393,0.704500615879084,3.053,0.002,0.883,5.204,274.506537368942,251.373002954382
"146","DNK","Denmark",2005,61.998,0.224,0.382,3.844,2.294,0,0.414,33.525,0.027,48.004,0.697484494125831,3.053,0.002,0.895,4.83,280.920770514868,264.46733645717
"147","DNK","Denmark",2006,60.917,0.214,0.41,3.939,2.337,0,0.451,34.495,0.024,46.462,0.691339723399608,3.053,0.002,0.896,3.897,291.913222677846,282.884947702966
"148","DNK","Denmark",2007,60.102,0.159,0.492,3.909,2.353,0,0.482,35.314,0.024,46.425,0.69325859059019,3.053,0.002,0.896,3.801,294.567411335295,319.423424509066
"149","DNK","Denmark",2008,60.765,0.135,0.521,4.261,2.665,0,0.589,34.291,0.027,44.765,0.688652049638051,3.053,0.002,0.898,3.683,293.05917686439,353.361038818383
"150","DNK","Denmark",2009,61.409,0.131,0.536,4.064,2.914,0,0.473,33.835,0.024,44.963,0.718174064192723,3.053,0.002,0.898,6.409,278.680088475415,321.241303699006
"151","DNK","Denmark",2010,61.548,0.224,0.513,4.137,2.981,0,0.449,33.553,0.025,44.756,0.714197895431738,3.053,0.002,0.898,7.747,283.894168259757,321.995279401502
"152","DNK","Denmark",2011,61.255,0.247,0.56,4.22,3.024,0,0.579,33.697,0.021,44.793,0.715347306910886,3.053,0.002,0.898,7.769,287.689202382588,344.003137611271
"153","DNK","Denmark",2012,61.947,0.211,0.643,3.916,2.878,0,0.469,33.26,0.022,45.512,0.698963645643971,3.053,0.002,0.898,7.798,288.340817827024,327.148943812137
