"","Country","Year","Unemployment_rate","GDP_constant_billions","GDP_current_billions"
"1457","BHR",2008,3.7,24.3365034934839,25.7109042553191
"1458","BHR",2009,4,24.9546229229927,22.9382180851064
"1459","BHR",2010,1.13,26.0362309379271,25.7132712765957
"1460","BHR",2011,4,26.5526634870358,28.7765957446809
"1461","BHR",2012,1.2,27.5425755730076,30.7493085106383
"1462","BHR",2013,NA,29.0345127713789,32.5394680851064
"1463","BHR",2014,NA,30.2976275590615,33.3877127659574
"1464","BHR",2015,NA,31.0506382978723,31.0506382978723
"1465","BHR",2016,NA,32.155459790271,32.2349734042553
"1466","BHR",2017,NA,33.5352344206161,35.4737765957447
"1467","BHR",2018,NA,34.2432069736781,37.8020053191489
"1468","BHR",2019,NA,34.9852451702699,38.6533180851064
"1469","BHR",2020,NA,33.360307403029,34.621807712766
"1470","BHR",2021,NA,34.2509304369458,39.288670212766
"1471","BHR",2022,NA,35.9158196222345,44.3832978723404
"1472","BHR",NA,NA,NA,NA
"1473","BHS",1960,NA,2.18384759259524,0.169803921568627
"1474","BHS",1961,NA,2.41680074291389,0.190098039215686
"1475","BHS",1962,NA,2.66940407731032,0.212254901960784
"1476","BHS",1963,NA,2.9503336359656,0.237745098039216
"1477","BHS",1964,NA,3.2601649053794,0.266666666666667
"1478","BHS",1965,NA,3.60005654333667,0.300392156862745
"1479","BHS",1966,NA,3.92665110647857,0.34
"1480","BHS",1967,NA,4.30353555080476,0.390196078431373
"1481","BHS",1968,NA,4.66596913986152,0.444901960784314
"1482","BHS",1969,NA,5.08505074394803,0.528137254901961
"1483","BHS",1970,NA,4.7977631990289,0.538423153692615
"1484","BHS",1971,NA,4.87579923679303,0.5734
"1485","BHS",1972,NA,4.70527615808428,0.5909
"1486","BHS",1973,8.6,5.06135116967223,0.6709
"1487","BHS",1974,NA,4.21336080040775,0.6324
"1488","BHS",1975,21.2,3.58965167916631,0.5962
"1489","BHS",1976,NA,3.77578175852813,0.6421
"1490","BHS",1977,20.86,4.12145190605555,0.713
"1491","BHS",1978,NA,4.70585400907423,0.8324
"1492","BHS",1979,14.7,5.93593110694885,1.1398001
"1493","BHS",1980,NA,6.32148656698287,1.3353
"1494","BHS",1981,NA,5.73824060923801,1.4265
"1495","BHS",1982,NA,6.12263948070433,1.5783
"1496","BHS",1983,NA,6.3428739985123,1.7328
"1497","BHS",1984,NA,7.24173209984124,2.0411
"1498","BHS",1985,NA,7.59144838637879,2.3206999
"1499","BHS",1986,12.09,7.72786673114873,2.4725
"1500","BHS",1987,NA,7.95850640861972,2.7139999
"1501","BHS",1988,11.02,8.14232464083762,2.8179
"1502","BHS",1989,11.59,8.69008567279617,3.062
"1503","BHS",1990,7.77,8.55137025957808,3.166
"1504","BHS",1991,12.17,8.19377033888764,3.11116
"1505","BHS",1992,14.81,7.88031091134116,3.109
"1506","BHS",1993,12.72,7.90456702811251,3.092
"1507","BHS",1994,13.83,8.15347520177834,3.259
"1508","BHS",1995,10.83,8.51049566308516,3.429
"1509","BHS",1996,11.46,8.8699390313928,3.609
"1510","BHS",1997,9.76,8.98416195559528,6.33236
"1511","BHS",1998,7.65,9.40792677689233,6.83322
"1512","BHS",1999,7.45,10.0800388413065,7.68387
"1513","BHS",2000,NA,10.498201118807,8.07647
"1514","BHS",2001,6.87,10.7738849118277,8.31783
"1515","BHS",2002,9.05,11.0653137848282,8.88116
"1516","BHS",2003,10.84,10.9253467854985,8.87009
"1517","BHS",2004,10.2,11.0217491770314,9.05529
"1518","BHS",2005,10.2,11.3960570599869,9.8362
"1519","BHS",2006,7.54,11.6828493450179,10.16725
"1520","BHS",2007,7.88,11.8517950191571,10.61834
"1521","BHS",2008,8.18,11.5764010128845,10.526
"1522","BHS",2009,14.25,11.0930367170626,9.98196
"1523","BHS",2010,NA,11.2637211116904,10.09576
"1524","BHS",2011,14.52,11.3327869533196,10.07045
"1525","BHS",2012,14.02,11.6825595582698,10.7204
"1526","BHS",2013,16.18,11.3481456509686,10.3955
"1527","BHS",2014,13.8,11.5577580654237,10.9748
"1528","BHS",2015,12,11.6729,11.6729
"1529","BHS",2016,12.7,11.5838388727522,11.7508
"1530","BHS",2017,9.8,11.8762337015797,12.2535
"1531","BHS",2018,10,12.2228186523009,12.6536
"1532","BHS",2019,NA,12.1319222089819,13.0587
"1533","BHS",2020,NA,9.2799376298172,9.7546
"1534","BHS",2021,NA,10.8560877527039,11.5276
"1535","BHS",2022,NA,12.4159132221146,12.8974
"1536","BHS",NA,NA,NA,NA
"1537","BIH",1960,NA,NA,NA
"1538","BIH",1961,NA,NA,NA
"1539","BIH",1962,NA,NA,NA
"1540","BIH",1963,NA,NA,NA
"1541","BIH",1964,NA,NA,NA
"1542","BIH",1965,NA,NA,NA
"1543","BIH",1966,NA,NA,NA
"1544","BIH",1967,NA,NA,NA
"1545","BIH",1968,NA,NA,NA
"1546","BIH",1969,NA,NA,NA
"1547","BIH",1970,NA,NA,NA
"1548","BIH",1971,NA,NA,NA
"1549","BIH",1972,NA,NA,NA
"1550","BIH",1973,NA,NA,NA
"1551","BIH",1974,NA,NA,NA
"1552","BIH",1975,NA,NA,NA
"1553","BIH",1976,NA,NA,NA
"1554","BIH",1977,NA,NA,NA
"1555","BIH",1978,NA,NA,NA
"1556","BIH",1979,NA,NA,NA
"1557","BIH",1980,NA,NA,NA
"1558","BIH",1981,NA,NA,NA
"1559","BIH",1982,NA,NA,NA
"1560","BIH",1983,NA,NA,NA
"1561","BIH",1984,NA,NA,NA
"1562","BIH",1985,NA,NA,NA
"1563","BIH",1986,NA,NA,NA
"1564","BIH",1987,NA,NA,NA
"1565","BIH",1988,NA,NA,NA
"1566","BIH",1989,NA,NA,NA
"1567","BIH",1990,NA,NA,NA
"1568","BIH",1991,17.55,NA,NA
"1569","BIH",1992,NA,NA,NA
"1570","BIH",1993,NA,NA,NA
"1571","BIH",1994,NA,2.43603781587895,1.2558024691358
"1572","BIH",1995,NA,2.94273362170058,1.86657295373665
"1573","BIH",1996,NA,5.5605207735561,2.78604532163743
"1574","BIH",1997,NA,7.47276018263763,3.67190967304401
"1575","BIH",1998,NA,8.63851052343872,4.11677430060671
"1576","BIH",1999,NA,9.46780750919199,4.68625636304707
"1577","BIH",2000,NA,10.6764175851095,5.56777276881188
"1578","BIH",2001,16.1,10.9351406187269,5.80061546626648
"1579","BIH",2002,NA,11.4848987123276,6.72822088664546
"1580","BIH",2003,NA,11.9290356860139,8.49889435938629
"1581","BIH",2004,NA,12.6835789445033,10.156541538399
"1582","BIH",2005,NA,13.1778805914628,11.2227963365426
"1583","BIH",2006,31.11,13.8913315172397,12.8648419059543
"1584","BIH",2007,28.984,14.7049643548142,15.7787342643787
"1585","BIH",2008,23.405,15.505477767974,19.1127966231175
"1586","BIH",2009,24.068,15.0396225216786,17.6139490912294
"1587","BIH",2010,27.312,15.1698159107044,17.1763158037298
"1588","BIH",2011,27.582,15.3153720005534,18.6442335371093
"1589","BIH",2012,28.01,15.1895046872909,17.2267359956905
"1590","BIH",2013,27.49,15.5464362752992,18.1791085305261
"1591","BIH",2014,27.517,15.7258190000295,18.5587335644692
"1592","BIH",2015,27.695,16.4043488714437,16.4043488714437
"1593","BIH",2016,25.408,16.9362197276767,17.1169263276247
"1594","BIH",2017,20.527,17.4856477942627,18.3263733661105
"1595","BIH",2018,18.4,18.1549108246593,20.4840538689246
"1596","BIH",2019,15.692,18.6791054339912,20.482608755379
"1597","BIH",2020,15.868,18.1159126324361,20.2260365644129
"1598","BIH",2021,14.897,19.4549779641756,23.6495682768447
"1599","BIH",2022,12.657,20.2538435104894,24.4739066737086
"1600","BIH",NA,NA,NA,NA
"1601","BLR",1960,NA,NA,NA
"1602","BLR",1961,NA,NA,NA
"1603","BLR",1962,NA,NA,NA
"1604","BLR",1963,NA,NA,NA
"1605","BLR",1964,NA,NA,NA
"1606","BLR",1965,NA,NA,NA
"1607","BLR",1966,NA,NA,NA
"1608","BLR",1967,NA,NA,NA
"1609","BLR",1968,NA,NA,NA
"1610","BLR",1969,NA,NA,NA
"1611","BLR",1970,NA,NA,NA
"1612","BLR",1971,NA,NA,NA
"1613","BLR",1972,NA,NA,NA
"1614","BLR",1973,NA,NA,NA
"1615","BLR",1974,NA,NA,NA
"1616","BLR",1975,NA,NA,NA
"1617","BLR",1976,NA,NA,NA
"1618","BLR",1977,NA,NA,NA
"1619","BLR",1978,NA,NA,NA
"1620","BLR",1979,NA,NA,NA
"1621","BLR",1980,NA,NA,NA
"1622","BLR",1981,NA,NA,NA
"1623","BLR",1982,NA,NA,NA
"1624","BLR",1983,NA,NA,NA
"1625","BLR",1984,NA,NA,NA
"1626","BLR",1985,NA,NA,NA
"1627","BLR",1986,NA,NA,NA
"1628","BLR",1987,NA,NA,NA
"1629","BLR",1988,NA,NA,NA
"1630","BLR",1989,NA,NA,NA
"1631","BLR",1990,NA,29.4527163368679,NA
"1632","BLR",1991,0.05,29.0992850286358,NA
"1633","BLR",1992,0.5,26.3057532905802,9.2
"1634","BLR",1993,1.4,24.3065155409122,16.4166666666667
"1635","BLR",1994,2.1,21.4626522903542,14.9521008403361
"1636","BLR",1995,2.9,19.2305363387281,13.9704257767549
"1637","BLR",1996,4,19.768992246138,14.7568461538462
"1638","BLR",1997,2.8,22.0226584412039,14.1305855161787
"1639","BLR",1998,2.3,23.8725598438526,15.2213526988944
"1640","BLR",1999,2.1,24.6842266974564,12.1382430806258
"1641","BLR",2000,2.1,26.1159126755037,12.7367804551539
"1642","BLR",2001,2.3,27.3499694771669,12.3548201438849
"1643","BLR",2002,3,28.7298485999482,14.5949009447658
"1644","BLR",2003,3.1,30.7533471452327,17.8254447244878
"1645","BLR",2004,1.9,34.2745263748589,23.1415662929462
"1646","BLR",2005,1.5,37.4963323985946,30.2100918368294
"1647","BLR",2006,1.2,41.2459636591501,36.9618942813444
"1648","BLR",2007,1,44.7931192556655,45.275711995825
"1649","BLR",2008,0.8,49.3620171835591,60.752106347126
"1650","BLR",2009,6.1,49.4607388729267,50.8731673260414
"1651","BLR",2010,NA,53.317819268921,57.2319045428755
"1652","BLR",2011,0.6,56.1856288151061,61.7623823279319
"1653","BLR",2012,0.5,57.1335565240424,65.6858904388922
"1654","BLR",2013,0.5,57.7068750645283,75.5275589664473
"1655","BLR",2014,0.5,58.7030169064629,78.8128050390743
"1656","BLR",2015,1,56.4548891466088,56.4548891466088
"1657","BLR",2016,5.844,55.0289338246442,47.723545321259
"1658","BLR",2017,5.648,56.4220593444014,54.7253022498088
"1659","BLR",2018,4.763,58.1991508117146,60.0311738077196
"1660","BLR",2019,4.165,59.0408308132346,64.4101228473508
"1661","BLR",2020,4.049,58.6435426271016,61.3717553262351
"1662","BLR",2021,3.9,60.0737800971802,69.67374713187
"1663","BLR",2022,3.574,57.2518444900491,72.7934575884367
"1664","BLR",NA,NA,NA,NA
"1665","BLZ",1960,NA,0.142478215945877,0.0280724780724781
"1666","BLZ",1961,NA,0.149448645246673,0.029964999965
"1667","BLZ",1962,NA,0.156760647646739,0.0318575918575919
"1668","BLZ",1963,NA,0.164530385990874,0.0337501137501138
"1669","BLZ",1964,NA,0.172756707706557,0.0361945861945862
"1670","BLZ",1965,NA,0.181274547943454,0.0401100401100401
"1671","BLZ",1966,NA,0.189922875855054,0.0444500444500445
"1672","BLZ",1967,NA,0.199254020658759,0.047431255747674
"1673","BLZ",1968,NA,0.213933513593118,0.04499991000018
"1674","BLZ",1969,NA,0.224857760600722,0.0473999052001896
"1675","BLZ",1970,NA,0.235668232235179,0.0533398933202134
"1676","BLZ",1971,NA,0.244999377038884,0.0590746871961851
"1677","BLZ",1972,NA,0.270034157788498,0.0659980693847631
"1678","BLZ",1973,NA,0.284486099976562,0.0782147678301496
"1679","BLZ",1974,NA,0.32306237294923,0.103160450445869
"1680","BLZ",1975,NA,0.334669436848939,0.118194026251574
"1681","BLZ",1976,NA,0.334555579149183,0.0970942272292471
"1682","BLZ",1977,NA,0.356290297791243,0.11765
"1683","BLZ",1978,NA,0.384511365275264,0.1363
"1684","BLZ",1979,NA,0.413415167324782,0.1518
"1685","BLZ",1980,NA,0.468964447722202,0.19793822243
"1686","BLZ",1981,NA,0.474281429801896,0.196089854655
"1687","BLZ",1982,NA,0.473770579240891,0.182206326985
"1688","BLZ",1983,NA,0.463616823077784,0.192103185955
"1689","BLZ",1984,NA,0.472759648299872,0.21438194902
"1690","BLZ",1985,NA,0.477546405519047,0.212643742665
"1691","BLZ",1986,NA,0.499224419050253,0.231638320535
"1692","BLZ",1987,NA,0.552817678740159,0.281082558585
"1693","BLZ",1988,NA,0.606925877939677,0.32009336027
"1694","BLZ",1989,NA,0.685882207495646,0.369133890705
"1695","BLZ",1990,NA,0.750867159900261,0.545686365523175
"1696","BLZ",1991,NA,0.839309583819672,0.59497569704556
"1697","BLZ",1992,NA,0.94620590436318,0.69362516824559
"1698","BLZ",1993,9.78,1.00428294416996,0.750018765327715
"1699","BLZ",1994,11.1,1.0040822194569,0.769649509481095
"1700","BLZ",1995,12.48,1.01142766633394,0.816491620228815
"1701","BLZ",1996,13.82,1.02260704059815,0.848205276869645
"1702","BLZ",1997,12.68,1.06591052720709,0.87086111517749
"1703","BLZ",1998,14.31,1.10740665493443,0.926550756039735
"1704","BLZ",1999,12.84,1.21175970335171,0.996906468694785
"1705","BLZ",2000,NA,1.36008653159874,1.13475676062071
"1706","BLZ",2001,9.07,1.42800331352024,1.16812797394349
"1707","BLZ",2002,10.04,1.50510224207968,1.24005954009348
"1708","BLZ",2003,NA,1.65057376513194,1.30338186075674
"1709","BLZ",2004,NA,1.72948218034484,1.39427399060003
"1710","BLZ",2005,10.91,1.76786266333788,1.46814595619917
"1711","BLZ",2006,9.39,1.84761899966977,1.58420735322049
"1712","BLZ",2007,8.51,1.90853544378441,1.69921429891439
"1713","BLZ",2008,8.18,1.87917083346424,1.7319215640667
"1714","BLZ",2009,NA,1.87070155608091,1.68147334843468
"1715","BLZ",2010,NA,1.89389737456349,1.73907029544027
"1716","BLZ",2011,NA,1.88825012249832,1.81883193817757
"1717","BLZ",2012,NA,1.9573902773086,1.8995032498643
"1718","BLZ",2013,8.349,2.04425228631107,2.02175743418064
"1719","BLZ",2014,8.244,2.1261310975749,2.12512560625723
"1720","BLZ",2015,7.578,2.19470930924204,2.19470930924204
"1721","BLZ",2016,7,2.19446713591808,2.2405935429757
"1722","BLZ",2017,6.596,2.15467343368323,2.26666481708822
"1723","BLZ",2018,NA,2.17741812832649,2.29278733562452
"1724","BLZ",2019,9.053,2.26965866706214,2.38679247610637
"1725","BLZ",2020,NA,1.95799615025944,2.04772781006777
"1726","BLZ",2021,10.157,2.30774219129649,2.4245751793783
"1727","BLZ",2022,NA,2.50930758146631,2.8305075756841
"1728","BLZ",NA,NA,NA,NA
"1729","BMU",1960,NA,1.68435337403431,0.0844666525888912
"1730","BMU",1961,NA,1.76318111192075,0.0892499851250025
"1731","BMU",1962,NA,1.84199530760412,0.0941499843083359
"1732","BMU",1963,NA,1.86170465740225,0.0963666506055582
"1733","BMU",1964,NA,2.06854004485568,0.107566648738892
"1734","BMU",1965,NA,2.16700255099883,0.114339050285848
"1735","BMU",1966,NA,2.47826291743354,0.134173375335433
"1736","BMU",1967,NA,2.80725330472231,0.15510298009435
"1737","BMU",1968,NA,2.86635337430658,0.15
"1738","BMU",1969,NA,2.9648534901743,0.1649
"1739","BMU",1970,NA,3.15200371052447,0.1863
"1740","BMU",1971,NA,3.26035383809562,0.2111
"1741","BMU",1972,NA,3.31945390767989,0.2354
"1742","BMU",1973,NA,3.36870396566677,0.2695
"1743","BMU",1974,NA,3.39825400045891,0.3126
"1744","BMU",1975,NA,3.52630415111876,0.345
"1745","BMU",1976,NA,3.84150452223484,0.3863
"1746","BMU",1977,NA,4.06805478886847,0.447
"1747","BMU",1978,NA,4.12715485845273,0.4758
"1748","BMU",1979,NA,4.21580496282913,0.5172
"1749","BMU",1980,NA,4.55070535703391,0.613299968
"1750","BMU",1981,NA,4.65905548460506,0.739100032
"1751","BMU",1982,NA,4.41280519477668,0.785500032
"1752","BMU",1983,NA,4.50145529915308,0.8894
"1753","BMU",1984,NA,4.52312532458246,0.985699968
"1754","BMU",1985,NA,4.43250521797143,1.039500032
"1755","BMU",1986,NA,4.7280055657867,1.173500032
"1756","BMU",1987,NA,4.9053057745395,1.296499968
"1757","BMU",1988,NA,5.10427600872168,1.415100032
"1758","BMU",1989,NA,5.12693103537444,1.501500032
"1759","BMU",1990,NA,5.12791603659781,1.5924
"1760","BMU",1991,NA,4.94667589008297,1.6349
"1761","BMU",1992,NA,4.94372083423487,1.6799
"1762","BMU",1993,NA,5.09245599393519,1.8203599
"1763","BMU",1994,NA,5.12299104076808,1.8671601
"1764","BMU",1995,NA,5.34835901558225,2.03075
"1765","BMU",1996,NA,5.48744177763634,2.69539
"1766","BMU",1997,NA,5.73986414564664,2.932827
"1767","BMU",1998,NA,5.96371885273555,3.130748
"1768","BMU",1999,NA,6.1654504107722,3.324433
"1769","BMU",2000,2.71,6.73989506897791,3.480219
"1770","BMU",2001,NA,7.22667964563174,3.680483
"1771","BMU",2002,NA,7.11988445330351,3.937228
"1772","BMU",2003,NA,7.36272282773814,4.186525
"1773","BMU",2004,NA,7.5336312994758,4.484703
"1774","BMU",2005,NA,7.65975981530576,4.868136
"1775","BMU",2006,NA,8.08440666452899,6.144
"1776","BMU",2007,NA,8.35484136208309,6.767
"1777","BMU",2008,NA,8.19894371290485,6.98
"1778","BMU",2009,4.48,7.73761393472433,6.656
"1779","BMU",2010,6.49,7.54395087542882,6.634526
"1780","BMU",2011,NA,7.26160008273073,6.312691
"1781","BMU",2012,8.44,6.87635047840565,6.378188
"1782","BMU",2013,6.66,6.85711673850431,6.465756
"1783","BMU",2014,8.94,6.60333021303728,6.413988
"1784","BMU",2015,NA,6.654541,6.654541
"1785","BMU",2016,NA,6.61080693702849,6.899911
"1786","BMU",2017,NA,6.84955093014215,7.142316
"1787","BMU",2018,NA,6.81990598464909,7.225977
"1788","BMU",2019,NA,6.8407930880543,7.423465
"1789","BMU",2020,NA,6.37302272195909,6.887147
"1790","BMU",2021,NA,6.56509392838781,7.1272
"1791","BMU",2022,NA,6.75726164288508,7.546
"1792","BMU",NA,NA,NA,NA
"1793","BOL",1960,NA,4.72773974657154,0.37325
"1794","BOL",1961,NA,4.82651622094735,0.406
"1795","BOL",1962,NA,5.09578359636433,0.443916666666667
"1796","BOL",1963,NA,5.44217589564954,0.478
"1797","BOL",1964,NA,5.65750083841073,0.538583333333333
"1798","BOL",1965,NA,5.93547885829048,0.598333333333333
"1799","BOL",1966,NA,6.3610876917343,0.6625
"1800","BOL",1967,NA,6.76293156489177,0.74825
"1801","BOL",1968,NA,7.33977196356157,0.849333333333333
"1802","BOL",1969,NA,7.66816050507993,0.920333333333333
"1803","BOL",1970,NA,8.06928422795154,1.00683333333333
"1804","BOL",1971,9,8.4778592366012,1.08466666666667
"1805","BOL",1972,8.1,9.15333141737735,1.28615384615385
"1806","BOL",1973,7.1,9.67865589240561,1.2636
"1807","BOL",1974,6.1,9.96316654529281,2.1013
"1808","BOL",1975,5.2,10.6915754180281,2.4059
"1809","BOL",1976,5.3,11.1849453810081,2.73335
"1810","BOL",1977,5.3,11.740973137016,3.22905
"1811","BOL",1978,5.5,11.9819794546341,3.7601
"1812","BOL",1979,5.6,11.9979567110459,4.5105
"1813","BOL",1980,6.1,11.8333719910655,4.45036803669452
"1814","BOL",1981,10.16,11.8659867020009,5.77848783653844
"1815","BOL",1982,11.6,11.3986165832799,5.60038556780759
"1816","BOL",1983,14.19,10.9378706630725,5.41400806403461
"1817","BOL",1984,14.66,10.9159221085205,6.16930449153731
"1818","BOL",1985,19.28,10.7329287057646,5.3772766569045
"1819","BOL",1986,19.76,10.4566755495767,3.95938351978036
"1820","BOL",1987,20.32,10.7142741430459,4.34795633783337
"1821","BOL",1988,18,11.0260057307249,4.59761171002127
"1822","BOL",1989,10.1,11.4439057879669,4.71597343739371
"1823","BOL",1990,6.69,11.9744209337407,4.86758259752327
"1824","BOL",1991,6.59,12.6050570055101,5.34326245710226
"1825","BOL",1992,2.52,12.8125990400935,5.64386874868126
"1826","BOL",1993,5.99,13.3596068333496,5.73469948884934
"1827","BOL",1994,3.08,13.9831351009362,5.98122285882727
"1828","BOL",1995,3.69,14.6373048379041,6.71516173222658
"1829","BOL",1996,5.23,15.275687754507,7.39694912635685
"1830","BOL",1997,2.08,16.0324772127938,7.92573682145034
"1831","BOL",1998,NA,16.8388073679087,8.49749465212546
"1832","BOL",1999,3.93,16.9106897819002,8.28506443456826
"1833","BOL",2000,4.47,17.3347778881262,8.39785548476908
"1834","BOL",2001,5.24,17.6266607269117,8.14151692839489
"1835","BOL",2002,5.48,18.0647829666648,7.90548514644351
"1836","BOL",2003,NA,18.5545806237088,8.08239963954305
"1837","BOL",2004,4.17,19.3289181184657,8.7734517515121
"1838","BOL",2005,5.45,20.183533307223,9.54912290532852
"1839","BOL",2006,5.08,21.1517391808768,11.4518449022214
"1840","BOL",2007,5.18,22.117185836643,13.1201080083477
"1841","BOL",2008,2.603,23.4770605377351,16.6742762858956
"1842","BOL",2009,2.973,24.2651853600464,17.3399921937322
"1843","BOL",2010,NA,25.2665422460612,19.6497237221034
"1844","BOL",2011,2.255,26.5814364617176,23.963164696592
"1845","BOL",2012,2.066,27.9430108906533,27.0844974819103
"1846","BOL",2013,2.437,29.8420211041396,30.6593388856729
"1847","BOL",2014,2.021,31.4715654086312,32.9961880173661
"1848","BOL",2015,3.111,33.0001982489146,33.0001982489146
"1849","BOL",2016,3.498,34.4073005871524,33.9411261939219
"1850","BOL",2017,3.655,35.8507578406068,37.508642170767
"1851","BOL",2018,3.519,37.3649589284415,40.2876479305355
"1852","BOL",2019,3.682,38.1932300802463,40.8953228509407
"1853","BOL",2020,7.903,34.8559498033644,36.6298438060781
"1854","BOL",2021,5.089,36.9861268125425,40.406111695179
"1855","BOL",2022,3.552,38.3197283313779,44.0082828779606
"1856","BOL",NA,NA,NA,NA
"1857","BRA",1960,NA,188.463862179827,NA
"1858","BRA",1961,NA,204.671754327293,NA
"1859","BRA",1962,NA,218.180090112894,NA
"1860","BRA",1963,NA,219.489170653572,NA
"1861","BRA",1964,NA,226.951802455793,NA
"1862","BRA",1965,NA,232.398645714732,NA
"1863","BRA",1966,NA,247.969354977619,NA
"1864","BRA",1967,NA,258.384067886679,NA
"1865","BRA",1968,NA,283.705706539573,NA
"1866","BRA",1969,NA,310.657748660833,NA
"1867","BRA",1970,NA,342.966154521559,NA
"1868","BRA",1971,NA,381.868537891986,NA
"1869","BRA",1972,3.06,427.464970662726,NA
"1870","BRA",1973,2.78,487.176363120186,NA
"1871","BRA",1974,NA,526.900425054734,NA
"1872","BRA",1975,NA,554.123521039749,NA
"1873","BRA",1976,1.92,610.960688375518,NA
"1874","BRA",1977,2.32,641.107493117411,NA
"1875","BRA",1978,2.36,672.969879603445,NA
"1876","BRA",1979,2.76,718.459683218465,NA
"1877","BRA",1980,NA,784.557974074562,NA
"1878","BRA",1981,3.99,751.214260176397,NA
"1879","BRA",1982,4.83,757.449338535857,NA
"1880","BRA",1983,4.62,735.256072916757,NA
"1881","BRA",1984,4.04,774.959900854261,NA
"1882","BRA",1985,3.38,835.794253071324,NA
"1883","BRA",1986,2.37,898.395242626365,NA
"1884","BRA",1987,3.56,930.108594691074,NA
"1885","BRA",1988,3.79,929.55052953426,NA
"1886","BRA",1989,4.145,958.924326267545,425.595310393455
"1887","BRA",1990,4.703,917.211118074905,461.95178181818
"1888","BRA",1991,NA,926.678475712658,407.337837837838
"1889","BRA",1992,7.086,921.636677135004,390.590371724558
"1890","BRA",1993,6.03,967.02442644437,438.302216833007
"1891","BRA",1994,NA,1023.62311249487,546.229749726263
"1892","BRA",1995,7.092,1066.85884035151,769.333050986905
"1893","BRA",1996,8.035,1090.42430174444,850.426432991742
"1894","BRA",1997,9.003,1127.44252738592,883.206179730462
"1895","BRA",1998,10.15,1131.25438690834,863.710759256435
"1896","BRA",1999,11.125,1136.5479511571,599.642024319531
"1897","BRA",2000,NA,1186.41910069997,655.448231983527
"1898","BRA",2001,10.649,1202.90909708086,559.983634798981
"1899","BRA",2002,10.641,1239.63946755979,509.795273806715
"1900","BRA",2003,11.169,1253.78163407945,558.233745651874
"1901","BRA",2004,10.072,1325.99901282398,669.289424806307
"1902","BRA",2005,10.551,1368.4592523462,891.633839853105
"1903","BRA",2006,9.692,1422.67745344188,1107.62654171074
"1904","BRA",2007,9.28,1509.03213401769,1397.11448647138
"1905","BRA",2008,8.268,1585.90518027635,1695.85508355205
"1906","BRA",2009,9.419,1583.90992121667,1666.99643868146
"1907","BRA",2010,NA,1703.150236842,2208.83774521423
"1908","BRA",2011,7.578,1770.84063293271,2616.15622397747
"1909","BRA",2012,7.251,1804.86159791879,2465.22780301157
"1910","BRA",2013,7.071,1859.09448836514,2472.81953574273
"1911","BRA",2014,6.755,1868.46350175579,2456.04372719885
"1912","BRA",2015,8.538,1802.21220690468,1802.21220690468
"1913","BRA",2016,11.58,1743.17323250386,1795.69348265252
"1914","BRA",2017,12.792,1766.23313175503,2063.51497733432
"1915","BRA",2018,12.33,1797.73684505911,1916.93389803836
"1916","BRA",2019,11.936,1819.68321779043,1873.28820518645
"1917","BRA",2020,13.697,1760.05658788353,1476.10723119411
"1918","BRA",2021,13.159,1847.8631656996,1649.62282188514
"1919","BRA",2022,9.231,1901.46100254822,1920.09577902273
"1920","BRA",NA,NA,NA,NA
"1921","BRB",1960,NA,NA,NA
"1922","BRB",1961,NA,NA,NA
"1923","BRB",1962,NA,NA,NA
"1924","BRB",1963,NA,NA,NA
"1925","BRB",1964,NA,NA,NA
"1926","BRB",1965,NA,NA,NA
"1927","BRB",1966,NA,NA,NA
"1928","BRB",1967,NA,NA,NA
"1929","BRB",1968,NA,NA,NA
"1930","BRB",1969,NA,NA,NA
"1931","BRB",1970,NA,NA,NA
"1932","BRB",1971,NA,NA,NA
"1933","BRB",1972,NA,NA,NA
"1934","BRB",1973,NA,NA,NA
"1935","BRB",1974,NA,2.85167381944819,0.311809337473213
"1936","BRB",1975,NA,2.79749201684959,0.402178605019554
"1937","BRB",1976,9.86,2.91946857162425,0.43591126858968
"1938","BRB",1977,12.45,3.02580162436503,0.495097667929041
"1939","BRB",1978,13.29,3.1733681333638,0.552883707055138
"1940","BRB",1979,9.45,3.42384233833147,0.670362452145379
"1941","BRB",1980,8.98,3.57356918291028,1.01228061452792
"1942","BRB",1981,7.23,3.50568024621902,1.11420474320091
"1943","BRB",1982,8.39,3.33386901413112,1.16392383035847
"1944","BRB",1983,9.06,3.35058013700897,1.23601650673694
"1945","BRB",1984,17.02,3.47121355528345,1.34689007109829
"1946","BRB",1985,18.85,3.50933580434855,1.40953612091682
"1947","BRB",1986,17.88,3.6884581526955,1.54775518321484
"1948","BRB",1987,17.94,3.78402488665321,1.70437030776115
"1949","BRB",1988,17.57,3.91666942449615,1.81275791776463
"1950","BRB",1989,14.06,4.05766952377801,2.00616516680754
"1951","BRB",1990,8.16,3.92345831816527,2.01213145726644
"1952","BRB",1991,7.52,3.77044709931496,2.02058370208323
"1953","BRB",1992,22.94,3.55581361485257,1.957
"1954","BRB",1993,24.54,3.58401363470894,2.06334211703873
"1955","BRB",1994,22.98,3.65608035211967,2.15134490130761
"1956","BRB",1995,19.66,3.7297137373002,2.21697409635559
"1957","BRB",1996,14.71,3.87802495284112,2.36364540347039
"1958","BRB",1997,14.61,4.06184730449747,2.49838412966738
"1959","BRB",1998,12.4,4.21329185557799,2.81708347834734
"1960","BRB",1999,10.61,4.22739186550617,2.95182220454432
"1961","BRB",2000,9.35,4.41539199788199,3.0595
