"","Country","Country_Name","Year","TaxRev_Income_IPC_1000","TaxRev_Social_SSC_2000","TaxRev_Payroll_PW_3000","TaxRev_Property_4000","TaxRev_ImmovProp_4100","TaxRev_NetWealth_4200","TaxRev_EIG_4300","TaxRev_GoodsServices_5000","TaxRev_Others_6000","TaxRev_TotalofGDP","Wealth_Gini","Wealth_Share_bottom50","Wealth_Share_top10","Wealth_Share_top1","v2peedueq","v2x_corr","v2x_libdem","Unemployment_rate","GDP_constant_billions","GDP_current_billions","welfare_regime"
"114","CHE","Switzerland",1995,43.181,26.812,0,8.082,0.58,4.166,1.006,21.749,0.176,24.968,0.726601679706846,0.0455,0.575,0.2568,3.246,0.023,0.838,3.094,473.591186505167,352.835806342495,"Cons"
"115","CHE","Switzerland",2016,46.548,24.439,0,7.409,0.659,4.765,0.621,21.116,0.488,26.938,0.761481203436205,0.0351,0.6232,0.3068,3.246,0.021,0.86,4.918,708.477337578722,687.895460902713,"Cons"
"116","CHE","Switzerland",2017,47.366,23.776,0,7.554,0.621,4.766,0.605,20.795,0.509,27.716,0.763939811622237,0.0344,0.6266,0.3116,3.246,0.022,0.872,4.797,718.132463597499,695.200833086499,"Cons"
"117","CHE","Switzerland",2018,47.649,23.821,0,7.513,0.624,4.834,0.621,20.484,0.533,27.182,0.763739696842293,0.0345,0.6262,0.3118,3.246,0.022,0.872,4.713,738.674253452249,725.568717468001,"Cons"
"118","CHE","Switzerland",2019,48.176,23.742,0,7.673,0.651,5.012,0.615,19.898,0.512,27.66,0.762021758091947,0.0347,0.6235,0.3071,3.246,0.022,0.87,4.394,747.109782866389,721.369112726724,"Cons"
"119","CHE","Switzerland",2020,46.212,25.157,0,8.09,0.689,5.117,0.647,20.001,0.54,27.991,0.760871649855233,0.0349,0.6217,0.3038,3.246,0.022,0.857,4.817,731.108654673334,741.999406005627,"Cons"
"120","CHE","Switzerland",2021,47.691,24.231,0,7.99,0.678,4.942,0.649,19.581,0.507,28.482,0.762766611174612,0.0346,0.6247,0.3093,3.246,0.021,0.851,5.097,770.529214794414,813.408787222499,"Cons"
"121","CHE","Switzerland",2010,45.667,23.737,0,7.681,0.6,4.407,0.594,22.549,0.366,25.816,0.737706633982725,0.0435,0.594,0.2819,3.246,0.022,0.855,4.808,636.285784211754,598.85102890658,"Cons"
"122","CHE","Switzerland",2011,45.467,24.575,0,7.358,0.581,4.215,0.51,22.241,0.359,26.18,0.740349696491535,0.0417,0.5966,0.2797,3.246,0.024,0.858,4.409,647.822333890064,715.888126682396,"Cons"
"123","CHE","Switzerland",1999,41.859,25.232,0,9.961,0.612,4.557,1.271,22.772,0.176,26.048,0.731888035493768,0.0446,0.5834,0.2699,3.246,0.023,0.84,3.053,509.661911268691,297.873643323126,"Cons"
"124","CHE","Switzerland",2003,42.88,25.309,0,8.807,0.606,4.625,0.723,22.819,0.185,26.279,0.729980687451274,0.0445,0.5801,0.2606,3.246,0.023,0.845,4.117,537.61817269761,362.07508650776,"Cons"
"125","CHE","Switzerland",2012,45.399,24.89,0,6.879,0.612,4.17,0.527,22.471,0.361,26.093,0.743064947437091,0.0409,0.6003,0.2845,3.246,0.024,0.867,4.491,655.461803595119,686.42022155799,"Cons"
"126","CHE","Switzerland",2014,45.495,24.89,0,7.198,0.599,4.466,0.667,21.986,0.432,26.189,0.75533411325145,0.0373,0.6157,0.3019,3.246,0.024,0.867,4.826,682.887233860616,726.537808338,"Cons"
"127","CHE","Switzerland",2015,46.459,24.506,0,7.29,0.632,4.496,0.597,21.301,0.444,26.956,0.759955079505886,0.0355,0.621,0.3058,3.246,0.021,0.865,4.801,694.118186379628,694.118186379628,"Cons"
"128","CHE","Switzerland",2007,45.966,23.172,0,8.116,0.595,4.654,0.57,22.581,0.165,25.543,0.738669353447108,0.043,0.5945,0.2807,3.246,0.023,0.847,3.641,613.559744788948,490.740715594802,"Cons"
"129","CHE","Switzerland",2004,43.355,24.236,0,9.029,0.598,4.678,0.845,23.194,0.185,25.989,0.725727344022175,0.0461,0.5754,0.2562,3.246,0.023,0.845,4.316,552.143052382242,403.912891033374,"Cons"
"130","CHE","Switzerland",2005,44.618,23.828,0,8.482,0.605,4.495,0.659,22.89,0.182,25.951,0.729483488499255,0.0456,0.5812,0.2654,3.246,0.023,0.845,4.437,567.325324289261,418.284865884998,"Cons"
"131","CHE","Switzerland",2006,45.334,23.364,0,8.484,0.575,4.557,0.581,22.643,0.175,25.711,0.731275374438411,0.0453,0.5842,0.2707,3.246,0.023,0.845,3.995,590.436050103238,441.634672196523,"Cons"
"132","CHE","Switzerland",2002,43.201,25.584,0,9.076,0.578,4.572,1.006,21.967,0.172,26.951,0.731970636029189,0.044,0.5829,0.2656,3.246,0.023,0.84,2.924,537.792409245141,309.301422430386,"Cons"
"133","CHE","Switzerland",2008,46.762,23.115,0,7.682,0.573,4.452,0.541,22.124,0.317,25.922,0.735999070417478,0.0434,0.5901,0.2775,3.246,0.024,0.856,3.35,630.788401993241,567.267767519158,"Cons"
"134","CHE","Switzerland",2009,45.959,24.056,0,7.732,0.591,4.461,0.615,21.881,0.372,26.268,0.736228179295637,0.0433,0.5906,0.2769,3.246,0.024,0.855,4.109,616.296829272353,554.212916092271,"Cons"
"135","CHE","Switzerland",2001,42.165,25.538,0,9.464,0.563,4.547,0.896,22.667,0.165,26.347,0.732051900960812,0.0443,0.5833,0.2676,3.246,0.023,0.839,2.49,538.186453673233,286.582672434226,"Cons"
"136","CZE","Czechia",1998,23.128,44.3,0,1.574,0.594,0,0.079,30.976,0.023,32.298,0.719305923952874,0.0479,0.5556,0.2193,2.284,0.243,0.818,6.455,119.750353168352,66.807429711411,"East"
"137","CZE","Czechia",2021,20.761,47.345,0,0.563,0.559,0,0,31.321,0.01,34.742,0.73753140868871,0.0449,0.5846,0.2698,2.408,0.183,0.716,2.803,211.013852329895,281.7912185071,"East"
"138","CZE","Czechia",2009,21.227,43.953,0,1.11,0.502,0,0.018,33.692,0.017,32.088,0.723039292156358,0.047,0.5612,0.2281,2.284,0.258,0.824,6.662,168.780486813354,207.43429680533,"East"
"139","CZE","Czechia",2010,20.199,44.762,0,1.272,0.68,0,0.017,33.755,0.012,32.229,0.725352020132675,0.0469,0.5652,0.2351,2.408,0.233,0.816,7.281,172.89012653082,209.069940963177,"East"
"140","CZE","Czechia",1995,24.99,41.379,0,1.386,0.686,0,0.071,32.145,0.099,34.497,0.719256954127502,0.0479,0.5555,0.2192,2.284,0.243,0.827,4.083,115.863001168759,60.1471740768651,"East"
"141","CZE","Czechia",2016,22.167,42.856,0,1.435,0.65,0,0.001,33.508,0.034,34.031,0.728249408740027,0.0464,0.5697,0.2431,2.408,0.221,0.78,3.952,192.803983942274,196.272068576338,"East"
"142","CZE","Czechia",2017,22.191,43.021,0,1.355,0.613,0,0.001,33.382,0.051,34.438,0.730653402245196,0.0461,0.5739,0.2503,2.408,0.221,0.742,2.893,202.76949031963,218.628940951675,"East"
"143","CZE","Czechia",2018,22.563,43.844,0,1.301,0.574,0,0,32.278,0.014,34.975,0.733551997866812,0.0455,0.5783,0.2584,2.408,0.214,0.725,2.246,209.298846486102,249.000540729179,"East"
"144","CZE","Czechia",1997,23.808,43.571,0,1.548,0.598,0,0.087,31.04,0.033,33.396,0.719256954127502,0.0479,0.5555,0.2192,2.284,0.243,0.826,4.674,120.178870877585,62.1801593761239,"East"
"145","CZE","Czechia",2019,22.778,44.149,0,1.196,0.544,0,0,31.867,0.011,34.778,0.734187728575819,0.0453,0.5792,0.2603,2.408,0.236,0.72,2.015,215.640347578637,252.548179964897,"East"
"146","CZE","Czechia",2020,22.929,45.44,0,0.585,0.585,0,0,31.038,0.009,34.757,0.734032241945101,0.0454,0.579,0.2598,2.408,0.23,0.728,2.551,203.773728339855,245.974558654043,"East"
"147","CZE","Czechia",2001,23.906,44.065,0,1.483,0.543,0,0.082,30.514,0.032,32.405,0.719330988811265,0.0479,0.5556,0.2192,2.284,0.249,0.81,8.128,130.107668072565,67.8080329795429,"East"
"148","CZE","Czechia",1996,22.574,42.977,0,1.477,0.659,0,0.077,32.911,0.061,33.108,0.719256954127502,0.0479,0.5555,0.2192,2.284,0.243,0.826,3.852,120.80504090655,67.3877886329812,"East"
"149","CZE","Czechia",2007,24.903,43.566,0,1.177,0.389,0,0.035,30.351,0.002,34.102,0.723549734949671,0.0471,0.5621,0.2295,2.284,0.249,0.837,5.316,172.393922455409,190.183800884018,"East"
"150","CZE","Czechia",2008,22.662,44.239,0,1.13,0.386,0,0.019,31.967,0.001,33.298,0.726618049356802,0.0466,0.5672,0.2364,2.284,0.249,0.835,4.393,177.025133390924,236.816485762988,"East"
"151","CZE","Czechia",2006,24.583,43.641,0,1.177,0.42,0,0.067,30.596,0.003,33.842,0.721357616223074,0.0474,0.5584,0.223,2.284,0.249,0.834,7.141,163.297687890645,156.264095664643,"East"
"152","CZE","Czechia",2002,24.758,44.083,0,1.441,0.511,0,0.084,29.692,0.026,33.275,0.719305923952874,0.0479,0.5556,0.2193,2.284,0.249,0.821,7.281,132.150170232227,82.1960010507474,"East"
"153","CZE","Czechia",2014,21.414,43.814,0,1.368,0.696,0,0,33.397,0.006,32.851,0.72998139093454,0.046,0.5726,0.2472,2.408,0.225,0.782,6.108,178.419147314396,209.358834156329,"East"
"154","CZE","Czechia",2015,21.517,43.048,0,1.43,0.674,0,0.001,33.979,0.025,33.134,0.727791960564105,0.0465,0.5693,0.2413,2.408,0.221,0.783,5.048,188.033050459881,188.033050459881,"East"
"155","CZE","Czechia",2000,22.79,44.265,0,1.411,0.579,0,0.076,31.488,0.046,32.335,0.719305923952874,0.0479,0.5556,0.2193,2.284,0.249,0.81,8.764,126.265440317089,61.8281664960941,"East"
"156","CZE","Czechia",2013,20.784,43.183,0,1.376,0.705,0,0.015,34.653,0.005,33.71,0.727871607505307,0.0464,0.5691,0.2418,2.408,0.229,0.793,6.953,174.47240205295,211.685616592931,"East"
"157","CZE","Czechia",2003,25.422,43.53,0,1.403,0.503,0,0.089,29.614,0.032,34.099,0.719330988811265,0.0479,0.5556,0.2192,2.284,0.249,0.828,7.777,136.88602063113,100.090467581268,"East"
"158","CZE","Czechia",2004,24.999,42.341,0,1.098,0.466,0,0.058,31.534,0.028,34.495,0.719438986366015,0.0479,0.5559,0.2194,2.284,0.249,0.83,8.298,143.476070938564,119.814434353575,"East"
"159","CZE","Czechia",2011,20.309,43.903,0,1.524,0.632,0,0.328,34.254,0.01,33.025,0.726268129723337,0.0466,0.5666,0.238,2.408,0.238,0.82,6.712,175.933614512933,229.562733398948,"East"
"160","CZE","Czechia",2005,24.32,42.819,0,1.159,0.444,0,0.065,31.698,0.005,34.234,0.719730453287596,0.0479,0.5563,0.2197,2.284,0.249,0.83,7.927,152.947812388841,137.143471328274,"East"
"161","CZE","Czechia",1999,23.106,43.509,0,1.373,0.572,0,0.072,31.987,0.025,33.122,0.719305923952874,0.0479,0.5556,0.2193,2.284,0.246,0.812,8.702,121.407876416485,65.1731309952212,"East"
"162","CZE","Czechia",2012,20.483,43.652,0,1.503,0.698,0,0.248,34.348,0.014,33.438,0.726943329512153,0.0463,0.5671,0.2375,2.408,0.224,0.827,6.979,174.552528075614,208.857719320649,"East"
"163","DEU","Germany",2008,31.664,35.981,0,2.334,1.184,-0.001,0.523,30.011,0.011,35.844,0.762161883467741,0.0225,0.5929,0.2672,2.198,0.01,0.866,7.525,3143.03599410402,3745.26409361719,"Cons"
"164","DEU","Germany",2000,30.148,39.038,0,2.282,1.154,0.056,0.389,28.51,0.022,36.369,0.732057132120488,0.0373,0.5626,0.2462,2.198,0.01,0.866,7.917,2835.48113999239,1947.98199101177,"Cons"
"165","DEU","Germany",2001,28.788,39.757,0,2.287,1.189,0.038,0.402,29.148,0.02,35.127,0.734203316343269,0.0356,0.5618,0.2462,2.198,0.01,0.866,7.89,2883.15886164524,1945.79097380315,"Cons"
"166","DEU","Germany",1996,28.618,40.252,0,3.037,1.096,1.136,0.302,28.074,0.018,35.666,0.727753177267871,0.0407,0.5642,0.2472,2.198,0.011,0.862,8.822,2604.1434861481,2497.24460618664,"Cons"
"167","DEU","Germany",2007,30.942,36.275,0,2.474,1.212,0.001,0.475,30.298,0.011,35.375,0.759504277405824,0.024,0.5898,0.2669,2.198,0.01,0.866,8.658,3113.15348342082,3425.57838292158,"Cons"
"168","DEU","Germany",2003,27.436,40.509,0,2.356,1.257,0.03,0.439,29.682,0.018,34.745,0.73948360458968,0.032,0.5616,0.2495,2.198,0.01,0.858,9.779,2857.30544716818,2501.64038848235,"Cons"
"169","DEU","Germany",2004,27.067,40.308,0,2.443,1.28,0.01,0.551,30.174,0.008,34.329,0.74369738165359,0.0302,0.5674,0.2525,2.198,0.01,0.858,10.727,2890.88130436169,2814.35386935908,"Cons"
"170","DEU","Germany",1995,30.269,38.963,0,2.769,1.021,1.007,0.264,27.981,0.019,36.312,0.72714604966086,0.0408,0.5632,0.2462,2.198,0.011,0.862,8.158,2583.32645025006,2585.79227514672,"Cons"
"171","DEU","Germany",1999,29.833,39.271,0,2.476,1.157,0.072,0.409,28.403,0.016,36.253,0.730106263481431,0.0389,0.5638,0.2469,2.198,0.01,0.866,8.854,2755.23484351892,2194.94527887259,"Cons"
"172","DEU","Germany",2018,32.748,37.678,0,2.805,1.097,0.093,0.526,26.748,0.021,38.457,0.739549226360353,0.0317,0.5763,0.2636,2.198,0.013,0.833,3.384,3559.04086251265,3974.4433550196,"Cons"
"173","DEU","Germany",2019,32.576,37.872,0,2.883,1.076,0.109,0.521,26.645,0.024,38.619,0.739599949225763,0.0317,0.5764,0.2636,2.572,0.013,0.832,3.136,3597.31733749424,3889.1775892549,"Cons"
"174","DEU","Germany",2005,27.883,39.554,0,2.442,1.301,0.012,0.52,30.111,0.01,34.419,0.749803839179833,0.028,0.5763,0.2588,2.198,0.01,0.861,11.167,2912.03408995556,2846.8642111751,"Cons"
"175","DEU","Germany",2006,30.061,38.037,0,2.438,1.248,0.003,0.452,29.454,0.01,34.938,0.753431649589743,0.0263,0.5811,0.2607,2.198,0.01,0.866,10.25,3023.17017948512,2994.70364202353,"Cons"
"176","DEU","Germany",2010,28.295,38.887,0,2.306,1.242,0,0.483,30.501,0.011,35.531,0.750578149408767,0.0266,0.5809,0.2547,2.198,0.011,0.869,6.967,3087.97159052568,3399.66782000001,"Cons"
"177","DEU","Germany",2011,29.226,38.228,0,2.369,1.201,0.076,0.437,30.165,0.012,36.085,0.745608905440662,0.0286,0.5763,0.2506,2.198,0.011,0.869,5.825,3209.18042611817,3749.31499105059,"Cons"
"178","DEU","Germany",2012,30.258,37.914,0,2.432,1.189,0.086,0.426,29.384,0.012,36.816,0.739934188477861,0.0308,0.5705,0.2457,2.198,0.011,0.869,5.379,3222.61076899558,3527.14318878516,"Cons"
"179","DEU","Germany",2002,27.969,40.274,0,2.285,1.219,0.031,0.398,29.455,0.018,34.559,0.736956826255536,0.0338,0.5619,0.2477,2.198,0.01,0.864,8.482,2877.45096148429,2078.48451747451,"Cons"
"180","DEU","Germany",2014,30.913,37.83,0,2.614,1.178,0.064,0.506,28.626,0.016,36.812,0.738570510618771,0.032,0.5722,0.2501,2.198,0.011,0.848,4.981,3308.22920483904,3889.09305102352,"Cons"
"181","DEU","Germany",2016,31.828,37.635,0,2.879,1.154,0.084,0.592,27.639,0.02,37.75,0.738614150427878,0.0319,0.5735,0.255,2.198,0.011,0.847,4.122,3432.45987645505,3469.85346394553,"Cons"
"182","DEU","Germany",2015,31.13,37.637,0,2.874,1.171,0.149,0.557,28.34,0.019,37.3,0.738297045091144,0.032,0.5724,0.2518,2.198,0.011,0.847,4.624,3357.58571935156,3357.58571935156,"Cons"
"183","DEU","Germany",1997,28.153,41.162,0,2.756,1.143,0.613,0.3,27.912,0.018,35.35,0.728216209313715,0.0406,0.5649,0.2479,2.198,0.011,0.862,9.861,2650.81392542806,2211.98962327995,"Cons"
"184","DEU","Germany",1998,29.375,40.463,0,2.375,1.159,0.076,0.344,27.77,0.017,35.539,0.728824889019222,0.0405,0.5659,0.2489,2.198,0.01,0.863,9.787,2704.19953614672,2238.99077470268,"Cons"
"185","DEU","Germany",2017,32.524,37.894,0,2.779,1.133,0.085,0.496,26.782,0.02,37.733,0.738844696472114,0.0318,0.5745,0.2586,2.198,0.011,0.843,3.746,3524.45773404138,3690.84915251765,"Cons"
"186","DEU","Germany",2020,31.337,39.679,0,3.286,1.137,0.117,0.671,25.682,0.016,37.931,0.739610121080588,0.0317,0.5764,0.2637,2.572,0.016,0.828,3.856,3459.65632300082,3887.72716191441,"Cons"
"187","DEU","Germany",2013,30.795,37.768,0,2.513,1.191,0.067,0.446,28.912,0.012,36.954,0.737970707951234,0.0322,0.5707,0.2476,2.198,0.011,0.856,5.231,3236.7126334549,3733.80464954903,"Cons"
"188","DEU","Germany",2021,32.639,37.573,0,3.152,1.054,0.124,0.687,26.618,0.018,39.316,0.739620282932222,0.0317,0.5764,0.2637,2.572,0.016,0.823,3.638,3569.11361967071,4278.50393468985,"Cons"
"189","DEU","Germany",2009,28.588,38.416,0,2.268,1.219,0.001,0.507,30.716,0.011,36.682,0.756967865886566,0.0244,0.5879,0.2618,2.198,0.011,0.866,7.742,2964.07666860551,3411.26121265234,"Cons"
"190","DNK","Denmark",2006,60.917,0.214,0.41,3.939,2.337,0,0.451,34.495,0.024,46.462,0.691339723399608,0.0522,0.5114,0.2151,3.053,0.002,0.896,3.897,291.913222677846,282.884947702966,"Soc-Dem"
"191","DNK","Denmark",1995,63.104,0.117,0.469,3.579,2.142,0.193,0.492,32.732,0,46.499,0.726110161983001,0.0246,0.5186,0.1901,3.053,0.002,0.882,6.992,226.658693444805,185.006881515065,"Soc-Dem"
"192","DNK","Denmark",2010,61.548,0.224,0.513,4.137,2.981,0,0.449,33.553,0.025,44.756,0.714197895431738,0.032,0.5107,0.2063,3.053,0.002,0.898,7.747,283.894168259757,321.995279401502,"Soc-Dem"
"193","DNK","Denmark",1997,62.216,0.189,0.605,3.475,2.104,0,0.402,33.484,0.031,46.727,0.748628814207478,0.0171,0.5472,0.2172,3.053,0.002,0.882,5.4,240.837461729208,173.537647058824,"Soc-Dem"
"194","DNK","Denmark",1999,59.956,1.35,0.652,3.693,2.153,0,0.401,34.296,0.052,47.875,0.745708348466877,0.023,0.5543,0.2374,3.053,0.002,0.881,5.142,253.437048662499,177.965188354692,"Soc-Dem"
"195","DNK","Denmark",1996,62.595,0.137,0.449,3.427,2.029,0.135,0.449,33.392,0,46.713,0.726937084484746,0.0241,0.5192,0.1897,3.053,0.002,0.882,6.844,233.232021689227,187.632346387983,"Soc-Dem"
"196","DNK","Denmark",2003,61.105,0.251,0.443,3.894,2.521,0,0.416,34.281,0.027,45.583,0.711618913332501,0.0315,0.5057,0.1751,3.053,0.002,0.883,4.19,267.372454034624,218.096033517009,"Soc-Dem"
"197","DNK","Denmark",2004,61.349,0.238,0.414,3.864,2.449,0,0.46,34.106,0.03,46.393,0.704500615879084,0.0391,0.5079,0.1876,3.053,0.002,0.883,5.204,274.506537368942,251.373002954382,"Soc-Dem"
"198","DNK","Denmark",1998,60.531,0.179,0.839,3.733,2.066,0,0.386,34.665,0.054,47.298,0.748686084687648,0.0165,0.5484,0.2213,3.053,0.002,0.881,5.039,246.179618941138,176.991934992837,"Soc-Dem"
"199","DNK","Denmark",2019,64.76,0.091,0.603,4.275,2.821,0,0.789,30.244,0.027,46.896,0.704124818586763,0.0375,0.5031,0.2083,3.053,0.002,0.888,5.018,332.602543274049,346.498737961635,"Soc-Dem"
"200","DNK","Denmark",2017,63.482,0.106,0.551,3.936,2.854,0,0.438,31.898,0.027,45.476,0.705684331735029,0.0373,0.5057,0.212,3.053,0.002,0.892,5.833,321.315569939823,332.121063806391,"Soc-Dem"
"201","DNK","Denmark",2020,64.722,0.124,0.383,4.162,2.88,0,0.61,30.584,0.024,47.252,0.704335933920078,0.0375,0.5034,0.2088,3.053,0.002,0.882,5.637,324.53855244296,354.762748338661,"Soc-Dem"
"202","DNK","Denmark",2005,61.998,0.224,0.382,3.844,2.294,0,0.414,33.525,0.027,48.004,0.697484494125831,0.0488,0.5158,0.2142,3.053,0.002,0.895,4.83,280.920770514868,264.46733645717,"Soc-Dem"
"203","DNK","Denmark",2009,61.409,0.131,0.536,4.064,2.914,0,0.473,33.835,0.024,44.963,0.718174064192723,0.0274,0.5093,0.1913,3.053,0.002,0.898,6.409,278.680088475415,321.241303699006,"Soc-Dem"
"204","DNK","Denmark",2002,60.651,0.252,0.522,3.699,2.436,0,0.397,34.835,0.041,45.405,0.727152861052602,0.0207,0.5122,0.1787,3.053,0.002,0.883,4.274,266.333597050533,178.635163717431,"Soc-Dem"
"205","DNK","Denmark",2013,62.775,0.183,0.692,3.952,2.978,0,0.445,32.381,0.017,45.888,0.702116342037044,0.0378,0.4997,0.2034,3.053,0.002,0.897,7.384,291.032020819874,343.584391647927,"Soc-Dem"
"206","DNK","Denmark",2007,60.102,0.159,0.492,3.909,2.353,0,0.482,35.314,0.024,46.425,0.69325859059019,0.0502,0.5111,0.2102,3.053,0.002,0.896,3.801,294.567411335295,319.423424509066,"Soc-Dem"
"207","DNK","Denmark",2008,60.765,0.135,0.521,4.261,2.665,0,0.589,34.291,0.027,44.765,0.688652049638051,0.0447,0.4897,0.1755,3.053,0.002,0.898,3.683,293.05917686439,353.361038818383,"Soc-Dem"
"208","DNK","Denmark",2016,62.903,0.125,0.616,4.035,2.965,0,0.442,32.293,0.029,45.494,0.704502787981454,0.0375,0.5037,0.2088,3.053,0.002,0.895,5.989,312.497708532463,313.115929314339,"Soc-Dem"
"209","DNK","Denmark",2012,61.947,0.211,0.643,3.916,2.878,0,0.469,33.26,0.022,45.512,0.698963645643971,0.0383,0.4944,0.1962,3.053,0.002,0.898,7.798,288.340817827024,327.148943812137,"Soc-Dem"
"210","DNK","Denmark",2014,65.359,0.151,0.66,3.774,2.824,0,0.4,30.033,0.023,48.531,0.705168984221615,0.0374,0.5048,0.2104,3.053,0.002,0.897,6.925,295.744975353148,352.993631617708,"Soc-Dem"
"211","DNK","Denmark",2015,63.401,0.147,0.628,4.176,2.995,0,0.552,31.613,0.034,46.057,0.703467045572836,0.0376,0.502,0.2066,3.053,0.002,0.898,6.278,302.673070846857,302.673070846857,"Soc-Dem"
"212","DNK","Denmark",2021,66.414,0.127,0.547,3.895,2.681,0,0.506,28.994,0.023,47.425,0.706487943340875,0.0372,0.507,0.2146,3.053,0.002,0.885,5.043,346.751664744814,405.687998852691,"Soc-Dem"
"213","DNK","Denmark",2011,61.255,0.247,0.56,4.22,3.024,0,0.579,33.697,0.021,44.793,0.715347306910886,0.0269,0.5016,0.1926,3.053,0.002,0.898,7.769,287.689202382588,344.003137611271,"Soc-Dem"
"214","DNK","Denmark",2018,62.072,0.107,0.634,4.141,2.971,0,0.484,33.02,0.027,44.175,0.705887965299496,0.0373,0.506,0.2125,3.053,0.002,0.892,5.131,327.708263102566,356.841216410068,"Soc-Dem"
"215","DNK","Denmark",2000,61.423,1.359,0.363,3.334,2.181,0,0.46,33.458,0.063,46.875,0.727457086276189,0.033,0.5402,0.2269,3.053,0.002,0.881,4.476,262.932986641725,164.158739097623,"Soc-Dem"
"216","DNK","Denmark",2001,60.409,1.385,0.546,3.551,2.327,0,0.43,34.067,0.043,45.919,0.719962696588112,0.0297,0.5183,0.1912,3.053,0.002,0.882,4.164,265.097327404035,164.791442543375,"Soc-Dem"
"217","ESP","Spain",1995,29.091,35.977,0,5.696,1.912,0.528,0.593,29.231,0.006,31.307,0.703698947444174,0.0672,0.5826,0.203,2.695,0.042,0.823,22.675,794.552137824609,614.609020549773,"South"
"218","ESP","Spain",1998,28.911,34.477,0,5.988,1.919,0.592,0.589,30.623,0.001,32.762,0.697823953409184,0.0774,0.5858,0.2578,2.695,0.042,0.822,18.673,883.053543058203,619.214834614099,"South"
"219","ESP","Spain",2011,28.711,37.942,0,6.274,3.069,0.201,0.668,27.071,0.003,31.19,0.693470359532313,0.069,0.5586,0.2192,2.4,0.045,0.821,21.391,1187.3862718793,1480.71049571012,"South"
"220","ESP","Spain",1999,28.059,34.715,0,6.193,1.903,0.62,0.59,31.033,0.001,33.136,0.710137899083165,0.0675,0.586,0.2532,2.695,0.042,0.822,15.475,922.70753376914,634.907542858302,"South"
"221","ESP","Spain",2010,27.952,37.917,0,6.609,2.881,0.205,0.719,27.519,0.002,31.282,0.688420223809871,0.0708,0.5544,0.2141,2.4,0.042,0.824,19.86,1197.13556164922,1422.10819978334,"South"
"222","ESP","Spain",2002,29.219,35.166,0,6.697,1.83,0.57,0.603,28.918,0.001,33.244,0.680010881210137,0.0799,0.5506,0.2194,2.695,0.042,0.812,11.146,1036.86975313711,708.756677088629,"South"
"223","ESP","Spain",2003,27.896,35.493,0,7.435,1.85,0.549,0.647,29.175,0.001,33.095,0.679081238624875,0.0785,0.5476,0.2218,2.695,0.042,0.793,11.283,1067.78854886016,907.491523174116,"South"
"224","ESP","Spain",2004,28.225,34.629,0,8.039,1.856,0.519,0.674,29.106,0.002,34.042,0.667483608947492,0.0826,0.5323,0.2092,2.695,0.042,0.804,11.09,1101.13273976211,1069.05567527375,"South"
"225","ESP","Spain",2001,28.142,35.684,0,6.286,1.874,0.617,0.604,29.888,0,32.796,0.681562320016667,0.0798,0.5519,0.219,2.695,0.042,0.812,10.348,1009.30612439531,627.830029412205,"South"
"226","ESP","Spain",2006,30.549,32.722,0,8.934,1.853,0.56,0.728,27.792,0.002,35.999,0.669793907934967,0.0807,0.5332,0.214,2.695,0.042,0.805,8.452,1188.17291651875,1260.39897783176,"South"
"227","ESP","Spain",2007,33.214,32.45,0,8.205,1.859,0.633,0.741,26.129,0.003,36.414,0.689407457149798,0.0718,0.5548,0.2265,2.695,0.042,0.806,8.232,1231.00344263555,1474.00257982,"South"
"228","ESP","Spain",2008,30.445,37.052,0,7.188,2.231,0.811,0.817,25.313,0.002,32.103,0.679180233044271,0.0747,0.5411,0.206,2.695,0.042,0.82,11.255,1241.92326850508,1631.86349355234,"South"
"229","ESP","Spain",2005,29.371,33.371,0,8.56,1.85,0.525,0.74,28.696,0.002,35.243,0.663380017217946,0.0827,0.5245,0.2075,2.695,0.042,0.807,9.146,1141.34703448281,1153.71582271751,"South"
"230","ESP","Spain",1996,29.119,35.615,0,5.66,1.871,0.522,0.628,29.602,0.005,31.11,0.694467699310024,0.0728,0.5734,0.2229,2.695,0.042,0.822,22.142,815.691686929687,642.588992512807,"South"
"231","ESP","Spain",1997,29.237,35.133,0,6.265,1.903,0.557,0.645,29.355,0.01,31.949,0.694610896385342,0.0766,0.5801,0.2376,2.695,0.042,0.822,20.698,845.8926278125,590.077272727273,"South"
"232","ESP","Spain",2012,29.687,36.105,0,6.558,3.356,0.434,0.685,27.645,0.004,32.368,0.703624875922685,0.0618,0.5636,0.2202,2.18,0.05,0.805,24.788,1152.25243668476,1324.750738725,"South"
"233","ESP","Spain",2009,29.728,40.499,0,6.845,2.793,0.197,0.838,22.926,0.003,29.679,0.694485052073489,0.0677,0.5577,0.2148,2.695,0.042,0.823,17.857,1195.18836652617,1491.47292370664,"South"
"234","ESP","Spain",2000,28.09,34.88,0,6.458,1.863,0.66,0.644,30.571,0.001,33.05,0.697416655929572,0.0735,0.5724,0.2448,2.695,0.042,0.815,13.785,971.112252648437,598.363313494903,"South"
"235","ESP","Spain",2013,28.904,34.59,0,7.177,3.501,0.606,0.738,29.307,0.022,33.105,0.706972834260966,0.0592,0.5625,0.2156,2.035,0.059,0.782,26.094,1136.0823958168,1355.57953591255,"South"
