"","Country","Country_Name","Year","TaxRev_Income_IPC_1000","TaxRev_Social_SSC_2000","TaxRev_Payroll_PW_3000","TaxRev_Property_4000","TaxRev_ImmovProp_4100","TaxRev_NetWealth_4200","TaxRev_EIG_4300","TaxRev_GoodsServices_5000","TaxRev_Others_6000","TaxRev_TotalofGDP","Wealth_Gini","Wealth_Share_bottom50","Wealth_Share_top10","Wealth_Share_top1","v2peedueq","v2x_corr","v2x_libdem","Unemployment_rate","GDP_constant_billions","GDP_current_billions","welfare_regime"
"236","ESP","Spain",2014,28.611,34.341,0,7.427,3.543,0.537,0.767,29.567,0.055,33.872,0.714701797707932,0.0578,0.5764,0.2313,2.035,0.059,0.782,24.442,1151.93955404961,1371.82053788862,"South"
"237","ESP","Spain",2015,28.146,33.683,0,7.638,3.461,0.522,0.765,30.481,0.052,33.827,0.70559941263889,0.0635,0.5688,0.2306,2.035,0.059,0.763,22.058,1196.15697127969,1196.15697127969,"South"
"238","ESP","Spain",2016,28.092,33.961,0,7.651,3.435,0.536,0.719,30.252,0.045,33.58,0.70535698251166,0.0635,0.5684,0.2302,2.035,0.069,0.769,19.635,1232.49351844766,1233.55496701168,"South"
"239","ESP","Spain",2017,28.411,34.083,0,7.485,3.351,0.532,0.689,29.99,0.031,33.852,0.705244677130338,0.0635,0.5682,0.2301,1.877,0.058,0.758,17.224,1269.16957656016,1313.24533019765,"South"
"240","ESP","Spain",2018,29.261,33.875,0,7.325,3.219,0.532,0.644,29.492,0.047,34.645,0.704644220198574,0.0637,0.5672,0.2291,2.162,0.041,0.777,15.255,1298.16336741797,1421.70271521804,"South"
"241","ESP","Spain",2019,28.637,35.329,0,7.08,3.124,0.519,0.582,28.919,0.035,34.663,0.70379419305408,0.0638,0.5659,0.2278,1.77,0.037,0.805,14.104,1323.91849014805,1394.32005512941,"South"
"242","ESP","Spain",2020,29.053,37.429,0,6.736,3.218,0.559,0.605,26.754,0.029,36.844,0.703801701440327,0.0638,0.5659,0.2278,2.278,0.037,0.793,15.532,1176.07256893359,1278.12886787549,"South"
"243","ESP","Spain",2021,29.826,35.475,0,7.215,2.967,0.509,0.766,27.445,0.038,37.796,0.703809225039109,0.0638,0.5659,0.2278,1.712,0.042,0.779,14.781,1251.37853735898,1445.65165360463,"South"
"244","EST","Estonia",2010,19.826,38.407,0,1.048,1.048,0,0,40.719,0,33.196,0.829448316876025,0.0028,0.6583,0.3031,2.65,0.035,0.826,16.707,19.4206795302801,19.5234773256235,"East"
"245","EST","Estonia",2011,19.932,36.836,0,0.98,0.98,0,0,42.251,0,31.494,0.831941105509415,0.0023,0.6622,0.3075,2.65,0.035,0.828,12.328,20.831219910825,23.2139940934631,"East"
"246","EST","Estonia",2012,20.841,35.218,0,1.032,1.032,0,0,42.909,0,31.7,0.834885483054535,0.0018,0.6668,0.3126,2.65,0.035,0.827,10.021,21.503693454807,23.0191500711867,"East"
"247","EST","Estonia",2013,22.664,34.693,0,0.956,0.956,0,0,41.688,0,31.666,0.83459707985142,0.0018,0.6664,0.3121,3.063,0.035,0.824,8.631,21.817309477984,25.1157533661114,"East"
"248","EST","Estonia",2014,22.951,33.893,0,0.915,0.915,0,0,42.241,0,32.135,0.828531717624287,0.0062,0.6665,0.3179,3.063,0.035,0.833,7.352,22.4743086456805,26.6340839650987,"East"
"249","EST","Estonia",2015,23.373,33.463,0,0.844,0.844,0,0,42.321,0,33.32,0.821452454929769,0.0078,0.6556,0.308,3.063,0.035,0.845,6.412,22.8907620901508,22.8907620901508,"East"
"250","EST","Estonia",2016,22.332,33.528,0,0.809,0.809,0,0,43.33,0,33.517,0.819325741707786,0.0084,0.6534,0.309,3.063,0.035,0.856,6.882,23.6130949244117,24.0728292767744,"East"
"251","EST","Estonia",2017,22.043,34.202,0,0.742,0.742,0,0,43.012,0,32.548,0.820050086474126,0.0098,0.6603,0.3229,3.063,0.035,0.857,5.807,24.9807759315047,26.9243851030659,"East"
"252","EST","Estonia",2018,22.61,34.909,0,0.679,0.679,0,0,41.802,0,32.901,0.820382430686223,0.0098,0.6608,0.3235,3.063,0.038,0.86,5.412,25.9260986665234,30.624720196229,"East"
"253","EST","Estonia",2019,21.949,35.024,0,0.624,0.624,0,0,42.403,0,33.487,0.828818984752516,0.0081,0.6742,0.3383,3.063,0.04,0.842,4.514,26.8956587106379,31.0819019092156,"East"
"254","EST","Estonia",2020,23.012,36.465,0,0.64,0.64,0,0,39.883,0,33.256,0.828831307509063,0.0081,0.6742,0.3383,3.063,0.04,0.841,6.956,26.7474632928629,31.3703955727658,"East"
"255","EST","Estonia",2021,24.936,34.657,0,0.563,0.563,0,0,39.844,0,33.507,0.828843634674044,0.0081,0.6742,0.3383,3.063,0.041,0.845,6.178,28.8908613469492,37.19116615198,"East"
"256","EST","Estonia",2009,21.154,36.832,0,0.977,0.977,0,0,41.037,0,34.952,0.826656148487203,0.0034,0.6538,0.2983,2.65,0.04,0.812,13.548,18.9573125522555,19.6330313976104,"East"
"257","EST","Estonia",1995,30.043,33.947,0,1.003,1.003,0,0,35.006,0,34.998,0.839979236314562,7e-04,0.6746,0.3212,2.65,0.17,0.797,9.659,10.254019388509,4.50297088906373,"East"
"258","EST","Estonia",1996,26.93,33.979,0,1.083,1.083,0,0,38.008,0,33.824,0.84685273421843,-9e-04,0.6847,0.3326,2.65,0.14,0.801,9.915,10.7608770528203,4.78601898816491,"East"
"259","EST","Estonia",1997,26.943,33.118,0,1.124,1.124,0,0,38.813,0.002,33.553,0.845631641900383,-6e-04,0.6829,0.3306,2.65,0.14,0.802,10.369,12.1651730948168,5.15442064923354,"East"
"260","EST","Estonia",1998,30.365,32.853,0,1.106,1.106,0,0,35.676,0,33.622,0.840563290918098,5e-04,0.6754,0.3222,2.65,0.15,0.801,9.51,12.6931203801531,5.67408054288575,"East"
"261","EST","Estonia",1999,29.822,33.905,0,1.133,1.133,0,0,35.14,0,32.37,0.839351187907653,8e-04,0.6736,0.3202,2.65,0.101,0.803,11.573,12.6391714253594,5.75691226575809,"East"
"262","EST","Estonia",2000,24.814,35.107,0,1.248,1.248,0,0,38.831,0,31.087,0.840249761828929,6e-04,0.675,0.3217,2.65,0.057,0.804,13.93,13.9141648350824,5.68657974753524,"East"
"263","EST","Estonia",2001,23.674,35.096,0,1.199,1.199,0,0,40.032,0,30.321,0.83770723741749,0.0012,0.6711,0.3174,2.65,0.057,0.804,13.135,14.7495259665371,6.25464953898487,"East"
"264","EST","Estonia",2002,24.141,35.221,0,1.112,1.112,0,0,39.526,0,30.982,0.842802773405808,0,0.6788,0.326,2.65,0.057,0.805,10.026,15.7482706377266,7.36797588772723,"East"
"265","EST","Estonia",2003,26.067,34.299,0,1.067,1.067,0,0,38.567,0,30.771,0.843108064311906,0,0.6792,0.3265,2.65,0.057,0.807,11.288,16.945180968259,9.87401309846432,"East"
"266","EST","Estonia",2004,25.394,33.089,0,1.002,1.002,0,0,40.514,0,30.985,0.837405125861807,0.0012,0.6707,0.3169,2.65,0.05,0.811,10.248,18.0981323980648,12.1459118012422,"East"
"267","EST","Estonia",2006,22.908,32.776,0,0.801,0.801,0,0,43.516,0,30.437,0.837230134217194,0.0013,0.6704,0.3166,2.65,0.043,0.811,5.915,21.7579949188512,17.0228704052189,"East"
"268","EST","Estonia",2007,23.549,33.126,0,0.695,0.695,0,0,42.63,0,30.984,0.835293799630961,0.0017,0.6674,0.3133,2.65,0.043,0.81,4.592,23.4070639281871,22.449129482617,"East"
"269","EST","Estonia",2008,24.601,36.426,0,0.93,0.93,0,0,38.044,0,31.238,0.832342344616563,0.0023,0.6628,0.3082,2.65,0.04,0.811,5.455,22.2058131832266,24.3416786289732,"East"
"270","EST","Estonia",2005,23.162,33.977,0,0.958,0.958,0,0,41.903,0,29.756,0.848562703846113,-0.0013,0.6872,0.3354,2.65,0.04,0.811,8.033,19.8222377641937,14.1067902002239,"East"
"271","FIN","Finland",2013,34.725,28.901,0,2.93,1.537,0,0.728,33.371,0.072,43.406,0.733485970233666,0.0292,0.548,0.1782,3.529,0.014,0.848,8.193,234.120534076562,271.362405890589,"Soc-Dem"
"272","FIN","Finland",1998,39.36,27.261,0,2.391,0.852,0.107,0.526,30.892,0.096,44.792,0.737213038230616,0.0311,0.559,0.1724,3.529,0.018,0.83,13.215,177.615261582812,134.038718291055,"Soc-Dem"
"273","FIN","Finland",2010,35.516,29.677,0,2.735,1.532,0,0.507,31.982,0.09,40.562,0.746773254163294,0.0212,0.5516,0.1853,3.529,0.018,0.84,8.394,233.646772072266,249.424310816667,"Soc-Dem"
"274","FIN","Finland",2012,34.247,29.625,0,2.769,1.489,0,0.597,33.271,0.088,42.415,0.734747329959959,0.0263,0.5418,0.1729,3.529,0.018,0.844,7.689,236.250798826562,258.290060227734,"Soc-Dem"
"275","FIN","Finland",2008,38.916,27.981,0,2.566,1.145,0,0.816,30.446,0.091,41.09,0.741274832747143,0.0202,0.5371,0.167,3.529,0.018,0.84,6.369,246.321847334766,285.716311136719,"Soc-Dem"
"276","FIN","Finland",2002,40.533,26.515,0,2.398,0.987,0.176,0.703,30.452,0.101,43.275,0.745991997604079,0.025,0.5641,0.1731,3.529,0.018,0.828,10.423,204.650762188672,140.404460203138,"Soc-Dem"
"277","FIN","Finland",2003,38.69,26.7,0,2.347,1.029,0.154,0.64,32.174,0.089,42.338,0.755525879677892,0.0194,0.5703,0.176,3.529,0.018,0.833,10.469,208.751521832422,171.652458349411,"Soc-Dem"
"278","FIN","Finland",2004,38.526,26.801,0,2.568,1.032,0.177,0.712,32.021,0.084,41.748,0.764361802608078,0.0128,0.5722,0.1765,3.529,0.018,0.834,10.358,217.085073153906,197.479443979151,"Soc-Dem"
"279","FIN","Finland",1997,38.294,27.642,0,2.326,0.88,0.104,0.492,31.628,0.11,44.938,0.726594740336685,0.034,0.5421,0.1593,3.529,0.018,0.83,14.968,168.424056796875,126.912152101707,"Soc-Dem"
"280","FIN","Finland",2007,39.198,27.611,0,2.598,1.104,0,0.593,30.503,0.089,41.4,0.753352247194965,0.0182,0.5588,0.183,3.529,0.018,0.84,6.854,244.405718572656,256.378067752158,"Soc-Dem"
"281","FIN","Finland",2009,35.768,29.763,0,2.568,1.314,0,0.594,31.808,0.093,40.773,0.738871107836864,0.0233,0.5392,0.1775,3.529,0.018,0.84,8.25,226.432719257422,253.497520828515,"Soc-Dem"
"282","FIN","Finland",2020,35.099,27.433,0,3.583,1.958,0,0.8,33.812,0.073,41.846,0.75201439416287,0.017,0.5555,0.1775,1.807,0.013,0.835,7.759,248.745023487891,271.886077382102,"Soc-Dem"
"283","FIN","Finland",2006,38.004,27.866,0,2.527,1.079,0,0.694,31.523,0.08,42.085,0.765074337545574,0.0125,0.5698,0.188,3.529,0.018,0.841,7.719,232.105658667187,217.089269791764,"Soc-Dem"
"284","FIN","Finland",1995,36.145,30.825,0,2.221,1.006,0.08,0.381,30.604,0.205,44.5,0.733105432115412,0.025,0.5293,0.1401,3.529,0.018,0.83,19.78,152.788801142187,134.189814814815,"Soc-Dem"
"285","FIN","Finland",1996,38.678,28.92,0,2.253,0.93,0.101,0.47,29.947,0.202,45.69,0.730611694225336,0.0293,0.5368,0.1509,3.529,0.018,0.83,15.572,158.391841239844,132.12917421693,"Soc-Dem"
"286","FIN","Finland",2016,34.625,29.049,0,3.223,1.756,0,0.549,32.998,0.104,43.727,0.747724870315906,0.0197,0.5537,0.1768,3.529,0.015,0.822,8.818,241.12821749375,240.771351298833,"Soc-Dem"
"287","FIN","Finland",2011,35.449,28.732,0,2.584,1.449,0,0.477,33.148,0.088,41.794,0.745171668950142,0.0198,0.5459,0.1745,3.529,0.018,0.842,7.781,239.599308730469,275.604356167316,"Soc-Dem"
"288","FIN","Finland",2001,40.833,26.913,0,2.325,0.97,0.204,0.617,29.835,0.093,43.115,0.735147474288228,0.0329,0.5612,0.1741,3.529,0.018,0.828,10.291,201.215710279297,129.533107311811,"Soc-Dem"
"289","FIN","Finland",2015,35.185,28.954,0,3.279,1.742,0,0.686,32.494,0.088,43.524,0.73790334486354,0.0262,0.5495,0.1762,3.529,0.015,0.823,9.376,234.534382384766,234.534382384766,"Soc-Dem"
"290","FIN","Finland",2000,43.101,25.236,0,2.431,0.913,0.287,0.589,29.184,0.048,45.759,0.739136091320153,0.0329,0.5697,0.1798,3.529,0.018,0.828,12.49,196.097527314844,126.019543413334,"Soc-Dem"
"291","FIN","Finland",2017,35.474,27.839,0,3.567,1.829,0,0.937,33.058,0.063,42.857,0.753665488639868,0.0167,0.5583,0.1811,3.529,0.015,0.827,8.64,248.826017928906,255.647979916471,"Soc-Dem"
"292","FIN","Finland",2018,34.868,27.938,0,3.384,1.832,0,0.699,33.765,0.044,42.387,0.753556486837695,0.0168,0.5581,0.1814,2.263,0.024,0.837,7.361,251.661932877344,275.708001767843,"Soc-Dem"
"293","FIN","Finland",2019,34.967,27.894,0,3.428,1.844,0,0.738,33.662,0.05,42.291,0.752193675509616,0.017,0.5558,0.1781,1.807,0.013,0.833,6.695,254.7441596875,268.514916972549,"Soc-Dem"
"294","FIN","Finland",2005,38.219,27.27,0,2.736,1.047,0.186,0.702,31.677,0.098,42.037,0.762527766804154,0.0139,0.5698,0.1815,3.529,0.018,0.834,8.384,223.119713766016,204.885494686381,"Soc-Dem"
"295","FIN","Finland",2021,36.113,27.869,0,3.497,1.81,0,0.763,32.421,0.1,43.166,0.753492191740577,0.0169,0.5581,0.1824,1.807,0.013,0.828,7.606,255.804854010937,296.470417085267,"Soc-Dem"
"296","FIN","Finland",2014,34.966,28.892,0,3.02,1.679,0,0.554,33.037,0.084,43.513,0.732323181188988,0.03,0.5476,0.1783,3.529,0.014,0.848,8.663,233.266209150781,274.862826772156,"Soc-Dem"
"297","FIN","Finland",1999,38.821,27.491,0,2.38,0.929,0.153,0.571,31.247,0.061,44.262,0.738529744464533,0.0329,0.567,0.1809,3.529,0.018,0.829,11.693,185.394056458984,135.264083658688,"Soc-Dem"
"298","FRA","France",2018,25.102,34.914,3.29,8.696,5.497,0.169,1.319,26.913,1.084,45.878,0.720841797669841,0.0472,0.5764,0.2395,2.009,0.061,0.803,9.018,2569.45809720224,2790.95687874666,"Cons"
"299","FRA","France",2004,23.302,36.959,2.586,7.465,4.637,0.356,1.187,26.133,3.556,42.413,0.704235192805129,0.0569,0.5628,0.244,2.495,0.061,0.804,8.914,2188.39329310935,2119.63318163437,"Cons"
"300","FRA","France",2005,23.46,36.849,2.672,7.71,4.754,0.401,1.183,25.898,3.411,42.904,0.699192295089354,0.057,0.554,0.2304,2.495,0.061,0.804,8.882,2224.79108760791,2196.9452324358,"Cons"
"301","FRA","France",2020,26.173,32.686,4.126,8.741,5.233,0.19,1.43,27.082,1.192,45.361,0.721153517741115,0.0472,0.5769,0.24,1.791,0.057,0.794,8.01,2419.4928088734,2647.41869159845,"Cons"
"302","FRA","France",1992,15.998,43.994,2.11,7.66,4.077,1.166,1.115,26.478,3.76,41.575,0.659666015149476,0.0735,0.51,0.1749,2.495,0.061,0.806,10.203,1705.34711017484,1401.46592317224,"Cons"
"303","FRA","France",2010,22.564,38.214,3.185,8.387,5.659,0.527,0.914,26.557,1.093,42.145,0.725336740758522,0.0441,0.5802,0.2406,2.495,0.061,0.816,9.279,2317.56753698914,2645.18788211667,"Cons"
"304","FRA","France",2011,23.19,37.451,3.101,8.402,5.581,0.479,0.965,26.488,1.369,43.334,0.718393828784414,0.0471,0.5725,0.235,2.495,0.061,0.818,9.228,2368.38485503517,2865.15754199417,"Cons"
"305","FRA","France",2012,23.902,37.073,3.189,8.5,5.632,0.539,1.03,26.231,1.106,44.36,0.712945282451663,0.0499,0.5672,0.2291,2.495,0.061,0.823,9.841,2375.80109105554,2683.67171696719,"Cons"
"306","FRA","France",2017,23.606,36.327,3.36,9.219,5.755,0.475,1.345,26.438,1.049,46.068,0.72067735168747,0.0472,0.5761,0.2392,2.495,0.053,0.822,9.41,2522.41342033378,2595.15104519765,"Cons"
"307","FRA","France",2014,23.739,37.212,3.505,8.572,5.679,0.546,1.054,25.878,1.094,45.449,0.721293499570251,0.0471,0.5771,0.2402,2.495,0.053,0.823,10.273,2412.34139804684,2855.96448859019,"Cons"
"308","FRA","France",2015,23.378,36.923,3.454,8.956,5.769,0.521,1.228,26.149,1.141,45.281,0.721216396573929,0.0471,0.577,0.2401,2.495,0.053,0.823,10.354,2439.1886431625,2439.1886431625,"Cons"
"309","FRA","France",2019,25.666,33.034,3.962,8.66,5.262,0.187,1.391,27.558,1.119,44.885,0.721146535818541,0.0472,0.5769,0.24,1.791,0.064,0.804,8.415,2616.81248571801,2728.87024670588,"Cons"
"310","FRA","France",2021,26.576,32.806,4.08,8.471,4.522,0.184,1.646,27.108,0.959,45.168,0.7211605014339,0.0472,0.5769,0.24,1.791,0.057,0.791,7.874,2575.19224289061,2959.3558191705,"Cons"
"311","FRA","France",1991,16.854,43.831,1.906,6.307,3.462,0.573,0.924,27.21,3.892,41.552,0.648667026970529,0.0822,0.5065,0.181,2.495,0.061,0.806,9.134,1678.50210960377,1269.27682827578,"Cons"
"312","FRA","France",2003,23.127,37.613,2.496,7.184,4.603,0.341,1.066,26.093,3.487,42.239,0.708416261281869,0.0567,0.5701,0.2515,2.495,0.061,0.804,8.307,2128.17130332576,1844.54479203686,"Cons"
"313","FRA","France",1995,16.181,42.554,2.478,6.656,4.471,0.252,0.82,28.285,3.846,42.452,0.684438810838394,0.0636,0.5334,0.2,2.495,0.061,0.799,11.834,1771.13380194767,1601.09475620975,"Cons"
"314","FRA","France",1990,16.057,44.065,1.903,6.324,3.414,0.603,0.951,28.41,3.241,41.173,0.645081878299393,0.0844,0.5027,0.1718,2.495,0.061,0.806,11.05,1661.0909554117,1269.17961691363,"Cons"
"315","FRA","France",2009,20.632,39.189,3.176,8.002,5.608,0.442,0.922,25.597,3.405,41.528,0.710549554985739,0.05,0.5632,0.2218,2.495,0.061,0.816,9.122,2273.25190900652,2700.88736693203,"Cons"
"316","FRA","France",2008,24.062,37.154,2.875,7.663,4.94,0.489,0.93,25.081,3.165,42.332,0.704498198234525,0.0529,0.5568,0.2206,2.495,0.061,0.816,7.386,2340.50187297904,2930.30378082812,"Cons"
"317","FRA","France",2000,24.837,35.849,2.315,6.855,4.257,0.378,1.071,26.395,3.748,43.43,0.72639504530747,0.0541,0.5981,0.286,2.495,0.061,0.803,10.218,2046.49957126118,1365.63966079216,"Cons"
"318","FRA","France",1996,16.779,41.583,2.475,6.73,4.589,0.25,0.884,28.507,3.926,43.559,0.7034095058277,0.0597,0.5634,0.2372,2.495,0.061,0.803,12.367,1796.1598105007,1605.67508654956,"Cons"
"319","FRA","France",1997,18.091,40.335,2.551,7.097,4.626,0.272,1.073,28.007,3.918,43.776,0.712730129098745,0.058,0.5775,0.2583,2.495,0.061,0.803,12.566,1838.12342981553,1452.88491795909,"Cons"
"320","FRA","France",2013,24.383,36.88,3.478,8.455,5.679,0.452,1.081,25.696,1.107,45.367,0.718707015176058,0.0477,0.573,0.2354,2.495,0.053,0.826,9.913,2389.49346648281,2811.87690332903,"Cons"
"321","FRA","France",1994,16.111,43.983,2.335,6.74,4.351,0.254,0.903,27.064,3.767,42.82,0.661919788074002,0.0729,0.512,0.1932,2.495,0.061,0.805,12.593,1734.59237323883,1393.98275047259,"Cons"
"322","FRA","France",2016,23.314,36.76,3.415,9.06,5.866,0.474,1.223,26.406,1.045,45.374,0.721000559379881,0.0472,0.5766,0.2397,2.495,0.053,0.823,10.057,2465.90908648794,2472.96434458717,"Cons"
"323","FRA","France",2001,25.288,36.123,2.287,6.828,4.274,0.4,1.098,25.844,3.63,43.101,0.721099932485842,0.0552,0.5908,0.2749,2.495,0.061,0.803,8.61,2087.09642158852,1377.65733929134,"Cons"
"324","FRA","France",2002,23.842,36.913,2.453,6.997,4.463,0.365,1.058,26.282,3.512,42.404,0.711861721944004,0.0571,0.577,0.2592,2.495,0.061,0.804,8.702,2110.7960585184,1501.40938297138,"Cons"
"325","FRA","France",1998,23.038,35.895,2.379,7.096,4.62,0.29,0.947,27.569,4.023,43.537,0.721718358642249,0.0557,0.5916,0.2745,2.495,0.061,0.803,12.074,1904.08741952925,1503.10873915944,"Cons"
"326","FRA","France",1999,23.843,35.712,2.35,7.108,4.541,0.314,1.054,27.158,3.829,44.248,0.723534493562738,0.0557,0.5954,0.2842,2.495,0.061,0.803,11.981,1969.23336760774,1493.15173769846,"Cons"
"327","FRA","France",1993,15.838,45.518,2.198,6.445,4.166,0.233,0.873,26.212,3.789,42.744,0.661591473143126,0.0739,0.5121,0.1878,2.495,0.061,0.802,11.321,1694.62616670998,1322.815612694,"Cons"
"328","FRA","France",2006,24.117,36.877,2.636,7.794,4.773,0.455,1.039,25.348,3.229,43.273,0.702654750833034,0.0546,0.557,0.2262,2.495,0.061,0.804,8.833,2279.28342079228,2320.5362213047,"Cons"
"329","FRA","France",2007,23.796,36.962,2.755,7.896,4.828,0.528,1.072,25.297,3.293,42.545,0.70744947352015,0.0524,0.5621,0.228,2.495,0.061,0.809,8.009,2334.55003198542,2660.59124621177,"Cons"
"330","GBR","United Kingdom",2013,35.126,18.572,0,12.257,9.639,0,0.592,34.044,0,32.049,0.731029502881796,0.0427,0.5674,0.2257,1.817,0.045,0.802,7.525,2775.61336297968,2784.85350253429,"Liberal"
"331","GBR","United Kingdom",1997,36.931,17.798,0,10.425,8.727,0,0.563,34.847,0,29.806,0.730832514014047,0.0428,0.5651,0.2072,1.996,0.033,0.754,7.072,2061.37390056185,1560.91191879502,"Liberal"
"332","GBR","United Kingdom",2014,34.702,18.46,0,12.619,9.564,0,0.657,34.218,0,31.732,0.738802981982914,0.0392,0.5781,0.2259,1.817,0.045,0.801,6.11,2864.31592814717,3064.70824792143,"Liberal"
"333","GBR","United Kingdom",1995,36.918,17.787,0,10.029,8.683,0,0.577,35.265,0,29.258,0.690380673413589,0.0626,0.5249,0.1845,1.996,0.033,0.761,8.694,1915.16780781451,1344.24017673978,"Liberal"
"334","GBR","United Kingdom",1996,36.598,17.562,0,10.28,8.813,0,0.612,35.561,0,29.056,0.710408216406428,0.0506,0.5398,0.1887,1.996,0.033,0.761,8.189,1964.6178720833,1419.64586583463,"Liberal"
"335","GBR","United Kingdom",2017,35.236,19.106,0.27,12.529,9.196,0,0.788,32.859,0,32.746,0.732724029583963,0.0428,0.5749,0.2112,1.574,0.043,0.808,4.33,3063.38964906374,2680.1480523353,"Liberal"
"336","GBR","United Kingdom",2018,35.07,19.16,0.369,12.545,9.395,0,0.75,32.857,0,32.751,0.727507473029206,0.0465,0.5707,0.212,1.574,0.043,0.813,3.996,3106.39327051714,2871.34034758179,"Liberal"
"337","GBR","United Kingdom",2019,34.38,19.792,0.38,12.419,9.452,0,0.71,33.029,0,32.494,0.726584638924535,0.0467,0.5692,0.2101,1.735,0.046,0.795,3.737,3157.38816403392,2851.40716490781,"Liberal"
"338","GBR","United Kingdom",2020,35.962,20.771,0.419,11.536,8.836,0,0.76,31.311,0,32.774,0.726008125047301,0.0468,0.5683,0.2084,1.572,0.049,0.808,NA,2830.28588177611,2697.80659229386,"Liberal"
"339","GBR","United Kingdom",2021,37.641,19.887,0.403,11.476,8.275,0,0.765,30.592,0,34.39,0.726983320158794,0.0466,0.5698,0.2112,1.868,0.059,0.787,NA,3075.81046818432,3141.5061566187,"Liberal"
"340","GBR","United Kingdom",2008,39.072,19.172,0,11.716,9.229,0,0.635,30.04,0,32.158,0.695955193500609,0.0631,0.5381,0.2023,1.996,0.045,0.81,5.615,2723.2163911818,2929.41176470588,"Liberal"
"341","GBR","United Kingdom",2009,38.312,19.595,0,12.119,10.139,0,0.498,29.975,0,31.059,0.715100875765572,0.0482,0.5438,0.2003,1.996,0.045,0.81,7.537,2597.54111475289,2412.8400062315,"Liberal"
"342","GBR","United Kingdom",2010,37.341,18.857,0,11.965,9.691,0,0.512,31.837,0,32.017,0.713631706717379,0.0495,0.5459,0.1999,1.937,0.045,0.808,7.787,2655.69197244751,2485.48259618471,"Liberal"
"343","GBR","United Kingdom",2011,36.225,18.543,0,11.59,9.439,0,0.537,33.641,0,32.871,0.726410892020425,0.0422,0.558,0.2018,1.937,0.045,0.81,8.038,2686.10234214787,2663.80583482807,"Liberal"
"344","GBR","United Kingdom",2012,35.203,18.926,0,11.851,9.665,0,0.568,34.02,0,32.172,0.723206470963603,0.0447,0.5567,0.2071,1.817,0.045,0.806,7.885,2726.74137160603,2707.08972661464,"Liberal"
"345","GBR","United Kingdom",2004,37.158,18.662,0,11.871,9.102,0,0.676,32.309,0,32.077,0.703111755842386,0.0573,0.5408,0.194,1.996,0.045,0.803,4.594,2528.44642468821,2421.5250823874,"Liberal"
"346","GBR","United Kingdom",2001,39.403,17.117,0,11.455,8.814,0,0.65,32.025,0,32.2,0.71479188181948,0.0515,0.5511,0.2043,1.996,0.045,0.802,4.696,2351.1105500451,1649.82726356701,"Liberal"
"347","GBR","United Kingdom",2002,38.117,16.947,0,11.932,9.309,0,0.636,33.004,0,31.402,0.717383866768984,0.0502,0.5545,0.1998,1.996,0.045,0.803,5.037,2393.24211291988,1785.72991606715,"Liberal"
"348","GBR","United Kingdom",2003,36.515,18.243,0,11.872,9.405,0,0.616,33.371,0,31.132,0.709284300119279,0.0532,0.5451,0.1878,1.996,0.045,0.803,4.807,2468.54721178095,2054.42285714286,"Liberal"
"349","GBR","United Kingdom",2016,35.187,18.843,0,12.547,9.288,0,0.742,33.423,0,32.371,0.729419312962136,0.0439,0.5711,0.2123,1.817,0.045,0.793,4.81,2984.15817062673,2689.10656689961,"Liberal"
"350","GBR","United Kingdom",2005,38.969,18.579,0,11.843,8.97,0,0.693,30.609,0,32.479,0.704128787246823,0.0571,0.5415,0.2023,1.996,0.045,0.805,4.751,2597.69658752487,2543.18,"Liberal"
"351","GBR","United Kingdom",2006,39.264,18.53,0,12.344,8.899,0,0.74,29.862,0,32.812,0.706866917118816,0.056,0.545,0.2061,1.996,0.045,0.809,5.35,2659.68478132653,2708.44158233671,"Liberal"
"352","GBR","United Kingdom",2007,39.504,18.29,0,12.439,8.809,0,0.759,29.766,0,32.968,0.702269600375701,0.0601,0.5446,0.2069,1.996,0.045,0.81,5.262,2729.37733206338,3090.51020408163,"Liberal"
"353","GBR","United Kingdom",1999,38.436,17.066,0,10.824,8.433,0,0.587,33.674,0,31.843,0.713860931172071,0.0512,0.5487,0.2044,1.996,0.036,0.783,6.042,2197.11812439341,1687.83044814755,"Liberal"
"354","GBR","United Kingdom",2000,39.568,16.766,0,11.446,8.501,0,0.616,32.221,0,32.637,0.718968073387948,0.0498,0.5576,0.2033,1.996,0.036,0.797,5.558,2292.00565933047,1665.53487668331,"Liberal"
"355","GBR","United Kingdom",1998,38.891,16.977,0,10.427,8.425,0,0.575,33.705,0,31.232,0.72977309865211,0.0444,0.5669,0.212,1.996,0.036,0.76,6.198,2131.75476863416,1653.69493209672,"Liberal"
"356","GBR","United Kingdom",2015,34.741,18.646,0,12.477,9.475,0,0.725,34.136,0,31.875,0.725938237000975,0.0453,0.5665,0.2146,1.817,0.045,0.795,5.301,2927.91114091673,2927.91114091673,"Liberal"
"357","GRC","Greece",2004,23.59,34.514,0,5.946,0.881,1.562,0.393,35.951,0,30.466,0.699228442461518,0.0496,0.4968,0.1515,2.531,0.255,0.8,10.628,242.306465817462,240.963562236127,"South"
"358","GRC","Greece",2003,23.029,34.944,0,6.056,0.875,1.47,0.442,35.971,0,31.493,0.69731576094425,0.05,0.4937,0.1477,2.531,0.255,0.8,9.839,230.63409174912,202.370140236265,"South"
"359","GRC","Greece",1999,25.317,30.161,0,7.513,0.801,1.574,0.686,37.009,0,31.817,0.703517682745996,0.0488,0.5035,0.1589,2.531,0.255,0.797,12.138,193.851146493275,142.588875293749,"South"
